global_id,portal_id,file_id,lter,title,alt_id,owner,metadata_date,year_only,no_temporal_info,start_date,end_date,duration,current,conv_access,pop_data,temp_int,quality,taxa,data_type,descriptor,study_type,num_spp,comm_data,multi_trophic,env_data_file,habitat_data_file,space_data_file,coor_sys,projection,lat,long,summarized,num_sites,num_treatment_levels,treatment_type,exp_maintainence ,spatial_replication,num_levels_of_replication,rep_lev1,rep_lev2,rep_lev3,rep_lev4,site_metadata,notes,linked,data_obj_count,api_file
11,knb-lter-sbc.25.16,"LTE Detritus biomass, all years, Detritus Biomass",SBC,SBC LTER: Reef: Long-term experiment: Kelp removal: Detritus biomass,,Reed,0,0,0,1/10/2008,8/20/2014,,1,1,1,season:yr,low,algae,biomass,,exp,-999,yes,no,,,,,,,,,4,3,removal,maintained,yes,2,6,2,0,0,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.25,"site (4), treatment plot (3 per site), quadrat (6 per treatment plot), side (2 per quadrat);detritus is considered detached alge on the bottom of the ocean",,1,SBC/Detritus_Biomass_All_Years_20141209.csv
12,knb-lter-sbc.27.15,"LTE Allometrics, all years, Allometric Data for Pterygophora californica and Laminaria farlowii",SBC,SBC LTER: Reef: Long-term experiment: Kelp removal: Understory kelp allometrics,,Reed,0,0,0,1/10/2008,11/15/2012,,1,1,0,,other,algae,trait,,exp,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.27,trait is blade count of gian kelp,,1,
13,knb-lter-sbc.26.14,"LTE Urchin size frequency distribution, all years, Urchin Size Frequency Distribution",SBC,SBC LTER: Reef: Long-term experiment: Kelp removal: Urchin size frequency distribution,,Reed,0,0,0,10/10/2008,8/20/2014,,1,1,0,,other,mollusc,trait,,exp,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.26,trait is size,,1,
14,knb-lter-sbc.36.8,"Daily quanta, all years, Daily photon irradiance (quanta) of light recorded at the surface and the seafloor at four of the Long Term Experiment transects",SBC,SBC LTER: Kelp Removal Experiment: Daily photon irradiance at the surface and seafloor,,Reed,0,0,0,1/1/2008,12/31/2012,,1,1,0,,other,,env,light,exp,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.36,,,1,
15,knb-lter-sbc.58.7,"LTE Algal NPP, all years, seasonal net primary production (NPP) for all macroalgae sampled at SBC long term kelp removal experiment transects.",SBC,SBC LTER: Reef: Long-term experiment: Kelp removal: Taxon-specific seasonal net primary production (NPP) for macroalgae,,Harrer;Reed;Miller;Holbrook,0,0,0,12/1/2008,9/1/2011,,1,1,0,,other,,NPP,,exp,,,,,,,,,,,derived,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.58,,,1,
16,knb-lter-sbc.44.5,"LTE sites, transect depths, Long Term Kelp Removal Transect Depth Data",SBC,SBC LTER: Long-term experiment: Kelp Removal: Transect depth data ,,Reed,1,0,1,7/20/2010,7/20/2010,,0,1,0,,other,,env,water_depth,exp,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.44,,,1,
17,knb-lter-sbc.21.15,"M.pyrifera NPP and growth with SE, Macrocystis pyrifera net primary production and growth",SBC,"SBCLTER: Reef: Net primary production, growth and standing crop of Macrocystis pyrifera in Southern California",,Rassweiler;Arkema;Reed;Zimmerman;Brzezinski,0,0,0,6/1/2002,12/1/2012,,1,1,0,,other,,NPP,,obs,,,,,,,,,,,derived,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.21,,,1,
18,knb-lter-sbc.21.15,"M. pyrifera standing crop, plant density, and loss rates with SE , Macrocystis pyrifera standing crop, plant density and loss rates",SBC,"SBCLTER: Reef: Net primary production, growth and standing crop of Macrocystis pyrifera in Southern California",,Rassweiler;Arkema;Reed;Zimmerman;Brzezinski,0,0,0,4/4/2002,12/11/2012,,1,1,1,monthly,low,algae,density,,obs,1,no,no,,,,,,,,see site_metadata,3,0,habitat,none,see site_metadata,-999,-999,-999,-999,-999,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.21,density=number of plants per m2,,1,
19,knb-lter-sbc.21.15,"M. pyrifera frond census, marked plants, Census of fronds on marked plants",SBC,"SBCLTER: Reef: Net primary production, growth and standing crop of Macrocystis pyrifera in Southern California",,Rassweiler;Arkema;Reed;Zimmerman;Brzezinski,0,0,0,4/4/2002,12/11/2012,,1,1,1,monthly,low,algae,demo,,obs,1,no,no,,,,,,,,,3,0,habitat,none,see site_metadata,-999,-999,-999,-999,-999,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.21,demographic is growth metric,,1,
20,knb-lter-sbc.24.15,"Kelp CHN field, all years, Macrocystis pyrifera CHN data",SBC,"SBC LTER: Reef: Macrocystis pyrifera CHN content (carbon, hydrogen, nitrogen)",,Reed,0,0,0,5/7/2002,1/19/2013,,0,1,0,,other,algae,trait,resource,obs,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.24,,,1,
21,knb-lter-sbc.54.6,All Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,0,0,0,3/23/1984,11/9/2011,,0,1,1,weekly,low,algae,biomass,,obs,1,no,no,,,,,,,,,-999,-999,see site_metadata,see site_metadata,see site_metadata,-999,-999,-999,-999,-999,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,biomass was estimated with Landsat ,,1,
22,knb-lter-sbc.54.6,1984 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
23,knb-lter-sbc.54.6,1985 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
24,knb-lter-sbc.54.6,1986 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
25,knb-lter-sbc.54.6,1987 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
26,knb-lter-sbc.54.6,1988 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
27,knb-lter-sbc.54.6,1989 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
28,knb-lter-sbc.54.6,1990 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
29,knb-lter-sbc.54.6,1991 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
30,knb-lter-sbc.54.6,1992 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
31,knb-lter-sbc.54.6,1993 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
32,knb-lter-sbc.54.6,1994 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
33,knb-lter-sbc.54.6,1995 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
34,knb-lter-sbc.54.6,1996 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
35,knb-lter-sbc.54.6,1997 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
36,knb-lter-sbc.54.6,1998 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
37,knb-lter-sbc.54.6,1999 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
38,knb-lter-sbc.54.6,2000 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
39,knb-lter-sbc.54.6,2001 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
40,knb-lter-sbc.54.6,2002 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
41,knb-lter-sbc.54.6,2003 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
42,knb-lter-sbc.54.6,2004 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
43,knb-lter-sbc.54.6,2005 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
44,knb-lter-sbc.54.6,2006 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
45,knb-lter-sbc.54.6,2007 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
46,knb-lter-sbc.54.6,2008 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
47,knb-lter-sbc.54.6,2009 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
48,knb-lter-sbc.54.6,2010 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
49,knb-lter-sbc.54.6,2011 Satellite kelp biomass,SBC,"SBC LTER: Time series of kelp biomass in the canopy from Landsat 5, 1984 -2011",,,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.54,not counting as independent dataset; file is a subset of a very large dataset counted at the beginning of the list for this data table title,,0,
50,knb-lter-sbc.77.1,"Time-series of lobster abundance and size, Time-series of abundance and size of California spiny lobster (Panulirus interruptus) at SBC LTER reefs",SBC,"SBC LTER: Reef: Abundance, size and fishing effort for California Spiny Lobster (Panulirus interruptus), ongoing since 2012",,Reed,0,0,0,8/20/2012,9/12/2014,,1,1,1,yr,low,arthropod,count,,obs,1,no,no,,,,,,,,,5,0,habitat,none,yes,2,8,4,0,0,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.77,"site (5), permanent transects (up to 8 per site), lobster transect (up to 4 per permanent transect)",,1,SBC/lobster_abundance_all_years_20141001.csv
51,knb-lter-sbc.77.1,"Time-series of lobster trap buoy counts, Time-series of counted trap marker buoys in spatially-discrete subsections inshore of the 15-m isobath",SBC,"SBC LTER: Reef: Abundance, size and fishing effort for California Spiny Lobster (Panulirus interruptus), ongoing since 2012",,Reed,0,0,0,10/5/2012,3/13/2014,,1,1,0,,other,,count,fishing_pressure,obs,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.77,,,1,
52,knb-lter-sbc.52.3,"California invertebrate settlement, all years, settlement data for urchins plus selected bivalves, gastropds and crabs.",SBC,SBC LTER: Time series of settlement of urchins and other invertebrates,,Dixon;Ebert;Richards,0,0,0,2/19/1990,7/29/2011,,0,1,1,biweekly,low,echinoderm,density,,obs,-999,yes,yes,,,,,,,,,7,0,habitat,none,yes,1,24,0,0,0,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.52,"density= average number of settlers per day per brush; site (5), brush (up to 24 brushes per site , or 12 brush pairs)",,1,SBC/calif_invert_settlement_allyears.csv
53,knb-lter-sbc.39.4,"SCI selected fish, all years, Santa Cruz Island Surfperch and Garibaldi data",SBC,SBC LTER: Santa Cruz Island: Abundance of Surfperch and Garibaldi,,Schmitt; Holbrook,0,0,0,7/28/1982,11/30/2010,,0,1,1,irregular,low,fish,count,,obs,5,yes,no,,,,,,,,,-999,0,habitat,none,yes,1,3,0,0,0,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.39,"site (11), transect (3 per site, transects are habitat types i.e. depths)",,1,SBC/SCI_Fish_All_Years.csv
54,knb-lter-sbc.38.4,"SCI benthic cover, all years, cover of algae and sessile invertebrates at permanent Santa Cruz Island sites since 1982",SBC,"SBC LTER: Santa Cruz Island: Cover of Algae, Invertebrates and Benthic Substrate",,Schmitt; Holbrook,0,0,0,8/5/1982,10/7/2010,,0,1,1,irregular,low,algae; cnidarian;echinoderm; see site_metadata,presc_abs,,obs,-999,yes,see site_metadata,,,,,,,,,-999,0,habitat,none,yes,3,3,80,4,0,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.38,"site (11), transect (3 per site, transects are habitat types), points (80 points per transect), replicates (4 replicate samples per point)",,1,SBC/SCI_Cover_All_Years.csv
55,knb-lter-sbc.47.3,"SCI alga weights, all years, Weight of algae by genus or species collected from scraped quadrats",SBC,SBC LTER: Santa Cruz Island: Abundance and Biomass of Benthic Organisms (food resource collection),,Schmitt; Holbrook,0,0,0,10/14/1982,11/16/2006,,0,1,1,irregular,low,algae,biomass,,obs,-999,yes,no,,,,,,,,,-999,0,habitat,none,yes,2,3,12,0,0,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.47,"site (11), transect (3 per site, transects are habitat types), quadrat (up to 12 quadrats per transect); biomass is wet weight",,1,SBC/SCI_Algal_Weights_All_Years.csv
56,knb-lter-sbc.48.3,"SCI Kelp, all years, Abundance of giant Kelp at Santa Cruz Island, CA",SBC,SBC LTER: Santa Cruz Island: Abundance of giant Kelp (Macrocystis pyrifera),,Schmitt; Holbrook,0,0,0,8/17/2011,8/30/2011,,0,1,1,,other,algae,count;trait,,obs,,,,,,,,,,,,,,,,,,,,,,http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.48,data can be turned into counts; temporal snapshot,,1,
