YEAR,MONTH,DATE,SITE,TRANSECT,TREATMENT,QUAD,SIDE,SP_CODE,SIZE,COUNT,AREA,VIS,OBS_CODE,NOTES,SURVEY_TIMING,TAXON_GENUS,TAXON_SPECIES,GROUP,SURVEY,TAXON_KINGDOM,TAXON_PHYLUM,TAXON_CLASS,TAXON_ORDER,TAXON_FAMILY,TAXON_FORMER_GENUS,TAXON_FORMER_SPECIES,COMMON_NAME,Substrate_type,Mobility,Growth_morph
2008,3,2008-03-05,AQUE,4,CONTROL,20,O,COTT,7,1,20,2.5,36,-99999,SEASONAL,Cottid,spp.,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,-99999,-99999,Unidentified Sculpin Spp,HARD,MOBILE,SOLITARY
2008,3,2008-03-05,AQUE,4,CONTROL,20,O,COTT,5,1,20,2.5,36,-99999,SEASONAL,Cottid,spp.,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,-99999,-99999,Unidentified Sculpin Spp,HARD,MOBILE,SOLITARY
2008,3,2008-03-05,AQUE,4,CONTROL,40,O,COTT,4,1,20,2.5,36,-99999,SEASONAL,Cottid,spp.,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,-99999,-99999,Unidentified Sculpin Spp,HARD,MOBILE,SOLITARY
2008,3,2008-03-05,AQUE,4,CONTROL,-99999,-99999,EJAC,22,1,80,3,36,-99999,SEASONAL,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2008,3,2008-03-05,AQUE,4,CONTROL,-99999,-99999,EJAC,24,1,80,3,36,-99999,SEASONAL,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2008,3,2008-03-05,AQUE,4,CONTROL,-99999,-99999,EJAC,25,2,80,3,36,-99999,SEASONAL,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2008,3,2008-03-05,AQUE,4,CONTROL,-99999,-99999,EJAC,28,1,80,3,36,-99999,SEASONAL,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2008,3,2008-03-05,AQUE,4,CONTROL,40,I,OPIC,14,1,20,2.5,36,-99999,SEASONAL,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2008,3,2008-03-05,AQUE,4,CONTROL,40,I,OPIC,17,1,20,2.5,36,-99999,SEASONAL,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2008,3,2008-03-05,AQUE,4,CONTROL,40,O,OPIC,8,1,20,2.5,36,-99999,SEASONAL,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2008,3,2008-03-05,AQUE,4,CONTROL,-99999,-99999,RTOX,34,1,80,3,36,-99999,SEASONAL,Rhacochilus,toxotes,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rubberlip Surfperch,HARD,MOBILE,SOLITARY
2008,3,2008-03-05,AQUE,4,CONTROL,-99999,-99999,SATR,24,1,80,3,36,-99999,SEASONAL,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2008,3,2008-03-05,AQUE,4,CONTROL,-99999,-99999,SATR,25,1,80,3,36,-99999,SEASONAL,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2008,3,2008-03-05,AQUE,4,CONTROL,-99999,-99999,SATR,26,1,80,3,36,-99999,SEASONAL,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2008,3,2008-03-05,AQUE,4,CONTROL,-99999,-99999,SATR,30,1,80,3,36,-99999,SEASONAL,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2008,4,2008-04-01,AQUE,4,CONTROL,20,I,CNIC,10,1,20,2.5,31,-99999,SEASONAL,Rhinogobiops,nicholsii,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coryphopterus,nicholsii,Blackeye Goby,HARD,MOBILE,SOLITARY
2008,4,2008-04-01,AQUE,4,CONTROL,-99999,-99999,EJAC,25,1,80,5.8,36,-99999,SEASONAL,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2008,4,2008-04-01,AQUE,4,CONTROL,-99999,-99999,EJAC,26,1,80,5.8,36,-99999,SEASONAL,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2008,4,2008-04-01,AQUE,4,CONTROL,-99999,-99999,EJAC,32,1,80,5.8,36,-99999,SEASONAL,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2008,4,2008-04-01,AQUE,4,CONTROL,20,O,NF,0,0,20,2.5,31,No Fish,SEASONAL,No fish,-99999,FISH,CRYPTIC FISH,-99999,-99999,-99999,-99999,-99999,-99999,-99999,no fish present,-99999,-99999,-99999
2008,4,2008-04-01,AQUE,4,CONTROL,40,I,NF,0,0,20,2.5,31,No Fish,SEASONAL,No fish,-99999,FISH,FISH,-99999,-99999,-99999,-99999,-99999,-99999,-99999,no fish present,-99999,-99999,-99999
2008,4,2008-04-01,AQUE,4,CONTROL,40,O,NF,0,0,20,2.5,31,No Fish,SEASONAL,No fish,-99999,FISH,FISH,-99999,-99999,-99999,-99999,-99999,-99999,-99999,no fish present,-99999,-99999,-99999
2008,4,2008-04-01,AQUE,4,CONTROL,-99999,-99999,RTOX,35,1,80,5.8,36,-99999,SEASONAL,Rhacochilus,toxotes,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rubberlip Surfperch,HARD,MOBILE,SOLITARY
2008,4,2008-04-01,AQUE,4,CONTROL,-99999,-99999,SATR,30,1,80,5.8,36,-99999,SEASONAL,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2008,4,2008-04-01,AQUE,4,CONTROL,-99999,-99999,SATR,32,1,80,5.8,36,-99999,SEASONAL,Sebastes,atrovirens,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Kelp Rockfish,HARD,MOBILE,SOLITARY
2008,4,2008-04-01,AQUE,4,CONTROL,-99999,-99999,SMAR,27,1,80,5.8,36,-99999,SEASONAL,Scorpaenichthys,marmoratus,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,-99999,-99999,Cabezon,HARD,MOBILE,SOLITARY
2008,5,2008-05-28,AQUE,4,CONTROL,20,I,CNIC,7,1,20,2.5,36,-99999,SEASONAL,Rhinogobiops,nicholsii,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coryphopterus,nicholsii,Blackeye Goby,HARD,MOBILE,SOLITARY
2008,5,2008-05-28,AQUE,4,CONTROL,20,I,CNIC,6,1,20,2.5,36,-99999,SEASONAL,Rhinogobiops,nicholsii,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coryphopterus,nicholsii,Blackeye Goby,HARD,MOBILE,SOLITARY
2008,5,2008-05-28,AQUE,4,CONTROL,20,O,CNIC,7,1,20,2.5,36,-99999,SEASONAL,Rhinogobiops,nicholsii,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coryphopterus,nicholsii,Blackeye Goby,HARD,MOBILE,SOLITARY
2008,5,2008-05-28,AQUE,4,CONTROL,20,O,CNIC,8,1,20,2.5,36,-99999,SEASONAL,Rhinogobiops,nicholsii,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coryphopterus,nicholsii,Blackeye Goby,HARD,MOBILE,SOLITARY
2008,5,2008-05-28,AQUE,4,CONTROL,40,I,CNIC,7,1,20,2.5,36,-99999,SEASONAL,Rhinogobiops,nicholsii,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coryphopterus,nicholsii,Blackeye Goby,HARD,MOBILE,SOLITARY
2008,5,2008-05-28,AQUE,4,CONTROL,40,I,CNIC,6,1,20,2.5,36,-99999,SEASONAL,Rhinogobiops,nicholsii,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coryphopterus,nicholsii,Blackeye Goby,HARD,MOBILE,SOLITARY
2008,5,2008-05-28,AQUE,4,CONTROL,40,O,CNIC,10,1,20,2.5,36,-99999,SEASONAL,Rhinogobiops,nicholsii,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coryphopterus,nicholsii,Blackeye Goby,HARD,MOBILE,SOLITARY
2008,5,2008-05-28,AQUE,4,CONTROL,40,O,CNIC,7,1,20,2.5,36,-99999,SEASONAL,Rhinogobiops,nicholsii,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coryphopterus,nicholsii,Blackeye Goby,HARD,MOBILE,SOLITARY
2008,5,2008-05-28,AQUE,4,CONTROL,40,O,CNIC,5,1,20,2.5,36,-99999,SEASONAL,Rhinogobiops,nicholsii,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coryphopterus,nicholsii,Blackeye Goby,HARD,MOBILE,SOLITARY
2008,5,2008-05-28,AQUE,4,CONTROL,20,I,COTT,7,1,20,2.5,36,-99999,SEASONAL,Cottid,spp.,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,-99999,-99999,Unidentified Sculpin Spp,HARD,MOBILE,SOLITARY
2008,5,2008-05-28,AQUE,4,CONTROL,40,I,COTT,5,1,20,2.5,36,-99999,SEASONAL,Cottid,spp.,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,-99999,-99999,Unidentified Sculpin Spp,HARD,MOBILE,SOLITARY
2008,5,2008-05-28,AQUE,4,CONTROL,20,I,OPIC,12,1,20,2.5,36,-99999,SEASONAL,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2008,5,2008-05-28,AQUE,4,CONTROL,40,I,OPIC,12,1,20,2.5,36,-99999,SEASONAL,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2008,5,2008-05-28,AQUE,4,CONTROL,40,I,OPIC,15,1,20,2.5,36,-99999,SEASONAL,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2008,5,2008-05-28,AQUE,4,CONTROL,-99999,-99999,PCLA,28,1,80,7,36,-99999,SEASONAL,Paralabrax,clathratus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,-99999,-99999,Kelp Bass,HARD,MOBILE,SOLITARY
2008,5,2008-05-28,AQUE,4,CONTROL,-99999,-99999,SCSP,6,1,80,7,36,-99999,SEASONAL,Sebastes,spp.,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Young of Year Rockfish,HARD,MOBILE,SOLITARY
2008,5,2008-05-28,AQUE,4,CONTROL,-99999,-99999,SCSP,8,1,80,7,36,-99999,SEASONAL,Sebastes,spp.,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Young of Year Rockfish,HARD,MOBILE,SOLITARY
2008,6,2008-06-24,AQUE,4,CONTROL,20,O,CNIC,10,1,20,2.5,31,-99999,SEASONAL,Rhinogobiops,nicholsii,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coryphopterus,nicholsii,Blackeye Goby,HARD,MOBILE,SOLITARY
2008,6,2008-06-24,AQUE,4,CONTROL,40,I,CNIC,10,1,20,2.5,31,-99999,SEASONAL,Rhinogobiops,nicholsii,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coryphopterus,nicholsii,Blackeye Goby,HARD,MOBILE,SOLITARY
2008,6,2008-06-24,AQUE,4,CONTROL,40,O,CNIC,8,1,20,2.5,31,-99999,SEASONAL,Rhinogobiops,nicholsii,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coryphopterus,nicholsii,Blackeye Goby,HARD,MOBILE,SOLITARY
2008,6,2008-06-24,AQUE,4,CONTROL,20,I,CSTI,8,1,20,2.5,31,-99999,SEASONAL,Citharichthys,stigmaeus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,-99999,-99999,Speckled Sanddab,SOFT,MOBILE,SOLITARY
2008,6,2008-06-24,AQUE,4,CONTROL,-99999,-99999,EJAC,9,1,80,1.7,36,-99999,SEASONAL,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2008,6,2008-06-24,AQUE,4,CONTROL,-99999,-99999,EJAC,10,1,80,1.7,36,-99999,SEASONAL,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2008,6,2008-06-24,AQUE,4,CONTROL,-99999,-99999,EJAC,22,1,80,1.7,36,-99999,SEASONAL,Embiotoca,jacksoni,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Black Surfperch,HARD,MOBILE,SOLITARY
2008,6,2008-06-24,AQUE,4,CONTROL,20,I,OPIC,12,1,20,2.5,31,-99999,SEASONAL,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2008,6,2008-06-24,AQUE,4,CONTROL,40,I,OPIC,12,1,20,2.5,31,-99999,SEASONAL,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2008,6,2008-06-24,AQUE,4,CONTROL,40,I,OPIC,5,1,20,2.5,31,-99999,SEASONAL,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2008,6,2008-06-24,AQUE,4,CONTROL,40,I,OPIC,10,1,20,2.5,31,-99999,SEASONAL,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2008,6,2008-06-24,AQUE,4,CONTROL,40,O,OPIC,12,1,20,2.5,31,-99999,SEASONAL,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2008,6,2008-06-24,AQUE,4,CONTROL,40,O,OPIC,10,1,20,2.5,31,-99999,SEASONAL,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2008,6,2008-06-24,AQUE,4,CONTROL,-99999,-99999,PCLA,35,1,80,1.7,36,-99999,SEASONAL,Paralabrax,clathratus,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,-99999,-99999,Kelp Bass,HARD,MOBILE,SOLITARY
2008,6,2008-06-24,AQUE,4,CONTROL,-99999,-99999,RTOX,32,1,80,1.7,36,-99999,SEASONAL,Rhacochilus,toxotes,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rubberlip Surfperch,HARD,MOBILE,SOLITARY
2008,6,2008-06-24,AQUE,4,CONTROL,-99999,-99999,SCSP,10,1,80,1.7,36,-99999,SEASONAL,Sebastes,spp.,FISH,FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,-99999,-99999,Young of Year Rockfish,HARD,MOBILE,SOLITARY
2008,8,2008-08-12,AQUE,4,CONTROL,20,O,CLIN,8,1,20,2.5,31,-99999,SEASONAL,Gibbonsia,spp.,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,-99999,-99999,Crevice Kelpfish,HARD,MOBILE,SOLITARY
2008,8,2008-08-12,AQUE,4,CONTROL,-99999,-99999,DVAC,18,1,80,3,31,-99999,SEASONAL,Rhacochilus,vacca,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Damalichthys,vacca,Pile Surfperch,HARD,MOBILE,SOLITARY
2008,8,2008-08-12,AQUE,4,CONTROL,-99999,-99999,HCAR,16,1,80,3,31,-99999,SEASONAL,Hypsurus,caryi,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Rainbow Surfperch,HARD,MOBILE,SOLITARY
2008,8,2008-08-12,AQUE,4,CONTROL,40,O,LHIR,12,1,20,2.5,31,-99999,SEASONAL,Leiocottus,hirundo,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,-99999,-99999,Lavender Sculpin,HARD,MOBILE,SOLITARY
2008,8,2008-08-12,AQUE,4,CONTROL,20,I,NF,0,0,20,2.5,31,No Fish,SEASONAL,No fish,-99999,FISH,FISH,-99999,-99999,-99999,-99999,-99999,-99999,-99999,no fish present,-99999,-99999,-99999
2008,8,2008-08-12,AQUE,4,CONTROL,40,I,NF,0,0,20,2.5,31,No Fish,SEASONAL,No fish,-99999,FISH,FISH,-99999,-99999,-99999,-99999,-99999,-99999,-99999,no fish present,-99999,-99999,-99999
2008,8,2008-08-12,AQUE,4,CONTROL,-99999,-99999,OCAL,12,2,80,3,31,-99999,SEASONAL,Oxyjulis,californica,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,-99999,-99999,Senorita,HARD,MOBILE,SOLITARY
2008,8,2008-08-12,AQUE,4,CONTROL,-99999,-99999,OCAL,16,1,80,3,31,-99999,SEASONAL,Oxyjulis,californica,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,-99999,-99999,Senorita,HARD,MOBILE,SOLITARY
2008,8,2008-08-12,AQUE,4,CONTROL,40,O,OPIC,8,1,20,2.5,31,-99999,SEASONAL,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2008,8,2008-08-12,AQUE,4,CONTROL,40,O,OPIC,12,1,20,2.5,31,-99999,SEASONAL,Oxylebius,pictus,FISH,CRYPTIC FISH,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,-99999,-99999,Painted Greenling,HARD,MOBILE,SOLITARY
2008,10,2008-10-28,AQUE,4,CONTROL,-99999,-99999,CAGG,8,2,80,3,36,-99999,SEASONAL,Cymatogaster,aggregata,FISH,FISH,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,-99999,-99999,Shiner Surfperch,HARD,MOBILE,SOLITARY
