date,location,line,row,species_code,value,comments
19960718,fs,3,27,FORB,+,seedling
19960718,fs,3,27,LITT,6,na
19960718,fs,6,24,SAKA,+,na
19960718,fs,6,24,FORB,+,seedling
19960718,fs,6,24,GACO5,+,na
19960718,fs,6,24,GRASS,+,seedling
19960718,fs,6,24,Eupho,1,na
19960718,fs,6,24,HIJA,+,na
19960718,fs,6,24,LITT,+,na
19960718,fs,6,21,BAABA,+,na
19960718,fs,6,21,BOER4,+,na
19960718,fs,6,21,DAFO,4,na
19960718,fs,6,21,Eupho,1,na
19960718,fs,6,21,GRASS,+,seedling
19960718,fs,6,21,LITT,2,na
19960718,fs,6,15,HIJA,2,na
19960718,fs,6,15,Eupho,+,na
19960718,fs,6,15,GRASS,+,seedling
19960718,fs,6,15,GUSA2,+,na
19960718,fs,6,15,DAJA,+,na
19960718,fs,6,15,BAABA,+,na
19960718,fs,6,15,LITT,5,na
19960718,fs,6,12,DAJA,+,na
19960718,fs,6,12,HIJA,3,na
19960718,fs,6,12,Eupho,1,na
19960718,fs,6,12,GRASS,+,seedling
19960718,fs,6,12,LITT,17,na
19960718,fs,6,3,BAABA,1,na
19960718,fs,6,3,GRASS,+,seedling
19960718,fs,6,3,Eupho,+,na
19960718,fs,6,3,DAJA,+,na
19960718,fs,6,3,CADR6,+,na
19960718,fs,6,3,SEFLF,1,na
19960718,fs,6,3,LITT,4,na
19960718,fs,6,0,BAABA,2,na
19960718,fs,6,0,DAJA,1,na
19960718,fs,6,0,Eupho,3,na
19960718,fs,6,0,HIJA,+,na
19960718,fs,6,0,GRASS,+,seedling
19960718,fs,6,0,FORB,+,seedling
19960718,fs,6,0,LITT,22,na
19960718,fs,9,0,ORHY,+,na
19960718,fs,9,0,HIJA,1,na
19960718,fs,9,0,SPFL2,+,na
19960718,fs,9,0,Eupho,2,na
19960718,fs,9,0,DAJA,+,na
19960718,fs,9,0,ZIGR,+,na
19960718,fs,9,0,BAABA,+,na
19960718,fs,9,0,LITT,13,na
19960718,fs,9,3,ZIGR,+,na
19960718,fs,9,3,DAJA,+,na
19960718,fs,9,3,Eupho,1,na
19960718,fs,9,3,HIJA,1,na
19960718,fs,9,3,FORB,+,seedling
19960718,fs,9,3,MAPIP,+,na
19960718,fs,9,3,GRASS,+,seedling
19960718,fs,9,3,Sporo,+,na
19960718,fs,9,3,LITT,12,na
19960718,fs,9,12,ORHY,+,na
19960718,fs,9,12,HIJA,1,na
19960718,fs,9,12,DAJA,+,na
19960718,fs,9,12,Eupho,+,na
19960718,fs,9,12,GRASS,+,seedling
19960718,fs,9,12,LITT,15,na
19960718,fs,9,15,SOEL,+,na
19960718,fs,9,15,HIJA,+,na
19960718,fs,9,15,DAJA,+,na
19960718,fs,9,15,GRASS,+,seedling
19960718,fs,9,15,Eupho,1,na
19960718,fs,9,15,LITT,5,na
19960718,fs,9,21,BOER4,1,na
19960718,fs,9,21,STPA4,2,na
19960718,fs,9,21,Eupho,1,na
19960718,fs,9,21,GRASS,+,seedling
19960718,fs,9,21,HIJA,+,na
19960718,fs,9,21,LITT,6,na
19960718,fs,9,24,FORB,+,seedling
19960718,fs,9,24,Eupho,1,na
19960718,fs,9,24,GRASS,+,seedling
19960718,fs,9,24,DAJA,+,na
19960718,fs,9,24,LITT,10,na
19960718,fs,12,24,EPTO,+,na
19960718,fs,12,24,Eupho,3,na
19960718,fs,12,24,GRASS,1,seedling
19960718,fs,12,24,FORB,+,seedling
19960718,fs,12,24,LITT,8,na
19960718,fs,12,21,ATCO,7,na
19960718,fs,12,21,Eupho,2,na
19960718,fs,12,21,GRASS,+,seedling
19960718,fs,12,21,ZIGR,+,na
19960718,fs,12,21,LITT,34,na
19960718,fs,12,18,SAKA,+,na
19960718,fs,12,18,Eupho,1,na
19960718,fs,12,18,Sporo,1,na
19960718,fs,12,18,HIJA,1,na
19960718,fs,12,18,GRASS,1,seedling
19960718,fs,12,18,DAJA,+,na
19960718,fs,12,18,FORB,+,seedling
19960718,fs,12,18,LITT,14,na
19960718,fs,12,15,HIJA,5,na
19960718,fs,12,15,CHNA2,12,na
19960718,fs,12,15,DAJA,+,na
19960718,fs,12,15,SEBA3,+,na
19960718,fs,12,15,GRASS,+,seedling
19960718,fs,12,15,Eupho,+,na
19960718,fs,12,15,LITT,33,na
19960718,fs,12,9,HIJA,5,na
19960718,fs,12,9,GRASS,+,seedling
19960718,fs,12,9,Eupho,2,na
19960718,fs,12,9,ORHY,+,na
19960718,fs,12,9,MAPIP,+,na
19960718,fs,12,9,LITT,5,na
19960718,fs,12,3,HIJA,3,na
19960718,fs,12,3,Eupho,1,na
19960718,fs,12,3,DAJA,+,na
19960718,fs,12,3,GRASS,+,seedling
19960718,fs,12,3,LITT,17,na
19960718,fs,15,0,DANAN,3,na
19960718,fs,15,0,BAABA,1,na
19960718,fs,15,0,Eupho,1,na
19960718,fs,15,0,DAJA,+,na
19960718,fs,15,0,GRASS,1,seedling
19960718,fs,15,0,HIJA,+,na
19960718,fs,15,0,MAPIP,+,na
19960718,fs,15,0,LITT,13,na
19960718,fs,15,3,PSSC6,12,na
19960718,fs,15,3,SPFL2,1,na
19960718,fs,15,3,HIJA,3,na
19960718,fs,15,3,DAJA,+,na
19960718,fs,15,3,Eupho,2,na
19960718,fs,15,3,GRASS,+,seedling
19960718,fs,15,3,ARPUP6,+,na
19960718,fs,15,3,ORHY,+,na
19960718,fs,15,3,LITT,45,na
19960718,fs,15,6,BAABA,+,na
19960718,fs,15,6,DAJA,+,na
19960718,fs,15,6,HIJA,3,na
19960718,fs,15,6,Eupho,1,na
19960718,fs,15,6,GRASS,+,seedling
19960718,fs,15,6,Sporo,+,na
19960718,fs,15,6,LITT,28,na
19960718,fs,15,9,SPFL2,2,na
19960718,fs,15,9,HIJA,2,na
19960718,fs,15,9,CHNA2,4,na
19960718,fs,15,9,Eupho,+,na
19960718,fs,15,9,DAJA,1,na
19960718,fs,15,9,LITT,14,na
19960718,fs,15,12,BOER4,2,na
19960718,fs,15,12,Eupho,+,na
19960718,fs,15,12,DAJA,+,na
19960718,fs,15,12,ZIGR,+,na
19960718,fs,15,12,GRASS,+,seedling
19960718,fs,15,12,HIJA,1,na
19960718,fs,15,12,FORB,+,seedling
19960718,fs,15,12,STPA4,+,na
19960718,fs,15,12,DASC4,3,na
19960718,fs,15,12,SPFL2,+,na
19960718,fs,15,12,LITT,27,na
19960718,fs,15,15,STPA4,1,na
19960718,fs,15,15,HIJA,1,na
19960718,fs,15,15,SAKA,1,na
19960718,fs,15,15,Eupho,2,na
19960718,fs,15,15,DAJA,+,na
19960718,fs,15,15,BAABA,+,na
19960718,fs,15,15,GRASS,+,seedling
19960718,fs,15,15,SPFL2,+,na
19960718,fs,15,15,LITT,29,na
19960718,fs,15,18,ATCO,7,na
19960718,fs,15,18,SPFL2,+,na
19960718,fs,15,18,DAJA,+,na
19960718,fs,15,18,Eupho,3,na
19960718,fs,15,18,GRASS,+,seedling
19960718,fs,15,18,ZIGR,+,na
19960718,fs,15,18,LITT,21,na
19960718,fs,15,24,EPTO,2,na
19960718,fs,15,24,Eupho,2,na
19960718,fs,15,24,BOER4,2,na
19960718,fs,15,24,ORHY,+,na
19960718,fs,15,24,GRASS,+,seedling
19960718,fs,15,24,DAJA,+,na
19960718,fs,15,24,LITT,13,na
19960718,fs,15,27,BOER4,+,na
19960718,fs,15,27,PSSC6,4,na
19960718,fs,15,27,Eupho,1,na
19960718,fs,15,27,GRASS,+,seedling
19960718,fs,15,27,LITT,6,na
19960718,fs,18,27,BOER4,8,na
19960718,fs,18,27,PSSC6,8,na
19960718,fs,18,27,GRASS,1,seedling
19960718,fs,18,27,Eupho,1,na
19960718,fs,18,27,LITT,50,na
19960718,fs,18,24,Eupho,2,na
19960718,fs,18,24,GRASS,1,seedling
19960718,fs,18,24,FORB,+,seedling
19960718,fs,18,24,LITT,9,na
19960718,fs,18,21,ORHY,+,na
19960718,fs,18,21,Eupho,1,na
19960718,fs,18,21,GRASS,1,seedling
19960718,fs,18,21,LITT,15,na
19960718,fs,18,12,HIJA,1,na
19960718,fs,18,12,GAPI,+,na
19960718,fs,18,12,Eupho,+,na
19960718,fs,18,12,ZIGR,+,na
19960718,fs,18,12,DAJA,+,na
19960718,fs,18,12,GRASS,+,seedling
19960718,fs,18,12,LITT,4,na
19960718,fs,18,9,DAJA,+,na
19960718,fs,18,9,HIJA,4,na
19960718,fs,18,9,BAABA,+,na
19960718,fs,18,9,GRASS,+,seedling
19960718,fs,18,9,LITT,17,na
19960718,fs,18,6,STPA4,+,na
19960718,fs,18,6,HIJA,2,na
19960718,fs,18,6,DAJA,+,na
19960718,fs,18,6,Eupho,1,na
19960718,fs,18,6,ZIGR,+,na
19960718,fs,18,6,GRASS,+,seedling
19960718,fs,18,6,LITT,16,na
19960718,fs,18,0,ZIGR,+,na
19960718,fs,18,0,SPFL2,+,na
19960718,fs,18,0,HIJA,2,na
19960718,fs,18,0,DAJA,+,na
19960718,fs,18,0,Eupho,1,na
19960718,fs,18,0,FORB,+,seedling
19960718,fs,18,0,GRASS,+,seedling
19960718,fs,18,0,LITT,17,na
19960718,fs,21,6,EPTO,5,na
19960718,fs,21,6,BOER4,1,na
19960718,fs,21,6,ZIGR,+,na
19960718,fs,21,6,STPA4,2,na
19960718,fs,21,6,HIJA,4,na
19960718,fs,21,6,Eupho,+,na
19960718,fs,21,6,BAABA,+,na
19960718,fs,21,6,DAJA,+,na
19960718,fs,21,6,LITT,12,na
19960718,fs,21,9,SPFL2,+,na
19960718,fs,21,9,BOER4,2,na
19960718,fs,21,9,STPA4,1,na
19960718,fs,21,9,Eupho,+,na
19960718,fs,21,9,DAJA,+,na
19960718,fs,21,9,HIJA,1,na
19960718,fs,21,9,PRGLT,+,na
19960718,fs,21,9,GRASS,+,seedling
19960718,fs,21,9,LITT,24,na
19960718,fs,21,12,CRTE4,3,na
19960718,fs,21,12,ARPUP6,+,na
19960718,fs,21,12,HIJA,+,na
19960718,fs,21,12,Eupho,+,na
19960718,fs,21,12,LITT,8,na
19960718,fs,21,12,DAJA,+,na
19960718,fs,21,18,Eupho,2,na
19960718,fs,21,18,HIJA,1,na
19960718,fs,21,18,GRASS,1,seedling
19960718,fs,21,18,LITT,17,na
19960718,fs,21,24,PSSC6,1,na
19960718,fs,21,24,GRASS,+,seedling
19960718,fs,21,24,Eupho,1,na
19960718,fs,21,24,ARPUP6,+,na
19960718,fs,21,24,LITT,5,na
19960718,fs,24,27,DASC4,1,na
19960718,fs,24,27,CAJA6,2,na
19960718,fs,24,27,Eupho,1,na
19960718,fs,24,27,BOER4,11,na
19960718,fs,24,27,LITT,6,na
19960718,fs,24,24,DAFO,11,na
19960718,fs,24,24,BAABA,+,na
19960718,fs,24,24,CRTE4,+,na
19960718,fs,24,24,Eupho,1,na
19960718,fs,24,24,CHNA2,1,na
19960718,fs,24,24,GRASS,+,seedling
19960718,fs,24,24,LITT,66,na
19960718,fs,24,21,BOER4,1,na
19960718,fs,24,21,Eupho,1,na
19960718,fs,24,21,DAJA,+,na
19960718,fs,24,21,GRASS,+,seedling
19960718,fs,24,21,PRGLT,+,na
19960718,fs,24,21,LITT,3,na
19960718,fs,24,18,CHNA2,3,na
19960718,fs,24,18,BOER4,+,na
19960718,fs,24,18,Eupho,1,na
19960718,fs,24,18,CRTE4,+,na
19960718,fs,24,18,GRASS,+,seedling
19960718,fs,24,18,LITT,9,na
19960718,fs,24,9,PRGLT,26,na
19960718,fs,24,9,HIJA,1,na
19960718,fs,24,9,LITT,64,na
19960718,fs,24,9,BAABA,1,na
19960718,fs,24,3,Sphae,+,na
19960718,fs,24,3,MAPIP,+,na
19960718,fs,24,3,BAABA,1,na
19960718,fs,24,3,HIJA,1,na
19960718,fs,24,3,Eupho,1,na
19960718,fs,24,3,GRASS,1,seedling
19960718,fs,24,3,DAJA,+,na
19960718,fs,24,3,LITT,6,na
19960718,fs,27,0,Sporo,1,na
19960718,fs,27,0,BAABA,1,na
19960718,fs,27,0,GRASS,+,na
19960718,fs,27,0,Eupho,+,na
19960718,fs,27,0,LITT,4,na
19960718,fs,27,9,ATCO,43,na
19960718,fs,27,9,BAABA,2,na
19960718,fs,27,9,Eupho,+,na
19960718,fs,27,9,HIJA,+,na
19960718,fs,27,9,GRASS,+,seedling
19960718,fs,27,9,LITT,14,na
19960718,fs,27,18,Eupho,1,na
19960718,fs,27,18,CAJA6,2,na
19960718,fs,27,18,GRASS,+,seedling
19960718,fs,27,18,LITT,9,na
19960718,fs,27,21,STPA4,1,na
19960718,fs,27,21,Eupho,1,na
19960718,fs,27,21,GRASS,+,seedling
19960718,fs,27,21,LITT,2,na
19960718,fs,27,24,SPFL2,1,na
19960718,fs,27,24,CRTE4,+,na
19960718,fs,27,24,Eupho,1,na
19960718,fs,27,24,GRASS,+,seedling
19960718,fs,27,24,LITT,10,na
19960718,fs,27,27,BOER4,7,na
19960718,fs,27,27,PSSC6,2,na
19960718,fs,27,27,Eupho,1,na
19960718,fs,27,27,FORB,+,seedling
19960718,fs,27,27,CRTE4,+,na
19960718,fs,27,27,GRASS,+,seedling
19960718,fs,27,27,LITT,32,na
19960716,rs,15,9,Eupho,10,na
19960716,rs,15,9,ARPUP6,13,na
19960716,rs,15,9,ATCA2,1,na
19960716,rs,15,9,OPIM,+,na
19960716,rs,15,9,ARDI5,4,na
19960716,rs,15,9,LITT,11,na
19960716,rs,15,12,ATCA2,1,na
19960716,rs,15,12,ARPUP6,12,na
19960716,rs,15,12,Eupho,5,na
19960716,rs,15,12,LITT,7,na
19960716,rs,15,15,SOEL,1,na
19960716,rs,15,15,Eupho,4,na
19960716,rs,15,15,GUSA2,1,na
19960716,rs,15,15,ARPUP6,5,na
19960716,rs,15,15,LITT,8,na
19960716,rs,15,18,BOER4,45,na
19960716,rs,15,18,Eupho,+,na
19960716,rs,15,18,LITT,2,na
19960716,rs,15,24,Eupho,10,na
19960716,rs,15,24,ATCA2,18,na
19960716,rs,15,24,LITT,4,na
19960716,rs,15,27,Eupho,11,na
19960716,rs,15,27,ARPUP6,5,na
19960716,rs,15,27,CADR6,+,na
19960716,rs,15,27,LITT,10,na
19960716,rs,18,27,Eupho,10,na
19960716,rs,18,27,ARPUP6,2,na
19960716,rs,18,27,ARDI5,1,na
19960716,rs,18,27,HIJA,7,na
19960716,rs,18,27,LITT,11,na
19960716,rs,18,24,Eupho,7,na
19960716,rs,18,24,CRTE4,+,na
19960716,rs,18,24,ARPUP6,3,na
19960716,rs,18,24,HIJA,2,na
19960716,rs,18,24,LITT,6,na
19960716,rs,18,21,Eupho,6,na
19960716,rs,18,21,ARPUP6,7,na
19960716,rs,18,21,HIJA,6,na
19960716,rs,18,21,LITT,11,na
19960716,rs,18,12,Eupho,4,na
19960716,rs,18,12,ARPUP6,11,na
19960716,rs,18,12,LITT,26,na
19960716,rs,18,9,Eupho,2,na
19960716,rs,18,9,ARPUP6,18,na
19960716,rs,18,9,PSSC6,+,na
19960716,rs,18,9,LITT,8,na
19960716,rs,18,6,Eupho,2,na
19960716,rs,18,6,ATCA2,1,na
19960716,rs,18,6,BOER4,37,na
19960716,rs,18,6,GUSA2,4,na
19960716,rs,18,6,LITT,6,na
19960716,rs,18,0,Eupho,3,na
19960716,rs,18,0,SOEL,3,na
19960716,rs,18,0,BOER4,3,na
19960716,rs,18,0,ARDI5,1,na
19960716,rs,18,0,ARPUP6,7,na
19960716,rs,18,0,CRTE4,1,na
19960716,rs,18,0,GUSA2,+,na
19960716,rs,18,0,LITT,12,na
19960716,rs,21,6,Eupho,2,na
19960716,rs,21,6,HIJA,2,na
19960716,rs,21,6,ARPUP6,4,na
19960716,rs,21,6,ARDI5,2,na
19960716,rs,21,6,BOER4,12,na
19960716,rs,21,6,LITT,9,na
19960716,rs,21,9,Eupho,1,na
19960716,rs,21,9,SOEL,1,na
19960716,rs,21,9,ARPUP6,6,na
19960716,rs,21,9,HIJA,6,na
19960716,rs,21,9,LITT,7,na
19960716,rs,21,9,ZIGR,1,na
19960716,rs,9,0,SOEL,2,na
19960716,rs,9,0,HIJA,2,na
19960716,rs,9,0,ARPUP6,4,na
19960716,rs,9,0,ARDI5,6,na
19960716,rs,9,0,Eupho,9,na
19960716,rs,9,0,LITT,17,na
19960716,rs,9,3,GUSA2,7,na
19960716,rs,9,3,HIJA,2,na
19960716,rs,9,3,Eupho,9,na
19960716,rs,9,3,SOEL,2,na
19960716,rs,9,3,ARDI5,1,na
19960716,rs,9,3,ARPUP6,2,na
19960716,rs,9,3,LITT,4,na
19960716,rs,9,12,HIJA,3,na
19960716,rs,9,12,ARPUP6,3,na
19960716,rs,9,12,Eupho,2,na
19960716,rs,9,12,GUSA2,2,na
19960716,rs,9,12,ARDI5,2,na
19960716,rs,9,12,Eupho,3,na
19960716,rs,9,12,LITT,5,na
19960716,rs,9,15,HIJA,5,na
19960716,rs,9,15,ARPUP6,4,na
19960716,rs,9,15,GUSA2,1,na
19960716,rs,9,15,Eupho,3,na
19960716,rs,9,15,ARDI5,2,na
19960716,rs,9,15,UNK,+,na
19960716,rs,9,15,LITT,5,na
19960716,rs,9,21,GUSA2,4,na
19960716,rs,9,21,HIJA,+,na
19960716,rs,9,21,Eupho,8,na
19960716,rs,9,21,ARPUP6,+,na
19960716,rs,9,21,LITT,4,na
19960716,rs,9,24,Eupho,6,na
19960716,rs,9,24,ARPUP6,5,na
19960716,rs,9,24,ARDI5,2,na
19960716,rs,9,24,GUSA2,+,na
19960716,rs,9,24,LITT,5,na
19960716,rs,12,3,SOEL,3,na
19960716,rs,12,3,Eupho,12,na
19960716,rs,12,3,HIJA,5,na
19960716,rs,12,3,ARDI5,2,na
19960716,rs,12,3,UNK,+,na
19960716,rs,12,3,CRTE4,+,na
19960716,rs,12,3,LITT,6,na
19960716,rs,12,9,PRGLT,2,na
19960716,rs,12,9,ARDI5,1,na
19960716,rs,12,9,UNK,+,na
19960716,rs,12,9,Eupho,5,na
19960716,rs,12,9,LITT,2,na
19960716,rs,12,15,GUSA2,4,na
19960716,rs,12,15,ARDI5,3,na
19960716,rs,12,15,ARPUP6,1,na
19960716,rs,12,15,Eupho,4,na
19960716,rs,12,15,CRTE4,+,na
19960716,rs,12,15,LITT,3,na
19960716,rs,12,18,ARPUP6,3,na
19960716,rs,12,18,HIJA,3,na
19960716,rs,12,18,UNK,+,na
19960716,rs,12,18,Eupho,6,na
19960716,rs,12,18,LITT,3,na
19960716,rs,12,21,BOER4,1,na
19960716,rs,12,21,ARDI5,1,na
19960716,rs,12,21,ARPUP6,2,na
19960716,rs,12,21,Eupho,4,na
19960716,rs,12,21,LITT,5,na
19960716,rs,12,24,ARPUP6,1,na
19960716,rs,12,24,GUSA2,5,na
19960716,rs,12,24,BOER4,1,na
19960716,rs,12,24,CRTE4,+,na
19960716,rs,12,24,UNK,1,na
19960716,rs,12,24,Eupho,8,na
19960716,rs,12,24,LITT,4,na
19960716,rs,15,0,KRLA2,6,na
19960716,rs,15,0,ARPUP6,2,na
19960716,rs,15,0,SOEL,1,na
19960716,rs,15,0,CADR6,1,na
19960716,rs,15,0,Eupho,11,na
19960716,rs,15,0,ARDI5,7,na
19960716,rs,15,0,GUSA2,3,na
19960716,rs,15,0,HIJA,2,na
19960716,rs,15,0,LITT,9,na
19960716,rs,15,3,SOEL,1,na
19960716,rs,15,3,ARPUP6,2,na
19960716,rs,15,3,HIJA,3,na
19960716,rs,15,3,ARDI5,2,na
19960716,rs,15,3,Eupho,2,na
19960716,rs,15,3,LITT,7,na
19960716,rs,15,6,KRLA2,8,na
19960716,rs,15,6,Eupho,3,na
19960716,rs,15,6,ARDI5,2,na
19960716,rs,15,6,GUSA2,+,na
19960716,rs,15,6,LITT,12,na
19960716,rs,0,3,SOEL,4,na
19960716,rs,0,3,Eupho,1,na
19960716,rs,0,3,ARPUP6,3,na
19960716,rs,0,3,GUSA2,2,na
19960716,rs,0,3,Sporo,1,na
19960716,rs,0,3,CADR6,+,na
19960716,rs,0,3,LITT,8,na
19960716,rs,0,6,ARPUP6,3,na
19960716,rs,0,6,ARDI5,1,na
19960716,rs,0,6,HIJA,8,na
19960716,rs,0,6,Sporo,3,na
19960716,rs,0,6,Eupho,4,na
19960716,rs,0,6,SOEL,5,na
19960716,rs,0,6,LITT,9,na
19960716,rs,0,9,Sporo,2,na
19960716,rs,0,9,HIJA,2,na
19960716,rs,0,9,SOEL,3,na
19960716,rs,0,9,ALIN,8,na
19960716,rs,0,9,Eupho,3,na
19960716,rs,0,9,ARPUP6,1,na
19960716,rs,0,9,ARDI5,1,na
19960716,rs,0,9,GUSA2,+,na
19960716,rs,0,9,LITT,8,na
19960716,rs,0,18,SOEL,1,na
19960716,rs,0,18,GUSA2,+,na
19960716,rs,0,18,ARPUP6,+,na
19960716,rs,0,18,HIJA,2,na
19960716,rs,0,18,Sporo,+,na
19960716,rs,0,18,Eupho,4,na
19960716,rs,0,18,LITT,11,na
19960716,rs,0,21,Eupho,4,na
19960716,rs,0,21,ATCA2,6,na
19960716,rs,0,21,KRLA2,3,na
19960716,rs,0,21,GUSA2,1,na
19960716,rs,0,21,HIJA,1,na
19960716,rs,0,21,LITT,17,na
19960716,rs,0,24,ARPUP6,+,na
19960716,rs,0,24,ARDI5,2,na
19960716,rs,0,24,HIJA,1,na
19960716,rs,0,24,Eupho,2,na
19960716,rs,0,24,LITT,5,na
19960716,rs,3,27,HIJA,5,na
19960716,rs,3,27,DANAN,+,na
19960716,rs,3,27,ARPUP6,1,na
19960716,rs,3,27,Sporo,+,na
19960716,rs,3,27,Eupho,1,na
19960716,rs,3,27,GUSA2,+,na
19960716,rs,3,27,LITT,6,na
19960716,rs,3,24,Eupho,4,na
19960716,rs,3,24,ARPUP6,+,na
19960716,rs,3,24,HIJA,+,na
19960716,rs,3,24,LITT,15,na
19960716,rs,3,21,ARPUP6,2,na
19960716,rs,3,21,ARDI5,1,na
19960716,rs,3,21,HIJA,+,na
19960716,rs,3,21,SOEL,1,na
19960716,rs,3,21,Eupho,5,na
19960716,rs,3,21,LITT,10,na
19960716,rs,6,24,ARPUP6,7,na
19960716,rs,6,24,ALIN,+,na
19960716,rs,6,24,Eupho,5,na
19960716,rs,6,24,Sporo,1,na
19960716,rs,6,24,GUSA2,+,na
19960716,rs,6,24,LITT,14,na
19960716,rs,6,21,SOEL,1,na
19960716,rs,6,21,Eupho,3,na
19960716,rs,6,21,GUSA2,1,na
19960716,rs,6,21,ARPUP6,7,na
19960716,rs,6,21,HIJA,+,na
19960716,rs,6,21,ARDI5,2,na
19960716,rs,6,21,LITT,11,na
19960716,rs,6,15,HIJA,3,na
19960716,rs,6,15,ARPUP6,5,na
19960716,rs,6,15,CRTE4,+,na
19960716,rs,6,15,Eupho,3,na
19960716,rs,6,15,GRASS,+,seedlings
19960716,rs,6,15,ZIGR,+,na
19960716,rs,6,15,KRLA2,1,na
19960716,rs,6,15,LITT,8,na
19960716,rs,6,12,ARDI5,+,na
19960716,rs,6,12,HIJA,2,na
19960716,rs,6,12,ARPUP6,1,na
19960716,rs,6,12,CRTE4,+,na
19960716,rs,6,12,ZIGR,+,na
19960716,rs,6,12,ALIN,+,na
19960716,rs,6,12,FORB,1,unknown with 5-winged FORB
19960716,rs,6,12,Eupho,2,na
19960716,rs,6,12,GUSA2,+,na
19960716,rs,6,12,LITT,5,na
19960716,rs,6,3,HIJA,9,na
19960716,rs,6,3,Eupho,3,na
19960716,rs,6,3,GUSA2,+,na
19960716,rs,6,3,LITT,17,na
19960716,rs,6,0,HIJA,5,na
19960716,rs,6,0,ARPUP6,5,na
19960716,rs,6,0,ARDI5,4,na
19960716,rs,6,0,Eupho,9,na
19960716,rs,6,0,SOEL,2,na
19960716,rs,6,0,ALIN,1,na
19960716,rs,6,0,Sphae,+,na
19960716,rs,6,0,LITT,14,na
19960716,rs,0,3,SOEL,4,na
19960716,rs,0,3,Eupho,1,na
19960716,rs,0,3,ARPUP6,3,na
19960716,rs,0,3,GUSA2,2,na
19960716,rs,0,3,Sporo,1,na
19960716,rs,0,3,CADR6,2,na
19960716,rs,0,3,LITT,8,na
19960716,rs,0,6,ARPUP6,3,na
19960716,rs,0,6,ARDI5,1,na
19960716,rs,0,6,HIJA,8,na
19960716,rs,0,6,Sporo,3,na
19960716,rs,0,6,Eupho,4,na
19960716,rs,0,6,SOEL,5,na
19960716,rs,0,6,LITT,9,na
19960716,rs,0,9,Sporo,2,na
19960716,rs,0,9,HIJA,2,na
19960716,rs,0,9,SOEL,3,na
19960716,rs,0,9,ALIN,8,na
19960716,rs,0,9,Eupho,3,na
19960716,rs,0,9,ARPUP6,1,na
19960716,rs,0,9,ARDI5,1,na
19960716,rs,0,9,GUSA2,+,na
19960716,rs,0,9,LITT,8,na
19960716,rs,0,18,SOEL,1,na
19960716,rs,0,18,GUSA2,+,na
19960716,rs,0,18,ARPUP6,+,na
19960716,rs,0,18,HIJA,2,na
19960716,rs,0,18,Sporo,+,na
19960716,rs,0,18,Eupho,4,na
19960716,rs,0,18,LITT,11,na
19960716,rs,0,21,Eupho,4,na
19960716,rs,0,21,ATCA2,6,na
19960716,rs,0,21,KRLA2,3,na
19960716,rs,0,21,GUSA2,1,na
19960716,rs,0,21,HIJA,1,na
19960716,rs,0,21,LITT,17,na
19960716,rs,0,24,ARPUP6,+,na
19960716,rs,0,24,ARDI5,2,na
19960716,rs,0,24,HIJA,1,na
19960716,rs,0,24,Eupho,2,na
19960716,rs,0,24,LITT,5,na
19960716,rs,3,27,HIJA,5,na
19960716,rs,3,27,DANAN,+,na
19960716,rs,3,27,ARPUP6,1,na
19960716,rs,3,27,Sporo,+,na
19960716,rs,3,27,Eupho,1,na
19960716,rs,3,27,GUSA2,+,na
19960716,rs,3,27,LITT,6,na
19960716,rs,3,24,Eupho,4,na
19960716,rs,3,24,ARPUP6,+,na
19960716,rs,3,24,HIJA,+,na
19960716,rs,3,24,LITT,15,na
19960716,rs,3,21,ARPUP6,2,na
19960716,rs,3,21,ARDI5,1,na
19960716,rs,3,21,HIJA,+,na
19960716,rs,3,21,SOEL,1,na
19960716,rs,3,21,Eupho,5,na
19960716,rs,3,21,LITT,10,na
19960716,rs,6,24,ARPUP6,7,na
19960716,rs,6,24,ALIN,+,na
19960716,rs,6,24,Eupho,5,na
19960716,rs,6,24,Sporo,1,na
19960716,rs,6,24,GUSA2,3,na
19960716,rs,6,24,LITT,14,na
19960716,rs,6,21,SOEL,1,na
19960716,rs,6,21,Eupho,3,na
19960716,rs,6,21,GUSA2,1,na
19960716,rs,6,21,ARPUP6,7,na
19960716,rs,6,21,HIJA,+,na
19960716,rs,6,21,ARDI5,2,na
19960716,rs,6,21,LITT,11,na
19960716,rs,6,15,HIJA,3,na
19960716,rs,6,15,ARPUP6,5,na
19960716,rs,6,15,CRTE4,+,na
19960716,rs,6,15,Eupho,3,na
19960716,rs,6,15,GRASS,+,unknown grass seedlings
19960716,rs,6,15,ZIGR,+,na
19960716,rs,6,15,KRLA2,1,na
19960716,rs,6,15,LITT,8,na
19960716,rs,6,12,ARDI5,+,na
19960716,rs,6,12,HIJA,2,na
19960716,rs,6,12,ARPUP6,1,na
19960716,rs,6,12,CRTE4,+,na
19960716,rs,6,12,ZIGR,+,na
19960716,rs,6,12,ALIN,+,na
19960716,rs,6,12,FORB,1,unknown with 5-winged FORB
19960716,rs,6,12,Eupho,2,na
19960716,rs,6,12,GUSA2,+,na
19960716,rs,6,12,LITT,5,na
19960717,dw,18,21,EPTO,+,na
19960717,dw,18,21,GUSA2,+,na
19960717,dw,18,21,GRASS,+,seedling
19960717,dw,18,21,Eupho,1,na
19960717,dw,18,21,CADR6,+,na
19960717,dw,18,21,BOER4,7,na
19960717,dw,18,21,LITT,15,na
