year,season,date,site,plot,transect,quad,treatment,species,obs,cover,height,count,comment
2003,1,3/11/2003,P,1,R,9,C,BADI,1,0.01,1,1,NA
2003,1,3/11/2003,P,1,R,9,C,BOHI2,1,0.1,2,1,NA
2003,1,3/11/2003,P,1,R,9,C,ERWR,1,0.25,4,1,NA
2003,1,3/11/2003,P,1,R,9,C,LYPH,1,0.05,2,1,NA
2003,1,3/11/2003,P,1,R,9,C,MUTO2,1,0.25,2,7,NA
2003,1,3/11/2003,P,1,R,9,C,MUTO2,2,0.1,2,6,NA
2003,1,3/11/2003,P,1,R,10,C,BADI,1,0.05,1,3,NA
2003,1,3/11/2003,P,1,R,10,C,BADI,2,0.01,1,6,NA
2003,1,3/11/2003,P,1,R,10,C,BOHI2,1,0.05,1,3,NA
2003,1,3/11/2003,P,1,R,10,C,CEMOP,1,9,65,1,NA
2003,1,3/11/2003,P,1,R,10,C,GLBI2,1,0.01,1,1,NA
2003,1,3/11/2003,P,1,R,10,C,QUTU2,1,8,56,1,NA
2003,1,3/11/2003,P,1,R,10,C,THWR,1,0.05,2,3,NA
2003,1,3/12/2003,P,1,S,1,C,ARDI5,1,0.1,3,3,NA
2003,1,3/12/2003,P,1,S,1,C,BOHI2,1,0.1,1,6,NA
2003,1,3/12/2003,P,1,S,1,C,GLBI2,1,0.05,2,5,NA
2003,1,3/12/2003,P,1,S,2,C,BADI,1,0.05,2,52,NA
2003,1,3/12/2003,P,1,S,2,C,BADI,2,0.01,1,9,NA
2003,1,3/12/2003,P,1,S,2,C,DEPI,1,0.05,3,2,NA
2003,1,3/12/2003,P,1,S,2,C,DEPI,2,0.01,1,2,NA
2003,1,3/12/2003,P,1,S,2,C,GLBI2,1,0.05,3,1,NA
2003,1,3/12/2003,P,1,S,2,C,LEPI3,1,0.05,3,3,NA
2003,1,3/12/2003,P,1,S,2,C,QUTU2,1,0.25,7,1,NA
2003,1,3/12/2003,P,1,S,2,C,QUTU2,2,85,162,1,NA
2003,1,3/12/2003,P,1,S,2,C,SPPO6,1,0.05,2,2,NA
2003,1,3/12/2003,P,1,S,2,C,THWR,1,0.05,2,3,NA
2003,1,3/12/2003,P,1,S,2,C,THWR,2,0.05,3,2,NA
2003,1,3/12/2003,P,1,S,2,C,THWR,3,0.1,3,2,NA
2003,1,3/12/2003,P,1,S,2,C,THWR,4,0.25,4,1,NA
2003,1,3/12/2003,P,1,S,3,C,ARPU9,1,0.01,3,1,NA
2003,1,3/12/2003,P,1,S,3,C,BADI,1,0.01,2,3,NA
2003,1,3/12/2003,P,1,S,3,C,GLBI2,1,0.1,3,3,NA
2003,1,3/12/2003,P,1,S,3,C,GLBI2,2,0.05,2,21,NA
2003,1,3/12/2003,P,1,S,3,C,GLBI2,3,0.01,1,4,NA
2003,1,3/12/2003,P,1,S,3,C,RHTR,1,35,58,2,NO_FOLIAGE
2003,1,3/12/2003,P,1,S,4,C,BADI,1,0.05,2,28,NA
2003,1,3/12/2003,P,1,S,4,C,BADI,2,0.01,1,12,NA
2003,1,3/12/2003,P,1,S,4,C,BOHI2,1,0.1,2,1,NA
2003,1,3/12/2003,P,1,S,4,C,GLBI2,1,0.05,2,2,NA
2003,1,3/12/2003,P,1,S,4,C,GLBI2,2,0.01,1,3,NA
2003,1,3/12/2003,P,1,S,4,C,QUTU2,1,100,152,1,NA
2003,1,3/12/2003,P,1,S,4,C,THWR,1,0.1,2,2,NA
2003,1,3/12/2003,P,1,S,4,C,THWR,2,0.05,1,1,NA
2003,1,3/12/2003,P,1,S,5,C,BADI,1,0.05,2,11,NA
2003,1,3/12/2003,P,1,S,5,C,BOCU,1,0.05,3,1,NA
2003,1,3/12/2003,P,1,S,5,C,BOHI2,1,0.25,3,1,NA
2003,1,3/12/2003,P,1,S,5,C,BOHI2,2,0.05,2,3,NA
2003,1,3/12/2003,P,1,S,5,C,GLBI2,1,0.05,2,3,NA
2003,1,3/12/2003,P,1,S,5,C,LYPH,1,0.1,3,1,NA
2003,1,3/12/2003,P,1,S,6,C,BADI,1,0.1,2,3,NA
2003,1,3/12/2003,P,1,S,6,C,BOCU,1,0.1,3,1,NA
2003,1,3/12/2003,P,1,S,6,C,BOER4,1,0.1,4,5,NA
2003,1,3/12/2003,P,1,S,6,C,BOER4,2,0.05,3,3,NA
2003,1,3/12/2003,P,1,S,6,C,BOHI2,1,0.25,3,3,NA
2003,1,3/12/2003,P,1,S,6,C,BOHI2,2,0.1,3,5,NA
2003,1,3/12/2003,P,1,S,6,C,ERFL,1,0.25,2,1,NA
2003,1,3/12/2003,P,1,S,6,C,GLBI2,1,0.05,1,3,NA
2003,1,3/12/2003,P,1,S,6,C,NECA3,1,0.05,1,2,NA
2003,1,3/12/2003,P,1,S,6,C,QUGR3,1,0.1,4,1,NA
2003,1,3/12/2003,P,1,S,6,C,QUGR3,2,35,134,1,NA
2003,1,3/12/2003,P,1,S,6,C,THWR,1,0.25,2,2,NA
2003,1,3/12/2003,P,1,S,6,C,THWR,2,0.1,1,6,NA
2003,1,3/12/2003,P,1,S,6,C,THWR,3,0.05,1,34,NA
2003,1,3/12/2003,P,1,S,7,C,BADI,1,0.05,1,2,NA
2003,1,3/12/2003,P,1,S,7,C,BOCU,1,0.25,3,1,NA
2003,1,3/12/2003,P,1,S,7,C,BOER4,1,0.25,5,1,NA
2003,1,3/12/2003,P,1,S,7,C,BOER4,2,0.1,3,4,NA
2003,1,3/12/2003,P,1,S,8,C,BADI,1,0.05,2,10,NA
2003,1,3/12/2003,P,1,S,8,C,BOCU,1,0.5,4,2,NA
2003,1,3/12/2003,P,1,S,8,C,BOER4,1,0.25,3,1,NA
2003,1,3/12/2003,P,1,S,8,C,BOER4,2,0.1,3,2,NA
2003,1,3/12/2003,P,1,S,8,C,BOGR2,1,0.1,2,1,NA
2003,1,3/12/2003,P,1,S,8,C,BOGR2,2,0.05,1,3,NA
2003,1,3/12/2003,P,1,S,8,C,BOHI2,1,0.25,3,1,NA
2003,1,3/12/2003,P,1,S,8,C,BOHI2,2,0.1,2,2,NA
2003,1,3/12/2003,P,1,S,8,C,DAFO,1,6,21,1,NA
2003,1,3/12/2003,P,1,S,8,C,GLBI2,1,0.01,2,1,NA
2003,1,3/12/2003,P,1,S,8,C,RHTR,1,10,27,1,NO_FOLIAGE
2003,1,3/12/2003,P,1,S,9,C,BOCU,1,0.75,4,1,NA
2003,1,3/12/2003,P,1,S,9,C,BOCU,2,0.1,4,1,NA
2003,1,3/12/2003,P,1,S,9,C,BOGR2,1,0.25,3,1,NA
2003,1,3/12/2003,P,1,S,9,C,BOGR2,2,0.1,3,1,NA
2003,1,3/12/2003,P,1,S,9,C,BOGR2,3,0.05,2,2,NA
2003,1,3/12/2003,P,1,S,9,C,QUTU2,1,14,73,1,NA
2003,1,3/12/2003,P,1,S,10,C,BADI,1,0.05,2,8,NA
2003,1,3/12/2003,P,1,S,10,C,BADI,2,0.01,1,28,NA
2003,1,3/12/2003,P,1,S,10,C,ERFL,1,0.05,2,3,NA
2003,1,3/12/2003,P,1,S,10,C,ERFL,2,0.05,4,1,NA
2003,1,3/12/2003,P,1,S,10,C,ERWR,1,0.1,4,2,NA
2003,1,3/12/2003,P,1,S,10,C,ERWR,2,0.05,2,3,NA
2003,1,3/12/2003,P,1,S,10,C,GLBI2,1,0.01,1,2,NA
2003,1,3/12/2003,P,1,S,10,C,QUGR3,1,55,129,1,NA
2003,1,3/12/2003,P,1,S,10,C,THWR,1,0.05,2,11,NA
2003,1,3/11/2003,P,1,V,1,C,ASNU4,1,0.01,1,6,NA
2003,1,3/11/2003,P,1,V,1,C,ASNU4,2,0.05,2,2,NA
2003,1,3/11/2003,P,1,V,1,C,BOER4,1,1,10,2,NA
2003,1,3/11/2003,P,1,V,1,C,BOER4,2,0.75,10,2,NA
2003,1,3/11/2003,P,1,V,1,C,BOER4,3,0.5,9,2,NA
2003,1,3/11/2003,P,1,V,1,C,BOER4,4,0.25,5,3,NA
2003,1,3/11/2003,P,1,V,1,C,BOER4,5,2.5,10,1,NA
2003,1,3/11/2003,P,1,V,1,C,BOER4,6,0.1,7,1,NA
2003,1,3/11/2003,P,1,V,1,C,BOGR2,1,2,3,1,NA
2003,1,3/11/2003,P,1,V,1,C,BOGR2,2,0.5,3,4,NA
2003,1,3/11/2003,P,1,V,1,C,BOGR2,3,0.1,2,9,NA
2003,1,3/11/2003,P,1,V,1,C,BOGR2,4,0.25,3,3,NA
2003,1,3/11/2003,P,1,V,1,C,BOGR2,5,0.75,2,1,NA
2003,1,3/11/2003,P,1,V,1,C,CHER2,1,0.05,7,2,NA
2003,1,3/11/2003,P,1,V,1,C,CHER2,2,0.05,4,4,NA
2003,1,3/11/2003,P,1,V,1,C,GLBI2,1,0.05,2,10,NA
2003,1,3/11/2003,P,1,V,1,C,GLBI2,2,0.01,2,3,NA
2003,1,3/11/2003,P,1,V,1,C,MUTO2,1,0.75,4,1,NA
2003,1,3/11/2003,P,1,V,2,C,ASNU4,1,0.25,2,8,NA
2003,1,3/11/2003,P,1,V,2,C,ASNU4,2,0.5,2,1,NA
2003,1,3/11/2003,P,1,V,2,C,ASNU4,3,0.05,1,22,NA
2003,1,3/11/2003,P,1,V,2,C,ASNU4,4,0.01,1,14,NA
2003,1,3/11/2003,P,1,V,2,C,ASNU4,5,0.25,3,1,NA
2003,1,3/11/2003,P,1,V,2,C,BOER4,1,1,8,3,NA
2003,1,3/11/2003,P,1,V,2,C,BOER4,2,0.5,8,3,NA
2003,1,3/11/2003,P,1,V,2,C,BOER4,3,2,11,1,NA
2003,1,3/11/2003,P,1,V,2,C,BOER4,4,3,11,1,NA
2003,1,3/11/2003,P,1,V,2,C,BOER4,5,1.5,8,2,NA
2003,1,3/11/2003,P,1,V,2,C,BOER4,6,0.25,6,13,NA
2003,1,3/11/2003,P,1,V,2,C,BOER4,7,0.1,6,2,NA
2003,1,3/11/2003,P,1,V,2,C,DEPI,1,0.01,2,3,NA
2003,1,3/11/2003,P,1,V,2,C,GLBI2,1,0.05,2,4,NA
2003,1,3/12/2003,P,1,V,2,C,LUBR2,1,0.01,1,5,NA
2003,1,3/11/2003,P,1,V,2,C,MUTO2,1,0.1,3,2,NA
2003,1,3/11/2003,P,1,V,2,C,MUTO2,2,0.05,2,3,NA
2003,1,3/11/2003,P,1,V,2,C,OECA10,1,0.01,1,1,NA
2003,1,3/11/2003,P,1,V,2,C,PLPA2,1,0.01,1,23,NA
2003,1,3/11/2003,P,1,V,2,C,SPPO6,1,0.05,2,1,NA
2003,1,3/11/2003,P,1,V,3,C,ASNU4,1,0.25,4,4,NA
2003,1,3/11/2003,P,1,V,3,C,ASNU4,2,0.1,2,6,NA
2003,1,3/11/2003,P,1,V,3,C,ASNU4,3,0.05,2,3,NA
2003,1,3/11/2003,P,1,V,3,C,ASNU4,4,0.01,1,3,NA
2003,1,3/11/2003,P,1,V,3,C,BOER4,1,1.5,9,1,NA
2003,1,3/11/2003,P,1,V,3,C,BOER4,2,0.75,7,2,NA
2003,1,3/11/2003,P,1,V,3,C,BOER4,3,0.1,6,1,NA
2003,1,3/11/2003,P,1,V,3,C,BOER4,4,0.25,9,3,NA
2003,1,3/11/2003,P,1,V,3,C,BOER4,5,0.5,6,1,NA
2003,1,3/11/2003,P,1,V,3,C,BOGR2,1,0.25,3,9,NA
2003,1,3/11/2003,P,1,V,3,C,BOGR2,2,0.5,3,6,NA
2003,1,3/11/2003,P,1,V,3,C,BOGR2,3,0.1,2,11,NA
2003,1,3/11/2003,P,1,V,3,C,BOGR2,4,1,3,1,NA
2003,1,3/11/2003,P,1,V,3,C,BOGR2,5,0.75,3,2,NA
2003,1,3/11/2003,P,1,V,3,C,GLBI2,1,0.05,2,9,NA
2003,1,3/11/2003,P,1,V,3,C,GLBI2,2,0.1,3,2,NA
2003,1,3/11/2003,P,1,V,3,C,GUSA2,1,0.25,7,1,NA
2003,1,3/11/2003,P,1,V,3,C,MUTO2,1,0.1,2,1,NA
2003,1,3/11/2003,P,1,V,3,C,PLPA2,1,0.01,1,7,NA
2003,1,3/11/2003,P,1,V,4,C,ARDI5,1,1.5,3,1,NA
2003,1,3/11/2003,P,1,V,4,C,ASNU4,1,0.5,3,3,NA
2003,1,3/11/2003,P,1,V,4,C,ASNU4,2,0.25,2,4,NA
2003,1,3/11/2003,P,1,V,4,C,ASNU4,3,0.75,4,1,NA
2003,1,3/11/2003,P,1,V,4,C,ASNU4,4,0.1,2,1,NA
2003,1,3/11/2003,P,1,V,4,C,ASNU4,5,0.05,1,3,NA
2003,1,3/11/2003,P,1,V,4,C,ASNU4,6,0.01,1,4,NA
2003,1,3/11/2003,P,1,V,4,C,BOER4,1,15,9,1,NA
2003,1,3/11/2003,P,1,V,4,C,BOER4,2,1,7,1,NA
2003,1,3/11/2003,P,1,V,4,C,BOER4,3,0.5,5,1,NA
2003,1,3/11/2003,P,1,V,4,C,BOER4,4,0.1,4,5,NA
2003,1,3/11/2003,P,1,V,4,C,BOER4,5,0.05,2,9,NA
2003,1,3/11/2003,P,1,V,4,C,BOHI2,1,2.5,5,1,NA
2003,1,3/11/2003,P,1,V,4,C,GLBI2,1,0.1,2,2,NA
2003,1,3/11/2003,P,1,V,4,C,GLBI2,2,0.05,1,4,NA
2003,1,3/11/2003,P,1,V,4,C,GLBI2,3,0.01,1,3,NA
2003,1,3/11/2003,P,1,V,4,C,GUSA2,1,75,9,2,NA
2003,1,3/11/2003,P,1,V,4,C,GUSA2,2,0.5,6,2,NA
2003,1,3/12/2003,P,1,V,4,C,LUBR2,1,0.01,1,1,NA
2003,1,3/11/2003,P,1,V,4,C,PLPA2,1,0.01,1,3,NA
2003,1,3/11/2003,P,1,V,5,C,ASNU4,1,0.5,4,4,NA
2003,1,3/11/2003,P,1,V,5,C,ASNU4,2,0.25,3,6,NA
2003,1,3/11/2003,P,1,V,5,C,ASNU4,3,0.1,2,10,NA
2003,1,3/11/2003,P,1,V,5,C,ASNU4,4,0.05,1,4,NA
2003,1,3/11/2003,P,1,V,5,C,ASNU4,5,0.01,1,2,NA
2003,1,3/11/2003,P,1,V,5,C,DEPI,1,0.05,2,4,NA
2003,1,3/11/2003,P,1,V,5,C,DEPI,2,0.01,1,8,NA
2003,1,3/11/2003,P,1,V,5,C,GLBI2,1,0.1,3,12,NA
2003,1,3/11/2003,P,1,V,5,C,GLBI2,2,0.05,1,5,NA
2003,1,3/11/2003,P,1,V,5,C,GLBI2,3,0.25,2,2,NA
2003,1,3/11/2003,P,1,V,5,C,LAOCO,1,0.1,3,4,NA
2003,1,3/11/2003,P,1,V,5,C,LAOCO,2,0.05,2,10,NA
2003,1,3/11/2003,P,1,V,5,C,LAOCO,3,0.01,1,27,NA
2003,1,3/12/2003,P,1,V,5,C,LUBR2,1,0.01,1,1,NA
2003,1,3/11/2003,P,1,V,5,C,MUTO2,1,1,3,3,NA
2003,1,3/11/2003,P,1,V,5,C,MUTO2,2,0.75,2,3,NA
2003,1,3/11/2003,P,1,V,5,C,MUTO2,3,0.5,2,1,NA
2003,1,3/11/2003,P,1,V,5,C,MUTO2,4,0.25,2,3,NA
2003,1,3/11/2003,P,1,V,5,C,MUTO2,5,0.1,2,4,NA
2003,1,3/11/2003,P,1,V,5,C,PLJA,1,0.5,2,3,NA
