YEAR,MONTH,DATE,SITE,TRANSECT,QUAD,SIDE,FRONDS,HLD_DIAM,AREA,OBS_CODE,NOTES
2000,9,9/8/00,CARP,1,20,,7,10,20,2,-99999
2000,9,9/8/00,CARP,1,20,,7,20,20,2,-99999
2000,9,9/8/00,CARP,1,20,,8,10,20,2,-99999
2000,9,9/8/00,CARP,1,20,,9,15,20,2,-99999
2000,9,9/8/00,CARP,1,20,,9,20,20,2,-99999
2000,9,9/8/00,CARP,1,20,,9,25,20,3,-99999
2000,9,9/8/00,CARP,1,20,,12,15,20,2,-99999
2000,9,9/8/00,CARP,1,20,,15,15,20,2,-99999
2000,9,9/8/00,CARP,1,20,,18,20,20,2,-99999
2000,9,9/8/00,CARP,1,20,,19,20,20,3,-99999
2000,9,9/8/00,CARP,1,20,,25,15,20,2,-99999
2000,9,9/8/00,CARP,1,20,,6,10,20,2,-99999
2000,9,9/8/00,CARP,1,20,,6,15,20,2,-99999
2000,9,9/8/00,CARP,1,20,,6,15,20,2,-99999
2000,9,9/8/00,CARP,1,40,,4,10,20,2,-99999
2000,9,9/8/00,CARP,1,40,,5,15,20,2,-99999
2000,9,9/8/00,CARP,1,40,,6,10,20,2,-99999
2000,9,9/8/00,CARP,1,40,,6,15,20,2,-99999
2000,9,9/8/00,CARP,1,40,,6,17,20,2,-99999
2000,9,9/8/00,CARP,1,40,,7,10,20,2,-99999
2000,9,9/8/00,CARP,1,40,,7,20,20,2,-99999
2000,9,9/8/00,CARP,1,40,,8,8,20,2,-99999
2000,9,9/8/00,CARP,1,40,,8,10,20,2,-99999
2000,9,9/8/00,CARP,1,40,,10,15,20,2,-99999
2000,9,9/8/00,CARP,1,40,,11,20,20,2,-99999
2000,9,9/8/00,CARP,1,40,,12,15,20,2,-99999
2000,9,9/8/00,CARP,1,40,,14,15,20,2,-99999
2000,9,9/8/00,CARP,1,40,,14,20,20,2,-99999
2000,9,9/8/00,CARP,1,40,,16,25,20,2,-99999
2000,9,9/8/00,CARP,1,40,,19,17,20,2,-99999
2000,9,9/8/00,CARP,1,40,,23,30,20,2,-99999
2000,9,9/8/00,CARP,1,40,,27,15,20,2,-99999
2000,9,9/8/00,CARP,1,40,,5,15,20,2,-99999
2000,9,9/8/00,CARP,1,40,,5,15,20,2,-99999
2000,9,9/8/00,CARP,1,40,,6,10,20,2,-99999
2000,9,9/8/00,CARP,1,40,,10,15,20,2,-99999
2000,9,9/8/00,CARP,1,40,,11,20,20,2,-99999
2000,9,9/8/00,CARP,2,20,,22,40,20,2,-99999
2000,9,9/8/00,CARP,2,40,,4,15,20,2,-99999
2000,9,9/8/00,CARP,2,40,,8,22,20,2,-99999
2000,9,9/8/00,CARP,3,20,,0,0,20,2,NO KELP
2000,9,9/8/00,CARP,3,40,,0,0,20,2,NO KELP
2000,9,9/8/00,CARP,4,20,,0,0,20,2,NO KELP
2000,9,9/8/00,CARP,4,40,,0,0,20,2,NO KELP
2000,9,9/8/00,CARP,5,20,,0,0,20,2,NO KELP
2000,9,9/8/00,CARP,5,40,,0,0,20,2,NO KELP
2000,9,9/8/00,CARP,6,20,,0,0,20,2,NO KELP
2000,9,9/8/00,CARP,6,40,,0,0,20,2,NO KELP
2000,9,9/8/00,CARP,7,20,,0,0,20,2,NO KELP
2000,9,9/8/00,CARP,7,40,,0,0,20,2,NO KELP
2000,9,9/8/00,CARP,8,20,,0,0,20,2,NO KELP
2000,9,9/8/00,CARP,8,40,,0,0,20,2,NO KELP
2000,9,9/18/00,NAPL,1,20,,0,0,20,6,NO KELP
2000,9,9/18/00,NAPL,1,40,,0,0,20,6,NO KELP
2000,9,9/18/00,NAPL,2,20,,0,0,20,6,NO KELP
2000,9,9/18/00,NAPL,2,40,,0,0,20,6,NO KELP
2000,9,9/18/00,NAPL,3,20,,0,0,20,6,NO KELP
2000,9,9/18/00,NAPL,3,40,,0,0,20,6,NO KELP
2000,9,9/18/00,NAPL,4,20,,0,0,20,2,NO KELP
2000,9,9/18/00,NAPL,4,40,,0,0,20,2,NO KELP
2000,9,9/18/00,NAPL,5,20,,0,0,20,6,NO KELP
2000,9,9/18/00,NAPL,5,40,,0,0,20,6,NO KELP
2000,9,9/22/00,NAPL,6,20,,4,11,20,2,-99999
2000,9,9/22/00,NAPL,6,20,,4,12,20,2,-99999
2000,9,9/22/00,NAPL,6,20,,6,12,20,2,-99999
2000,9,9/22/00,NAPL,6,20,,7,13,20,2,-99999
2000,9,9/22/00,NAPL,6,20,,15,18,20,2,-99999
2000,9,9/18/00,NAPL,6,40,,0,0,20,2,NO KELP
2000,9,9/18/00,NAPL,7,20,,0,0,20,2,NO KELP
2000,9,9/18/00,NAPL,7,40,,0,0,20,2,NO KELP
2000,9,9/18/00,NAPL,8,20,,0,0,20,2,NO KELP
2000,9,9/18/00,NAPL,8,40,,0,0,20,2,NO KELP
2001,8,8/22/01,ABUR,1,20,I,22,37,20,4,-99999
2001,8,8/22/01,ABUR,1,20,I,41,53,20,4,-99999
2001,8,8/22/01,ABUR,1,20,I,52,49,20,4,-99999
2001,8,8/22/01,ABUR,1,20,I,57,67,20,4,-99999
2001,8,8/22/01,ABUR,1,20,I,164,105,20,4,-99999
2001,8,8/22/01,ABUR,1,20,I,247,155,20,4,-99999
2001,8,8/7/01,ABUR,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/22/01,ABUR,1,20,O,14,29,20,4,-99999
2001,8,8/22/01,ABUR,1,20,O,29,43,20,4,-99999
2001,8,8/22/01,ABUR,1,20,O,37,39,20,4,-99999
2001,8,8/22/01,ABUR,1,20,O,40,40,20,4,-99999
2001,8,8/22/01,ABUR,1,40,I,14,35,20,4,-99999
2001,8,8/22/01,ABUR,1,40,I,17,20,20,4,-99999
2001,8,8/22/01,ABUR,1,40,I,22,25,20,4,-99999
2001,8,8/22/01,ABUR,1,40,I,28,36,20,4,-99999
2001,8,8/22/01,ABUR,1,40,I,28,45,20,4,-99999
2001,8,8/22/01,ABUR,1,40,I,30,54,20,4,-99999
2001,8,8/22/01,ABUR,1,40,I,31,87,20,4,-99999
2001,8,8/22/01,ABUR,1,40,I,47,27,20,4,-99999
2001,8,8/22/01,ABUR,1,40,I,87,61,20,4,-99999
2001,8,8/22/01,ABUR,1,40,O,27,56,20,4,-99999
2001,8,8/22/01,ABUR,1,40,O,30,46,20,4,-99999
2001,8,8/22/01,ABUR,1,40,O,44,73,20,4,-99999
2001,8,8/22/01,ABUR,2,20,I,0,0,20,4,NO KELP
2001,8,8/22/01,ABUR,2,40,I,0,0,20,4,NO KELP
2001,8,8/27/01,AHND,1,20,I,2,-99999,20,5,Estimate from kelp subadult dataset
2001,8,8/17/01,AHND,1,40,I,0,0,20,5,NO KELP
2001,8,8/27/01,AHND,2,20,I,2,-99999,20,5,Estimate from kelp subadult dataset
2001,8,8/17/01,AHND,2,20,I,4,25,20,5,-99999
2001,8,8/17/01,AHND,2,20,I,4,30,20,5,-99999
2001,8,8/27/01,AHND,2,20,I,2,-99999,20,5,Estimate from kelp subadult dataset
2001,8,8/27/01,AHND,2,20,I,2,-99999,20,5,Estimate from kelp subadult dataset
2001,8,8/27/01,AHND,2,20,I,2,-99999,20,5,Estimate from kelp subadult dataset
2001,8,8/27/01,AHND,2,20,I,2,-99999,20,5,Estimate from kelp subadult dataset
2001,8,8/27/01,AHND,2,20,I,2,-99999,20,5,Estimate from kelp subadult dataset
2001,8,8/27/01,AHND,2,20,I,2,-99999,20,5,Estimate from kelp subadult dataset
2001,8,8/17/01,AHND,2,20,O,0,0,20,5,NO KELP
2001,8,8/17/01,AHND,2,40,I,6,30,20,5,-99999
2001,8,8/17/01,AHND,2,40,I,7,40,20,5,-99999
2001,8,8/17/01,AHND,2,40,I,7,45,20,5,-99999
2001,8,8/17/01,AHND,2,40,I,9,50,20,5,-99999
2001,8,8/17/01,AHND,2,40,I,14,180,20,5,-99999
2001,8,8/17/01,AHND,2,40,I,20,75,20,5,-99999
2001,8,8/27/01,AHND,2,40,O,2,-99999,20,5,Estimate from kelp subadult dataset
2001,8,8/17/01,AHND,2,40,O,4,25,20,5,-99999
2001,8,8/27/01,AHND,2,40,O,2,-99999,20,5,Estimate from kelp subadult dataset
2001,8,8/27/01,AHND,2,40,O,2,-99999,20,5,Estimate from kelp subadult dataset
2001,8,8/27/01,AHND,2,40,O,2,-99999,20,5,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,I,6,10,20,8,-99999
2001,8,8/21/01,AQUE,1,20,I,8,10,20,8,-99999
2001,8,8/21/01,AQUE,1,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,4,10,20,8,-99999
2001,8,8/21/01,AQUE,1,20,O,5,10,20,8,-99999
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,20,O,4,10,20,8,-99999
2001,8,8/21/01,AQUE,1,20,O,4,10,20,8,-99999
2001,8,8/21/01,AQUE,1,20,O,6,10,20,8,-99999
2001,8,8/21/01,AQUE,1,40,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,I,4,10,20,8,-99999
2001,8,8/21/01,AQUE,1,40,I,6,10,20,8,-99999
2001,8,8/21/01,AQUE,1,40,I,7,10,20,8,-99999
2001,8,8/21/01,AQUE,1,40,I,8,10,20,8,-99999
2001,8,8/21/01,AQUE,1,40,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,I,4,10,20,8,-99999
2001,8,8/21/01,AQUE,1,40,I,4,10,20,8,-99999
2001,8,8/21/01,AQUE,1,40,I,8,10,20,8,-99999
2001,8,8/21/01,AQUE,1,40,O,5,10,20,8,-99999
2001,8,8/21/01,AQUE,1,40,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,1,40,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,2,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,2,20,I,4,8,20,4,-99999
2001,8,8/21/01,AQUE,2,20,I,4,10,20,4,-99999
2001,8,8/21/01,AQUE,2,20,I,5,8,20,4,-99999
2001,8,8/21/01,AQUE,2,20,I,5,9,20,4,-99999
2001,8,8/21/01,AQUE,2,20,I,5,10,20,4,-99999
2001,8,8/21/01,AQUE,2,20,I,5,11,20,4,-99999
2001,8,8/21/01,AQUE,2,20,I,6,7,20,4,-99999
2001,8,8/21/01,AQUE,2,20,I,6,12,20,4,-99999
2001,8,8/21/01,AQUE,2,20,I,6,15,20,4,-99999
2001,8,8/21/01,AQUE,2,20,I,7,10,20,4,-99999
2001,8,8/21/01,AQUE,2,20,I,9,11,20,4,-99999
2001,8,8/21/01,AQUE,2,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,2,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,2,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,2,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,2,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,2,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,2,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,2,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,2,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,2,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,2,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,2,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,2,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,2,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,2,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,2,40,O,4,10,20,4,-99999
2001,8,8/21/01,AQUE,3,20,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,3,20,I,4,18,20,4,-99999
2001,8,8/21/01,AQUE,3,20,I,5,22,20,4,-99999
2001,8,8/21/01,AQUE,3,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,3,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,3,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,3,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,3,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,3,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,3,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,3,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,3,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,3,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,3,40,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,3,40,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,3,40,I,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,3,40,O,4,21,20,4,-99999
2001,8,8/21/01,AQUE,4,20,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,4,20,O,43,15,20,8,-99999
2001,8,8/21/01,AQUE,4,20,O,44,15,20,8,-99999
2001,8,8/21/01,AQUE,4,20,O,52,30,20,8,-99999
2001,8,8/21/01,AQUE,4,40,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,4,40,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,4,40,O,2,-99999,20,4,Estimate from kelp subadult dataset
2001,8,8/21/01,AQUE,5,20,I,0,0,20,4,NO KELP
2001,8,8/21/01,AQUE,5,40,I,0,0,20,4,NO KELP
2001,8,8/17/01,BULL,1,20,I,0,0,20,4,NO KELP
2001,8,8/17/01,BULL,1,40,I,2,-99999,20,3,Estimate from kelp subadult dataset
2001,8,8/17/01,BULL,1,40,I,2,-99999,20,3,Estimate from kelp subadult dataset
2001,8,8/17/01,BULL,1,40,I,2,-99999,20,3,Estimate from kelp subadult dataset
2001,8,8/29/01,BULL,3,20,I,2,-99999,20,3,Estimate from kelp subadult dataset
2001,8,8/28/01,BULL,3,20,I,4,30,20,3,-99999
2001,8,8/29/01,BULL,3,20,I,2,-99999,20,3,Estimate from kelp subadult dataset
