DATE,YEAR,SEASON,PLOT,QUAD,SPECIES_CODE,COVER,HEIGHT,COMMENTS
4/24/2005,2005,S,MC,28,CRCR3,1,-888,ADDED_COVER FROM DATASHEET
4/24/2005,2005,S,MC,28,BOGR2,10,-888,NA
4/24/2005,2005,S,MC,28,ECIN2,1,-888,NA
4/24/2005,2005,S,MC,28,PLPA2,10,-888,NA
4/24/2005,2005,S,MC,28,SATR12,8,-888,NA
4/24/2005,2005,S,MC,29,BOGR2,7,-888,NA
4/24/2005,2005,S,MC,29,CRCR3,1,-888,NA
4/24/2005,2005,S,MC,29,PLPA2,20,-888,NA
4/24/2005,2005,S,MC,29,SATR12,2,-888,NA
4/24/2005,2005,S,MC,30,BOGR2,40,-888,NA
4/24/2005,2005,S,MC,30,PLPA2,1,-888,NA
4/24/2005,2005,S,MC,31,BOGR2,20,-888,NA
4/24/2005,2005,S,MC,31,CHAL11,7,-888,NA
4/24/2005,2005,S,MC,32,SEFLF,1,-888,ADDED_COVER FROM DATASHEET
4/24/2005,2005,S,MC,32,BOGR2,10,-888,NA
4/24/2005,2005,S,MC,32,DEPI,3,-888,NA
4/24/2005,2005,S,MC,32,EPTO,1,-888,NA
4/24/2005,2005,S,MC,32,PLPA2,8,-888,NA
4/24/2005,2005,S,MC,33,BOGR2,15,-888,NA
4/24/2005,2005,S,MC,33,CRCR3,3,-888,NA
4/24/2005,2005,S,MC,33,PLPA2,7,-888,NA
4/24/2005,2005,S,MC,34,AMCH3,1,-888,ADDED_COVER FROM DATASHEET
4/24/2005,2005,S,MC,34,BOGR2,15,-888,NA
4/24/2005,2005,S,MC,34,CRCR3,5,-888,NA
4/24/2005,2005,S,MC,34,PLJA,3,-888,NA
4/24/2005,2005,S,MC,34,PLPA2,20,-888,NA
4/24/2005,2005,S,MC,34,SEFLF,6,-888,NA
4/24/2005,2005,S,MC,35,BOER4,4,-888,NA
4/24/2005,2005,S,MC,35,BOGR2,4,-888,NA
4/24/2005,2005,S,MC,35,CRCR3,2,-888,NA
4/24/2005,2005,S,MC,35,DEPI,1,-888,NA
4/24/2005,2005,S,MC,35,HYFIC,10,-888,NA
4/24/2005,2005,S,MC,35,PLPA2,8,-888,NA
4/24/2005,2005,S,MC,35,SPCR,2,-888,NA
4/24/2005,2005,S,MC,36,BOGR2,35,-888,NA
4/24/2005,2005,S,MC,36,CRCR3,2,-888,NA
4/24/2005,2005,S,MC,36,DEPI,2,-888,NA
4/24/2005,2005,S,MC,36,GACO5,2,-888,NA
4/24/2005,2005,S,MC,36,MAPIP,1,-888,NA
4/24/2005,2005,S,MC,36,PLPA2,2,-888,NA
4/24/2005,2005,S,MT,1,BOGR2,15,-888,NA
4/24/2005,2005,S,MT,1,CHCO,6,-888,NA
4/24/2005,2005,S,MT,1,CRCR3,1,-888,NA
4/24/2005,2005,S,MT,1,PLPA2,10,-888,NA
4/24/2005,2005,S,MT,1,SEBA3,1,-888,NA
4/24/2005,2005,S,MT,2,BOER4,3,-888,NA
4/24/2005,2005,S,MT,2,BOGR2,15,-888,NA
4/24/2005,2005,S,MT,2,CHAL11,2,-888,NA
4/24/2005,2005,S,MT,2,CRCR3,2,-888,NA
4/24/2005,2005,S,MT,2,PLPA2,7,-888,NA
4/24/2005,2005,S,MT,3,BOER4,1,-888,NA
4/24/2005,2005,S,MT,3,BOGR2,20,-888,NA
4/24/2005,2005,S,MT,3,CHAL11,3,-888,NA
4/24/2005,2005,S,MT,3,EUEX4,1,-888,NA
4/24/2005,2005,S,MT,3,GACO5,1,-888,NA
4/24/2005,2005,S,MT,3,LEDED,2,-888,NA
4/24/2005,2005,S,MT,3,PLPA2,1,-888,NA
4/24/2005,2005,S,MT,4,BOER4,5,-888,NA
4/24/2005,2005,S,MT,4,BOGR2,10,-888,NA
4/24/2005,2005,S,MT,4,PLPA2,2,-888,NA
4/24/2005,2005,S,MT,5,BOGR2,15,-888,NA
4/24/2005,2005,S,MT,5,PLPA2,3,-888,NA
4/24/2005,2005,S,MT,6,BOER4,8,-888,NA
4/24/2005,2005,S,MT,6,BOGR2,15,-888,NA
4/24/2005,2005,S,MT,6,CHCO,1,-888,NA
4/24/2005,2005,S,MT,6,GLBI2,2,-888,NA
4/24/2005,2005,S,MT,6,LEDED,3,-888,NA
4/24/2005,2005,S,MT,6,PLPA2,4,-888,NA
4/24/2005,2005,S,MT,7,BOER4,3,-888,NA
4/24/2005,2005,S,MT,7,BOGR2,20,-888,NA
4/24/2005,2005,S,MT,7,HYFIC,2,-888,NA
4/24/2005,2005,S,MT,7,LEDED,1,-888,NA
4/24/2005,2005,S,MT,7,PLPA2,8,-888,NA
4/24/2005,2005,S,MT,8,EPTO,1,-888,ADDED_COVER FROM DATASHEET
4/24/2005,2005,S,MT,8,BOGR2,20,-888,NA
4/24/2005,2005,S,MT,8,ECIN2,1,-888,NA
4/24/2005,2005,S,MT,8,PLPA2,7,-888,NA
4/24/2005,2005,S,MT,9,BOER4,4,-888,NA
4/24/2005,2005,S,MT,9,BOGR2,10,-888,NA
4/24/2005,2005,S,MT,9,CRCR3,2,-888,NA
4/24/2005,2005,S,MT,9,DEPI,2,-888,NA
4/24/2005,2005,S,MT,9,PLPA2,10,-888,NA
4/24/2005,2005,S,MT,9,SATR12,3,-888,NA
4/24/2005,2005,S,MT,10,BOGR2,20,-888,NA
4/24/2005,2005,S,MT,10,IPPU4,1,-888,NA
4/24/2005,2005,S,MT,10,PLPA2,10,-888,NA
4/24/2005,2005,S,MT,11,BOGR2,4,-888,NA
4/24/2005,2005,S,MT,11,ECIN2,2,-888,NA
4/24/2005,2005,S,MT,11,PLPA2,20,-888,NA
4/24/2005,2005,S,MT,11,SPCR,2,-888,NA
4/24/2005,2005,S,MT,12,ARPUP6,1,-888,NA
4/24/2005,2005,S,MT,12,BOER4,40,-888,NA
4/24/2005,2005,S,MT,12,BOGR2,2,-888,NA
4/24/2005,2005,S,MT,12,CHAL11,1,-888,NA
4/24/2005,2005,S,MT,12,CRCR3,3,-888,NA
4/24/2005,2005,S,MT,12,GACO5,1,-888,NA
4/24/2005,2005,S,MT,12,HYFIC,4,-888,NA
4/24/2005,2005,S,MT,12,PLPA2,1,-888,NA
4/24/2005,2005,S,MT,13,GLBI2,6,-888,NA
4/24/2005,2005,S,MT,13,LEDED,1,-888,NA
4/24/2005,2005,S,MT,13,PLPA2,15,-888,NA
4/24/2005,2005,S,MT,14,BOGR2,20,-888,NA
4/24/2005,2005,S,MT,14,CHCO,4,-888,NA
4/24/2005,2005,S,MT,14,LEDED,3,-888,NA
4/24/2005,2005,S,MT,14,PLPA2,6,-888,NA
4/24/2005,2005,S,MT,15,SPHA,1,-888,O. SPCOC
4/24/2005,2005,S,MT,15,BOGR2,20,-888,NA
4/24/2005,2005,S,MT,15,PLPA2,1,-888,NA
4/24/2005,2005,S,MT,16,SPHA,1,-888,O. SPCOC
4/24/2005,2005,S,MT,16,BOGR2,15,-888,NA
4/24/2005,2005,S,MT,16,PLPA2,4,-888,NA
4/24/2005,2005,S,MT,17,BOER4,4,-888,NA
4/24/2005,2005,S,MT,17,BOGR2,20,-888,NA
4/24/2005,2005,S,MT,17,IPPU4,1,-888,NA
4/24/2005,2005,S,MT,17,PLPA2,1,-888,NA
4/24/2005,2005,S,MT,17,SATR12,2,-888,NA
4/24/2005,2005,S,MT,18,BOER4,8,-888,NA
4/24/2005,2005,S,MT,18,CHCO,2,-888,NA
4/24/2005,2005,S,MT,18,MAPIP,2,-888,NA
4/24/2005,2005,S,MT,18,PLPA2,8,-888,NA
4/24/2005,2005,S,MT,18,SPCR,4,-888,NA
4/24/2005,2005,S,MT,19,ALIN,2,-888,NA
4/24/2005,2005,S,MT,19,BOER4,1,-888,NA
4/24/2005,2005,S,MT,19,GLBI2,2,-888,NA
4/24/2005,2005,S,MT,19,PLPA2,7,-888,NA
4/24/2005,2005,S,MT,19,SPHA,4,-888,O. SPCOC
4/24/2005,2005,S,MT,20,BOER4,3,-888,NA
4/24/2005,2005,S,MT,20,BOGR2,20,-888,NA
4/24/2005,2005,S,MT,20,GLBI2,1,-888,NA
4/24/2005,2005,S,MT,20,PLPA2,6,-888,NA
4/24/2005,2005,S,MT,20,STPA4,3,-888,NA
4/24/2005,2005,S,MT,21,SPHA,2,-888,O. SPCOC
4/24/2005,2005,S,MT,21,BOGR2,4,-888,NA
4/24/2005,2005,S,MT,21,CHAL11,1,-888,NA
4/24/2005,2005,S,MT,21,PLPA2,35,-888,NA
4/24/2005,2005,S,MT,22,BOGR2,3,-888,NA
4/24/2005,2005,S,MT,22,CRCR3,1,-888,NA
4/24/2005,2005,S,MT,22,MAFE,2,-888,NA
4/24/2005,2005,S,MT,22,PLPA2,7,-888,NA
4/24/2005,2005,S,MT,23,BOGR2,10,-888,NA
4/24/2005,2005,S,MT,23,PLPA2,2,-888,NA
4/24/2005,2005,S,MT,24,SPHA,2,-888,ADDED_COVER FROM DATASHEET
4/24/2005,2005,S,MT,24,BOGR2,5,-888,NA
4/24/2005,2005,S,MT,24,PLPA2,20,-888,NA
4/24/2005,2005,S,MT,25,BOGR2,20,-888,NA
4/24/2005,2005,S,MT,25,PLPA2,1,-888,NA
4/24/2005,2005,S,MT,26,BOGR2,8,-888,NA
4/24/2005,2005,S,MT,26,LEDED,1,-888,NA
4/24/2005,2005,S,MT,26,PLPA2,9,-888,NA
4/24/2005,2005,S,MT,27,BOGR2,4,-888,NA
4/24/2005,2005,S,MT,27,ECIN2,1,-888,NA
4/24/2005,2005,S,MT,27,PLPA2,9,-888,NA
4/24/2005,2005,S,MT,28,BOER4,15,-888,NA
4/24/2005,2005,S,MT,28,BOGR2,8,-888,NA
4/24/2005,2005,S,MT,28,CHAL11,1,-888,NA
4/24/2005,2005,S,MT,28,ECIN2,10,-888,NA
4/24/2005,2005,S,MT,28,PLPA2,2,-888,NA
4/24/2005,2005,S,MT,29,BOER4,4,-888,NA
4/24/2005,2005,S,MT,29,BOGR2,8,-888,NA
4/24/2005,2005,S,MT,29,MAFE,1,-888,NA
4/24/2005,2005,S,MT,29,PLPA2,8,-888,NA
4/24/2005,2005,S,MT,30,BOER4,7,-888,NA
4/24/2005,2005,S,MT,30,BOGR2,20,-888,NA
4/24/2005,2005,S,MT,30,PLPA2,2,-888,NA
4/24/2005,2005,S,MT,30,SPCR,1,-888,NA
4/24/2005,2005,S,MT,31,BOER4,5,-888,NA
4/24/2005,2005,S,MT,31,BOGR2,15,-888,NA
4/24/2005,2005,S,MT,31,PLPA2,2,-888,NA
4/24/2005,2005,S,MT,32,ARPUP6,2,-888,NA
4/24/2005,2005,S,MT,32,BOER4,15,-888,NA
4/24/2005,2005,S,MT,32,BOGR2,8,-888,NA
4/24/2005,2005,S,MT,32,PLPA2,8,-888,NA
4/24/2005,2005,S,MT,33,BOER4,4,-888,NA
4/24/2005,2005,S,MT,33,BOGR2,4,-888,NA
4/24/2005,2005,S,MT,33,PLPA2,20,-888,NA
4/24/2005,2005,S,MT,33,SPHA,2,-888,NA
4/24/2005,2005,S,MT,34,BOER4,10,-888,NA
4/24/2005,2005,S,MT,34,BOGR2,8,-888,NA
4/24/2005,2005,S,MT,34,CRCR3,2,-888,NA
4/24/2005,2005,S,MT,34,MAFE,2,-888,NA
4/24/2005,2005,S,MT,34,PLPA2,7,-888,NA
4/24/2005,2005,S,MT,35,ECIN2,1,-888,ADDED_COVER FROM DATASHEET
4/24/2005,2005,S,MT,35,BOER4,8,-888,NA
4/24/2005,2005,S,MT,35,BOGR2,10,-888,NA
4/24/2005,2005,S,MT,35,PLPA2,4,-888,NA
4/24/2005,2005,S,MT,36,SPCR,1,-888,ADDED_COVER FROM DATASHEET
4/24/2005,2005,S,MT,36,BOGR2,4,-888,NA
4/24/2005,2005,S,MT,36,DEPI,2,-888,NA
4/24/2005,2005,S,MT,36,LEDED,2,-888,NA
4/24/2005,2005,S,MT,36,PLPA2,10,-888,NA
4/24/2005,2005,S,NC,1,BOGR2,10,-888,NA
4/24/2005,2005,S,NC,1,CHAL11,1,-888,NA
4/24/2005,2005,S,NC,1,HYFIC,3,-888,NA
4/24/2005,2005,S,NC,1,PLPA2,1,-888,NA
4/24/2005,2005,S,NC,1,SEFLF,1,-888,NA
4/24/2005,2005,S,NC,2,BOGR2,20,-888,NA
4/24/2005,2005,S,NC,2,CHAL11,4,-888,NA
4/24/2005,2005,S,NC,2,MAPIP,1,-888,NA
4/24/2005,2005,S,NC,2,PLPA2,2,-888,NA
4/24/2005,2005,S,NC,3,HODR,1,-888,O. HOGL2
4/24/2005,2005,S,NC,3,SPHA,1,-888,on datasheets is recorded as SPGR
4/24/2005,2005,S,NC,3,CHAL11,1,-888,NA
4/24/2005,2005,S,NC,3,PLJA,10,-888,NA
4/24/2005,2005,S,NC,3,PLPA2,1,-888,NA
4/24/2005,2005,S,NC,4,BOER4,8,-888,NA
4/24/2005,2005,S,NC,4,BOGR2,20,-888,NA
4/24/2005,2005,S,NC,4,MAPIP,1,-888,NA
4/24/2005,2005,S,NC,4,PLPA2,3,-888,NA
4/24/2005,2005,S,NC,5,BOER4,8,-888,NA
4/24/2005,2005,S,NC,5,BOGR2,7,-888,NA
4/24/2005,2005,S,NC,5,CYACF,1,-888,NA
4/24/2005,2005,S,NC,5,HYFIC,10,-888,NA
4/24/2005,2005,S,NC,5,MAFE,2,-888,NA
4/24/2005,2005,S,NC,5,PLPA2,2,-888,NA
4/24/2005,2005,S,NC,6,APRAH,2,-888,NA
4/24/2005,2005,S,NC,6,BOER4,20,-888,NA
4/24/2005,2005,S,NC,6,BOGR2,6,-888,NA
4/24/2005,2005,S,NC,6,CHAL11,1,-888,NA
4/24/2005,2005,S,NC,6,PLPA2,1,-888,NA
4/24/2005,2005,S,NC,7,BOER4,1,-888,NA
4/24/2005,2005,S,NC,7,BOGR2,15,-888,NA
4/24/2005,2005,S,NC,7,HYFIC,2,-888,NA
4/24/2005,2005,S,NC,7,SEBA3,1,-888,NA
4/24/2005,2005,S,NC,8,ARPUP6,10,-888,NA
4/24/2005,2005,S,NC,8,BOGR2,10,-888,NA
4/24/2005,2005,S,NC,8,CHER2,1,-888,NA
4/24/2005,2005,S,NC,8,CINE,4,-888,NA
4/24/2005,2005,S,NC,8,GLBI2,2,-888,NA
4/24/2005,2005,S,NC,8,HYFIC,7,-888,NA
4/24/2005,2005,S,NC,8,SEBA3,1,-888,NA
4/24/2005,2005,S,NC,9,BOER4,10,-888,NA
4/24/2005,2005,S,NC,9,BOGR2,20,-888,NA
4/24/2005,2005,S,NC,9,CHER2,1,-888,NA
4/24/2005,2005,S,NC,9,PLPA2,1,-888,NA
4/24/2005,2005,S,NC,9,SEFLF,4,-888,NA
4/24/2005,2005,S,NC,10,BOGR2,10,-888,NA
4/24/2005,2005,S,NC,10,CHAL11,8,-888,NA
4/24/2005,2005,S,NC,10,LEDED,2,-888,NA
4/24/2005,2005,S,NC,10,MAPIP,3,-888,NA
4/24/2005,2005,S,NC,10,PLPA2,2,-888,NA
4/24/2005,2005,S,NC,10,ZIGR,2,-888,NA
4/24/2005,2005,S,NC,11,HODR,3,-888,O. HOGL2
4/24/2005,2005,S,NC,11,BOGR2,8,-888,NA
4/24/2005,2005,S,NC,11,CRCR3,3,-888,NA
4/24/2005,2005,S,NC,11,PLPA2,8,-888,NA
4/24/2005,2005,S,NC,12,ARPUP6,4,-888,NA
4/24/2005,2005,S,NC,12,BOGR2,15,-888,NA
4/24/2005,2005,S,NC,12,CHAL11,1,-888,NA
4/24/2005,2005,S,NC,12,LEDED,3,-888,NA
4/24/2005,2005,S,NC,12,PLPA2,1,-888,NA
4/24/2005,2005,S,NC,13,HODR,6,-888,O. HOGL2
4/24/2005,2005,S,NC,13,BOER4,3,-888,NA
4/24/2005,2005,S,NC,13,BOGR2,8,-888,NA
4/24/2005,2005,S,NC,13,CHIN2,2,-888,NA
4/24/2005,2005,S,NC,13,CYACF,2,-888,NA
4/24/2005,2005,S,NC,13,DEPI,2,-888,NA
4/24/2005,2005,S,NC,13,LEDED,1,-888,NA
4/24/2005,2005,S,NC,13,MAFE,1,-888,NA
4/24/2005,2005,S,NC,13,MAPIP,1,-888,NA
4/24/2005,2005,S,NC,13,PLPA2,2,-888,NA
4/24/2005,2005,S,NC,14,BOGR2,3,-888,NA
4/24/2005,2005,S,NC,14,CHAL11,1,-888,NA
4/24/2005,2005,S,NC,14,DEPI,1,-888,NA
4/24/2005,2005,S,NC,14,LEDED,2,-888,NA
4/24/2005,2005,S,NC,14,PLPA2,1,-888,NA
4/24/2005,2005,S,NC,15,BOER4,3,-888,NA
4/24/2005,2005,S,NC,15,BOGR2,15,-888,NA
4/24/2005,2005,S,NC,15,CHAL11,1,-888,NA
4/24/2005,2005,S,NC,15,MAPIP,2,-888,NA
4/24/2005,2005,S,NC,15,SEBA3,2,-888,NA
4/24/2005,2005,S,NC,15,ZIGR,6,-888,NA
4/24/2005,2005,S,NC,16,BOER4,1,-888,NA
4/24/2005,2005,S,NC,16,BOGR2,20,-888,NA
4/24/2005,2005,S,NC,16,CHAL11,1,-888,NA
4/24/2005,2005,S,NC,16,CRCR3,2,-888,NA
4/24/2005,2005,S,NC,16,GACO5,8,-888,NA
4/24/2005,2005,S,NC,16,MAPIP,1,-888,NA
4/24/2005,2005,S,NC,16,PLPA2,3,-888,NA
4/24/2005,2005,S,NC,17,BOGR2,15,-888,NA
4/24/2005,2005,S,NC,17,GACO5,2,-888,NA
4/24/2005,2005,S,NC,17,HYFIC,2,-888,NA
4/24/2005,2005,S,NC,17,PLPA2,1,-888,NA
4/24/2005,2005,S,NC,18,BOGR2,15,-888,NA
4/24/2005,2005,S,NC,18,HYFIC,1,-888,NA
4/24/2005,2005,S,NC,19,BOER4,4,-888,NA
4/24/2005,2005,S,NC,19,BOGR2,4,-888,NA
4/24/2005,2005,S,NC,19,CRCR3,4,-888,NA
4/24/2005,2005,S,NC,19,HYFIC,8,-888,NA
4/24/2005,2005,S,NC,19,PLPA2,2,-888,NA
4/24/2005,2005,S,NC,20,BOER4,3,-888,NA
4/24/2005,2005,S,NC,20,BOGR2,20,-888,NA
4/24/2005,2005,S,NC,20,GACO5,2,-888,NA
4/24/2005,2005,S,NC,20,HYFIC,4,-888,NA
4/24/2005,2005,S,NC,20,PLPA2,1,-888,NA
4/24/2005,2005,S,NC,21,BOER4,15,-888,NA
4/24/2005,2005,S,NC,21,BOGR2,4,-888,NA
4/24/2005,2005,S,NC,21,MAFE,1,-888,NA
4/24/2005,2005,S,NC,21,MAPIP,1,-888,NA
4/24/2005,2005,S,NC,21,PLPA2,10,-888,NA
4/24/2005,2005,S,NC,22,BOGR2,20,-888,NA
4/24/2005,2005,S,NC,22,CHAL11,1,-888,NA
4/24/2005,2005,S,NC,22,ZIGR,2,-888,NA
4/24/2005,2005,S,NC,23,BOGR2,8,-888,NA
4/24/2005,2005,S,NC,23,CHAL11,1,-888,NA
4/24/2005,2005,S,NC,23,GACO5,1,-888,NA
4/24/2005,2005,S,NC,23,MAPIP,1,-888,NA
4/24/2005,2005,S,NC,23,PLJA,10,-888,NA
4/24/2005,2005,S,NC,23,PLPA2,1,-888,NA
4/24/2005,2005,S,NC,24,BOER4,2,-888,NA
4/24/2005,2005,S,NC,24,BOGR2,20,-888,NA
4/24/2005,2005,S,NC,24,MAFE,3,-888,NA
4/24/2005,2005,S,NC,24,PLPA2,8,-888,NA
4/24/2005,2005,S,NC,24,SEFLF,3,-888,NA
4/24/2005,2005,S,NC,25,APRAH,1,-888,ADDED_COVER FROM DATASHEET
4/24/2005,2005,S,NC,25,BOBA2,1,-888,ADDED_COVER FROM DATASHEET
4/24/2005,2005,S,NC,25,BOGR2,10,-888,NA
4/24/2005,2005,S,NC,25,DEPI,1,-888,NA
4/24/2005,2005,S,NC,25,PLJA,20,-888,NA
4/24/2005,2005,S,NC,25,PLPA2,2,-888,NA
4/24/2005,2005,S,NC,25,ZIGR,7,-888,NA
4/24/2005,2005,S,NC,26,APRAH,1,-888,NA
4/24/2005,2005,S,NC,26,BOGR2,35,-888,NA
4/24/2005,2005,S,NC,26,CHAL11,4,-888,NA
4/24/2005,2005,S,NC,26,GACO5,2,-888,NA
