year,season,date,treatment,site,block,plot,quad,species,obs,cover,height,count,comment
2012,3,10/8/2012,E,EB,9,3,1,BOGR2,2,0.25,6,17,NA
2012,3,10/8/2012,E,EB,9,3,1,BOGR2,3,0.5,5,8,NA
2012,3,10/8/2012,E,EB,9,3,1,BOGR2,4,0.75,7,4,NA
2012,3,10/8/2012,E,EB,9,3,1,BOGR2,5,1,7,1,NA
2012,3,10/8/2012,E,EB,9,3,1,BOGR2,6,1.5,8,1,NA
2012,3,10/8/2012,E,EB,9,3,1,CHSES,1,0.1,2,1,NA
2012,3,10/8/2012,E,EB,9,3,1,CHSES,2,0.75,1,1,NA
2012,3,10/8/2012,E,EB,9,3,1,ECIN2,1,0.1,2,1,R
2012,3,10/8/2012,E,EB,9,3,2,BOER4,1,1,7,3,NA
2012,3,10/8/2012,E,EB,9,3,2,BOER4,2,0.75,7,2,NA
2012,3,10/8/2012,E,EB,9,3,2,BOER4,3,0.25,4,1,NA
2012,3,10/8/2012,E,EB,9,3,2,BOGR2,1,0.1,4,26,NA
2012,3,10/8/2012,E,EB,9,3,2,BOGR2,2,0.25,4,13,NA
2012,3,10/8/2012,E,EB,9,3,2,BOGR2,3,0.5,6,6,NA
2012,3,10/8/2012,E,EB,9,3,2,BOGR2,4,0.75,7,5,NA
2012,3,10/8/2012,E,EB,9,3,2,BOGR2,5,1,6,1,NA
2012,3,10/8/2012,E,EB,9,3,2,CHSES,1,0.25,1,1,NA
2012,3,10/8/2012,E,EB,9,3,2,CHSES,2,0.75,1,1,NA
2012,3,10/8/2012,E,EB,9,3,2,CHSES,3,0.1,1,1,NA
2012,3,10/8/2012,E,EB,9,3,2,CHSES,4,0.5,2,1,NA
2012,3,10/8/2012,E,EB,9,3,2,CHSES,5,1,2,1,NA
2012,3,10/8/2012,E,EB,9,3,2,ECIN2,1,0.1,2,1,R
2012,3,10/8/2012,E,EB,9,3,2,ECIN2,2,0.25,8,1,R
2012,3,10/8/2012,E,EB,9,3,3,BOER4,1,2,7,2,NA
2012,3,10/8/2012,E,EB,9,3,3,BOER4,2,1,9,1,NA
2012,3,10/8/2012,E,EB,9,3,3,BOGR2,1,0.1,5,21,NA
2012,3,10/8/2012,E,EB,9,3,3,BOGR2,2,0.25,6,13,NA
2012,3,10/8/2012,E,EB,9,3,3,BOGR2,3,0.5,6,8,NA
2012,3,10/8/2012,E,EB,9,3,3,BOGR2,4,0.75,5,4,NA
2012,3,10/8/2012,E,EB,9,3,3,BOGR2,5,1,7,5,NA
2012,3,10/8/2012,E,EB,9,3,3,CHSES,1,0.1,2,1,NA
2012,3,10/8/2012,E,EB,9,3,3,CHSES,2,0.25,3,1,NA
2012,3,10/8/2012,E,EB,9,3,3,CHSES,3,0.5,3,2,NA
2012,3,10/8/2012,E,EB,9,3,3,CHSES,4,0.75,3,2,NA
2012,3,10/8/2012,E,EB,9,3,3,CHSES,5,1,3,1,NA
2012,3,10/8/2012,E,EB,9,3,3,ECIN2,1,0.1,2,1,R
2012,3,10/8/2012,E,EB,9,3,3,ZIGR,1,0.5,5,1,NA
2012,3,10/8/2012,E,EB,9,3,4,ALMA4,1,0.25,7,1,NA
2012,3,10/8/2012,E,EB,9,3,4,BOGR2,1,0.1,5,32,NA
2012,3,10/8/2012,E,EB,9,3,4,BOGR2,2,0.25,5,16,NA
2012,3,10/8/2012,E,EB,9,3,4,BOGR2,3,0.5,4,11,NA
2012,3,10/8/2012,E,EB,9,3,4,BOGR2,4,0.75,6,9,NA
2012,3,10/8/2012,E,EB,9,3,4,BOGR2,5,1,7,5,NA
2012,3,10/8/2012,E,EB,9,3,4,CHSES,1,0.1,2,1,NA
2012,3,10/8/2012,E,EB,9,3,4,CHSES,2,0.75,2,3,NA
2012,3,10/8/2012,E,EB,9,3,4,CHSES,3,0.25,3,2,NA
2012,3,10/8/2012,C,EB,10,4,1,BOER4,1,1.5,10,2,NA
2012,3,10/8/2012,C,EB,10,4,1,BOGR2,1,0.1,6,4,NA
2012,3,10/8/2012,C,EB,10,4,1,BOGR2,2,0.25,7,6,NA
2012,3,10/8/2012,C,EB,10,4,1,BOGR2,3,0.5,7,5,NA
2012,3,10/8/2012,C,EB,10,4,1,BOGR2,4,0.75,13,7,NA
2012,3,10/8/2012,C,EB,10,4,1,BOGR2,5,1,11,4,NA
2012,3,10/8/2012,C,EB,10,4,1,BOGR2,6,0.1,4,3,NA
2012,3,10/8/2012,C,EB,10,4,1,MUAR2,1,0.5,6,1,NA
2012,3,10/8/2012,C,EB,10,4,1,MUAR2,2,0.1,3,1,NA
2012,3,10/8/2012,C,EB,10,4,1,SPORO,1,1,10,1,NA
2012,3,10/8/2012,C,EB,10,4,1,STPA4,1,2,18,1,NA
2012,3,10/8/2012,C,EB,10,4,2,ASTRA,1,0.1,3,1,NA
2012,3,10/8/2012,C,EB,10,4,2,BOER4,1,1,11,3,NA
2012,3,10/8/2012,C,EB,10,4,2,BOER4,2,0.25,6,1,NA
2012,3,10/8/2012,C,EB,10,4,2,BOGR2,1,0.1,6,9,NA
2012,3,10/8/2012,C,EB,10,4,2,BOGR2,2,0.25,5,7,NA
2012,3,10/8/2012,C,EB,10,4,2,BOGR2,3,0.5,7,8,NA
2012,3,10/8/2012,C,EB,10,4,2,BOGR2,4,0.75,7,3,NA
2012,3,10/8/2012,C,EB,10,4,2,BOGR2,5,1,7,5,NA
2012,3,10/8/2012,C,EB,10,4,2,BOGR2,6,1.5,10,1,NA
2012,3,10/8/2012,C,EB,10,4,2,CHSES,1,0.25,3,2,NA
2012,3,10/8/2012,C,EB,10,4,2,ECIN2,1,0.25,6,1,NA
2012,3,10/8/2012,C,EB,10,4,2,MUAR2,1,0.75,6,1,NA
2012,3,10/8/2012,C,EB,10,4,2,MUAR2,2,0.25,6,1,NA
2012,3,10/8/2012,C,EB,10,4,2,PLJA,1,0.1,6,1,NA
2012,3,10/8/2012,C,EB,10,4,2,SPORO,1,1.5,10,1,NA
2012,3,10/8/2012,C,EB,10,4,2,SPORO,2,1.5,16,1,NA
2012,3,10/8/2012,C,EB,10,4,2,SPORO,3,0.75,9,1,NA
2012,3,10/8/2012,C,EB,10,4,2,STPA4,1,1.5,6,1,NA
2012,3,10/8/2012,C,EB,10,4,3,ALIN,1,4,7,2,NA
2012,3,10/8/2012,C,EB,10,4,3,ALIN,2,7,15,1,NA
2012,3,10/8/2012,C,EB,10,4,3,BOER4,1,1.5,9,3,NA
2012,3,10/8/2012,C,EB,10,4,3,BOER4,2,0.25,7,1,NA
2012,3,10/8/2012,C,EB,10,4,3,BOER4,3,1,10,4,NA
2012,3,10/8/2012,C,EB,10,4,3,BOER4,4,0.75,10,2,NA
2012,3,10/8/2012,C,EB,10,4,3,BOGR2,1,0.1,4,2,NA
2012,3,10/8/2012,C,EB,10,4,3,BOGR2,2,0.25,8,4,NA
2012,3,10/8/2012,C,EB,10,4,3,BOGR2,3,0.5,8,2,NA
2012,3,10/8/2012,C,EB,10,4,3,BOGR2,4,0.75,6,5,NA
2012,3,10/8/2012,C,EB,10,4,3,BOGR2,5,1,8,2,NA
2012,3,10/8/2012,C,EB,10,4,3,CHSES,1,1,4,1,NA
2012,3,10/8/2012,C,EB,10,4,3,CHSES,2,0.1,3,2,NA
2012,3,10/8/2012,C,EB,10,4,3,CHSES,3,0.25,4,1,NA
2012,3,10/8/2012,C,EB,10,4,3,ECIN2,1,0.5,7,1,R
2012,3,10/8/2012,C,EB,10,4,3,ECIN2,2,0.25,4,1,NA
2012,3,10/8/2012,C,EB,10,4,3,SPORO,1,1.5,14,2,NA
2012,3,10/8/2012,C,EB,10,4,3,SPORO,2,0.25,5,1,NA
2012,3,10/8/2012,C,EB,10,4,4,BOER4,1,0.75,9,1,NA
2012,3,10/8/2012,C,EB,10,4,4,BOER4,2,1,11,1,NA
2012,3,10/8/2012,C,EB,10,4,4,BOER4,3,0.75,13,1,NA
2012,3,10/8/2012,C,EB,10,4,4,BOGR2,1,0.25,6,5,NA
2012,3,10/8/2012,C,EB,10,4,4,BOGR2,2,0.5,8,2,NA
2012,3,10/8/2012,C,EB,10,4,4,BOGR2,3,0.75,11,1,NA
2012,3,10/8/2012,C,EB,10,4,4,CHSES,1,1,5,7,NA
2012,3,10/8/2012,C,EB,10,4,4,CHSES,2,3,5,1,NA
2012,3,10/8/2012,C,EB,10,4,4,CHSES,3,0.25,8,1,NA
2012,3,10/8/2012,C,EB,10,4,4,CHSES,4,0.5,2,1,NA
2012,3,10/8/2012,C,EB,10,4,4,CHSES,5,0.1,2,1,NA
2012,3,10/8/2012,C,EB,10,4,4,CHSES,6,0.75,6,1,NA
2012,3,10/8/2012,C,EB,10,4,4,ECIN2,1,0.1,2,1,R
2012,3,10/8/2012,C,EB,10,4,4,NAHI,1,0.1,3,1,NA
2012,3,10/8/2012,C,EB,10,4,4,SPORO,1,1.5,11,1,NA
2012,3,10/8/2012,C,EB,10,4,4,SPORO,2,1,14,1,NA
2012,3,10/9/2012,E,EB,10,5,1,BOER4,1,1,10,5,NA
2012,3,10/9/2012,E,EB,10,5,1,BOER4,2,0.75,8,2,NA
2012,3,10/9/2012,E,EB,10,5,1,BOER4,3,2,9,3,NA
2012,3,10/9/2012,E,EB,10,5,1,BOER4,4,0.5,7,1,NA
2012,3,10/9/2012,E,EB,10,5,1,BOER4,5,2.5,10,1,NA
2012,3,10/9/2012,E,EB,10,5,1,BOGR2,1,0.1,4,8,NA
2012,3,10/9/2012,E,EB,10,5,1,BOGR2,2,0.25,7,13,NA
2012,3,10/9/2012,E,EB,10,5,1,BOGR2,3,0.5,7,4,NA
2012,3,10/9/2012,E,EB,10,5,1,BOGR2,4,0.75,8,1,NA
2012,3,10/9/2012,E,EB,10,5,1,BOGR2,5,1,7,2,NA
2012,3,10/9/2012,E,EB,10,5,1,CHSES,1,0.25,4,1,NA
2012,3,10/9/2012,E,EB,10,5,1,CHSES,2,0.1,1,1,NA
2012,3,10/9/2012,E,EB,10,5,1,GACO5,1,0.25,10,1,NA
2012,3,10/9/2012,E,EB,10,5,1,KAPA,1,3,5,1,NA
2012,3,10/9/2012,E,EB,10,5,2,BOER4,1,0.25,8,2,NA
2012,3,10/9/2012,E,EB,10,5,2,BOER4,2,2.5,8,3,NA
2012,3,10/9/2012,E,EB,10,5,2,BOER4,3,1.5,6,1,NA
2012,3,10/9/2012,E,EB,10,5,2,BOER4,4,1,7,1,NA
2012,3,10/9/2012,E,EB,10,5,2,BOGR2,1,0.1,4,7,NA
2012,3,10/9/2012,E,EB,10,5,2,BOGR2,2,0.25,6,7,NA
2012,3,10/9/2012,E,EB,10,5,2,BOGR2,3,0.5,8,4,NA
2012,3,10/9/2012,E,EB,10,5,2,BOGR2,4,0.75,7,5,NA
2012,3,10/9/2012,E,EB,10,5,2,BOGR2,5,1.5,6,1,NA
2012,3,10/9/2012,E,EB,10,5,2,BOGR2,6,2.5,9,1,NA
2012,3,10/9/2012,E,EB,10,5,2,BOGR2,7,1,9,3,NA
2012,3,10/9/2012,E,EB,10,5,2,CHSES,1,0.1,2,2,NA
2012,3,10/9/2012,E,EB,10,5,2,CHSES,2,0.1,4,1,NA
2012,3,10/9/2012,E,EB,10,5,2,KAPA,1,1.5,7,1,NA
2012,3,10/9/2012,E,EB,10,5,2,SPORO,1,2,14,1,NA
2012,3,10/9/2012,E,EB,10,5,2,SPORO,2,0.25,7,1,NA
2012,3,10/9/2012,E,EB,10,5,2,SPORO,3,0.75,10,1,NA
2012,3,10/9/2012,E,EB,10,5,3,ASTRA,1,0.1,2,1,NA
2012,3,10/9/2012,E,EB,10,5,3,BOER4,1,0.5,8,2,NA
2012,3,10/9/2012,E,EB,10,5,3,BOER4,2,1.5,10,2,NA
2012,3,10/9/2012,E,EB,10,5,3,BOER4,3,2.5,12,1,NA
2012,3,10/9/2012,E,EB,10,5,3,BOGR2,1,0.1,7,11,NA
2012,3,10/9/2012,E,EB,10,5,3,BOGR2,2,0.25,10,3,NA
2012,3,10/9/2012,E,EB,10,5,3,BOGR2,3,0.5,9,2,NA
2012,3,10/9/2012,E,EB,10,5,3,BOGR2,4,0.75,7,3,NA
2012,3,10/9/2012,E,EB,10,5,3,BOGR2,5,1,10,4,NA
2012,3,10/9/2012,E,EB,10,5,3,BOGR2,6,2,9,2,NA
2012,3,10/9/2012,E,EB,10,5,3,CHSES,1,1,7,1,NA
2012,3,10/9/2012,E,EB,10,5,3,CHSES,2,0.25,6,1,NA
2012,3,10/9/2012,E,EB,10,5,3,CHSES,3,0.75,4,2,NA
2012,3,10/9/2012,E,EB,10,5,3,CHSES,4,0.5,5,1,NA
2012,3,10/9/2012,E,EB,10,5,3,GACO5,1,0.5,7,1,NA
2012,3,10/9/2012,E,EB,10,5,4,BOER4,1,1,7,3,NA
2012,3,10/9/2012,E,EB,10,5,4,BOER4,2,4,8,2,NA
2012,3,10/9/2012,E,EB,10,5,4,BOER4,3,0.25,7,4,NA
2012,3,10/9/2012,E,EB,10,5,4,BOER4,4,2.5,11,2,NA
2012,3,10/9/2012,E,EB,10,5,4,BOER4,5,0.75,8,2,NA
2012,3,10/9/2012,E,EB,10,5,4,BOER4,6,1.5,8,3,NA
2012,3,10/9/2012,E,EB,10,5,4,BOGR2,1,0.1,4,11,NA
2012,3,10/9/2012,E,EB,10,5,4,BOGR2,2,0.25,9,4,NA
2012,3,10/9/2012,E,EB,10,5,4,BOGR2,3,0.5,9,4,NA
2012,3,10/9/2012,E,EB,10,5,4,BOGR2,4,0.75,8,3,NA
2012,3,10/9/2012,E,EB,10,5,4,BOGR2,5,1,9,1,NA
2012,3,10/9/2012,E,EB,10,5,4,CHSES,1,0.75,4,1,NA
2012,3,10/9/2012,E,EB,10,5,4,GACO5,1,1.5,15,2,NA
2012,3,10/9/2012,E,EB,10,5,4,SPORO,1,0.5,6,1,NA
2012,3,10/9/2012,C,EB,8,6,1,BOER4,1,1.5,9,1,NA
2012,3,10/9/2012,C,EB,8,6,1,BOER4,2,0.75,6,1,NA
2012,3,10/9/2012,C,EB,8,6,1,BOGR2,1,0.1,5,26,NA
2012,3,10/9/2012,C,EB,8,6,1,BOGR2,2,0.25,7,18,NA
2012,3,10/9/2012,C,EB,8,6,1,BOGR2,3,0.5,6,10,NA
2012,3,10/9/2012,C,EB,8,6,1,BOGR2,4,0.75,5,6,NA
2012,3,10/9/2012,C,EB,8,6,1,BOGR2,5,1,7,9,NA
2012,3,10/9/2012,C,EB,8,6,1,BOGR2,6,2,6,1,NA
2012,3,10/9/2012,C,EB,8,6,1,CHSES,1,0.25,4,1,NA
2012,3,10/9/2012,C,EB,8,6,2,BOGR2,1,0.1,4,24,NA
2012,3,10/9/2012,C,EB,8,6,2,BOGR2,2,0.25,5,13,NA
2012,3,10/9/2012,C,EB,8,6,2,BOGR2,3,0.5,6,5,NA
2012,3,10/9/2012,C,EB,8,6,2,BOGR2,4,0.75,8,11,NA
2012,3,10/9/2012,C,EB,8,6,2,BOGR2,5,1,5,9,NA
2012,3,10/9/2012,C,EB,8,6,2,BOGR2,6,2,7,1,NA
2012,3,10/9/2012,C,EB,8,6,2,ECIN2,1,0.01,1,1,NA
2012,3,10/9/2012,C,EB,8,6,2,ECIN2,2,0.1,2,2,NA
2012,3,10/9/2012,C,EB,8,6,2,ECIN2,3,0.25,6,1,NA
2012,3,10/9/2012,C,EB,8,6,2,ECIN2,4,0.5,6,1,NA
2012,3,10/9/2012,C,EB,8,6,2,GACO5,1,1.5,10,1,NA
2012,3,10/9/2012,C,EB,8,6,3,BOER4,1,0.75,8,1,NA
2012,3,10/9/2012,C,EB,8,6,3,BOER4,2,1.5,6,1,NA
2012,3,10/9/2012,C,EB,8,6,3,BOER4,3,0.25,5,1,NA
2012,3,10/9/2012,C,EB,8,6,3,BOGR2,1,0.1,5,32,NA
2012,3,10/9/2012,C,EB,8,6,3,BOGR2,2,0.25,5,20,NA
2012,3,10/9/2012,C,EB,8,6,3,BOGR2,3,0.5,6,7,NA
2012,3,10/9/2012,C,EB,8,6,3,BOGR2,4,0.75,8,9,NA
2012,3,10/9/2012,C,EB,8,6,3,BOGR2,5,1,12,3,NA
2012,3,10/9/2012,C,EB,8,6,3,BOGR2,6,2,7,1,NA
2012,3,10/9/2012,C,EB,8,6,3,CHSES,1,0.75,2,4,NA
2012,3,10/9/2012,C,EB,8,6,3,CHSES,2,0.5,3,1,NA
2012,3,10/9/2012,C,EB,8,6,3,CHSES,3,0.25,4,2,NA
2012,3,10/9/2012,C,EB,8,6,3,CHSES,4,0.1,2,1,NA
2012,3,10/9/2012,C,EB,8,6,3,GACO5,1,0.5,10,1,NA
2012,3,10/9/2012,C,EB,8,6,3,GACO5,2,0.1,8,1,NA
2012,3,10/9/2012,C,EB,8,6,3,ZIGR,1,0.25,6,1,NA
2012,3,10/9/2012,C,EB,8,6,4,BOER4,1,0.25,6,1,NA
2012,3,10/9/2012,C,EB,8,6,4,BOER4,2,0.5,6,1,NA
2012,3,10/9/2012,C,EB,8,6,4,BOER4,3,0.1,5,1,NA
2012,3,10/9/2012,C,EB,8,6,4,BOER4,4,4,12,1,NA
2012,3,10/9/2012,C,EB,8,6,4,BOER4,5,0.5,9,1,NA
2012,3,10/9/2012,C,EB,8,6,4,BOER4,6,1,8,1,NA
2012,3,10/9/2012,C,EB,8,6,4,BOER4,7,3,8,1,NA
2012,3,10/9/2012,C,EB,8,6,4,BOGR2,1,0.1,4,13,NA
2012,3,10/9/2012,C,EB,8,6,4,BOGR2,2,0.25,9,10,NA
2012,3,10/9/2012,C,EB,8,6,4,BOGR2,3,0.5,7,7,NA
2012,3,10/9/2012,C,EB,8,6,4,BOGR2,4,0.75,9,6,NA
2012,3,10/9/2012,C,EB,8,6,4,BOGR2,5,1,8,2,NA
2012,3,10/9/2012,C,EB,8,6,4,CHSES,1,2,1,1,NA
2012,3,10/9/2012,C,EB,8,6,4,ECIN2,1,0.1,1,1,NA
2012,3,10/9/2012,C,EB,8,6,4,ECIN2,2,0.25,6,1,NA
2012,3,10/9/2012,C,EB,8,6,4,ZIGR,1,0.1,4,1,NA
2012,3,10/9/2012,D,EB,10,7,1,BOGR2,1,0.1,6,21,NA
2012,3,10/9/2012,D,EB,10,7,1,BOGR2,2,0.25,7,17,NA
2012,3,10/9/2012,D,EB,10,7,1,BOGR2,3,0.5,6,8,NA
2012,3,10/9/2012,D,EB,10,7,1,BOGR2,4,0.75,7,4,NA
2012,3,10/9/2012,D,EB,10,7,1,BOGR2,5,1,9,4,NA
2012,3,10/9/2012,D,EB,10,7,1,BOGR2,6,1.5,8,1,NA
2012,3,10/9/2012,D,EB,10,7,1,CHSES,1,0.75,7,1,NA
2012,3,10/9/2012,D,EB,10,7,1,CHSES,2,0.5,1,1,NA
2012,3,10/9/2012,D,EB,10,7,1,CHSES,3,0.1,3,1,NA
2012,3,10/9/2012,D,EB,10,7,1,CHSES,4,0.25,5,1,NA
2012,3,10/9/2012,D,EB,10,7,2,BOER4,1,2,10,2,NA
2012,3,10/9/2012,D,EB,10,7,2,BOER4,2,0.25,8,1,NA
2012,3,10/9/2012,D,EB,10,7,2,BOER4,3,0.75,9,2,NA
2012,3,10/9/2012,D,EB,10,7,2,BOER4,4,1,9,1,NA
2012,3,10/9/2012,D,EB,10,7,2,BOGR2,1,0.1,7,26,NA
2012,3,10/9/2012,D,EB,10,7,2,BOGR2,2,0.25,7,14,NA
2012,3,10/9/2012,D,EB,10,7,2,BOGR2,3,0.5,8,8,NA
2012,3,10/9/2012,D,EB,10,7,2,BOGR2,4,0.75,8,5,NA
2012,3,10/9/2012,D,EB,10,7,2,CHSES,1,0.1,3,1,NA
