"YEAR"	"WEB"	"KIND"	"DATE"	"RECORDER"	"TRANS"	"PT"	"SPECIES"	"PCT COVER"	"Comments"
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	1	"EREF"	20	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	1	"BOGR"	35	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	1	"LITT"	30	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	1	"BARE"	1	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	2	"ARFR"	15	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	2	"ARDR"	1	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	2	"SPCO"	5	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	2	"LEDE"	1	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	2	"LYJU"	5	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	2	"AGSM"	10	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	2	"BOGR"	15	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	2	"BARE"	15	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	2	"LITT"	15	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	3	"ATCA"	100	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	4	"AGSM"	50	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	4	"LEDE"	5	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	4	"BOGR"	5	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	4	"OPPO"	5	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	4	"BARE"	15	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	4	"LITT"	20	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	5	"BOGR"	5	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	5	"AGSM"	50	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	5	"LITT"	35	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	5	"BARE"	10	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	6	"SPCO"	5	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	6	"LEDE"	1	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	6	"BOGR"	35	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	6	"AGSM"	15	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	6	"ATCA"	10	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	6	"LITT"	30	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	6	"BARE"	4	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	7	"BOGR"	5	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	7	"MILI"	5	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	7	"THME"	1	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	7	"LEDE"	1	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	7	"BARE"	10	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	7	"LITT"	47	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	7	"EREF"	20	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	7	"AGSM"	10	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	7	"OPPO"	1	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	8	"LYJU"	15	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	8	"KOSC"	5	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	8	"AGSM"	15	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	8	"BOGR"	50	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	8	"LITT"	5	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	9	"TROC"	5	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	9	"BOGR"	70	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	9	"BARE"	10	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	9	"LITT"	15	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	10	"AGSM"	15	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	10	"BOGR"	15	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	10	"PLPA"	1	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	10	"UNKN FORB"	1	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	10	"BARE"	20	""
1999	"13NW"	"shrub"	"36359"	"SC, SQ"	2	10	"LITT"	48	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	1	"OPPO"	5	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	1	"BOGR"	20	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	1	"LITT"	30	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	1	"BARE"	15	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	1	"EREF"	25	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	1	"THTR"	1	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	1	"CHVI"	1	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	2	"EREF"	50	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	2	"SPCO"	1	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	2	"BOGR"	20	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	2	"ARLO"	5	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	2	"CHLE"	1	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	2	"AGSM"	5	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	2	"BARE"	20	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	2	"LITT"	10	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	3	"ARFR"	60	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	3	"STCO"	5	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	3	"BOGR"	5	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	3	"SPCO"	10	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	3	"LITT"	10	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	3	"BARE"	10	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	4	"CHLE"	5	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	4	"EREF"	25	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	4	"BOGR"	30	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	4	"BARE"	5	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	4	"LITT"	15	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	4	"STCO"	5	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	4	"PIOP"	5	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	4	"CAHE"	5	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	4	"THTR"	5	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	5	"SPCO"	5	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	5	"LIDI"	20	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	5	"BOGR"	30	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	5	"EREF"	10	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	5	"BARE"	10	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	5	"AGSM"	1	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	5	"LITT"	25	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	6	"OPPO"	10	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	6	"BOGR"	10	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	6	"AGSM"	30	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	6	"EREF"	15	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	6	"LITT"	25	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	6	"BARE"	10	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	7	"EREF"	40	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	7	"ASOX"	10	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	7	"AGSM"	10	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	7	"BOGR"	15	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	7	"LIDI"	1	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	7	"BARE"	5	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	7	"LITT"	15	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	8	"AGSM"	25	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	8	"BOGR"	15	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	8	"EREF"	5	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	8	"BARE"	10	""
1999	"13NW"	"shrub"	"36360"	"LL, DH"	3	8	"LITT"	45	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	9	"LEDI"	1	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	9	"AGSM"	5	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	9	"BOGR"	60	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	9	"SPCO"	1	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	9	"CHLE"	1	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	9	"BARE"	10	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	9	"LITT"	20	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	10	"BOGR"	65	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	10	"SPCR"	5	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	10	"THTR"	5	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	10	"BARE"	10	""
1999	"13NW"	"shrub"	"36360"	"DH, LL"	3	10	"LITT"	15	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	1	"SPCO"	10	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	1	"STCO"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	1	"EREF"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	1	"ARFR"	20	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	1	"LYCO"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	1	"BOGR"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	1	"BARE"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	1	"LITT"	45	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	2	"BOGR"	1	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	2	"STCO"	10	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	2	"ARLO"	10	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	2	"ARFR"	1	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	2	"ASOX"	20	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	2	"BARE"	40	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	2	"EREF"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	2	"CAHE"	1	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	2	"LITT"	10	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	2	"SIHY"	1	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	3	"CAHE"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	3	"STCO"	1	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	3	"ARFR"	10	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	3	"ASOX"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	3	"AGSM"	10	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	3	"SPCO"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	3	"BOGR"	20	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	3	"BARE"	10	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	3	"LITT"	35	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	4	"BOGR"	35	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	4	"STCO"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	4	"BARE"	15	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	4	"SPCO"	1	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	4	"UNKL"	1	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	4	"LITT"	45	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	5	"ARFR"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	5	"BOGR"	40	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	5	"SPCR"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	5	"OPPO"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	5	"EREF"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	5	"KOCHIA"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	5	"GACO"	1	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	5	"BARE"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	5	"LITT"	25	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	6	"EREF"	20	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	6	"OPPO"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	6	"SPCO"	1	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	6	"BOGR"	25	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	6	"BARE"	20	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	6	"LITT"	30	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	7	"EREF"	15	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	7	"SIHY"	10	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	7	"ASOX"	10	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	7	"OPPO"	1	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	7	"BOGR"	40	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	7	"LITT"	25	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	8	"BOGR"	40	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	8	"ASOX"	10	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	8	"BARE"	20	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	8	"LITT"	30	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	9	"EREF"	35	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	9	"STCO"	15	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	9	"SPCO"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	9	"BOGR"	1	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	9	"BARE"	5	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	9	"LITT"	40	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	10	"EREF"	10	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	10	"ASOX"	10	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	10	"ARFR"	10	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	10	"HELIATHUS"	1	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	10	"BOGR"	35	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	10	"BARE"	10	""
1999	"13SW"	"shrub"	"36361"	"DH, DL"	1	10	"LITT"	25	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	1	"ARLO"	20	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	1	"SPCO"	5	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	1	"BOGR"	25	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	1	"EREF"	10	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	1	"CAHE"	5	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	1	"PIOP"	1	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	1	"BARE"	15	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	1	"LITT"	10	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	2	"STCO"	10	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	2	"BOGR"	40	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	2	"KOSIA"	1	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	2	"ARFR"	1	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	2	"POOL"	1	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	2	"BARE"	25	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	2	"LITT"	25	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	3	"BOGR"	35	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	3	"STCO"	20	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	3	"PIOP"	1	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	3	"CAHE"	5	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	3	"BARE"	10	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	3	"LITT"	25	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	4	"ASOX"	5	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	4	"BOGR"	65	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	4	"BARE"	5	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	4	"LITT"	25	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	5	"BOGR"	75	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	5	"LITT"	15	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	5	"BARE"	5	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	6	"ARFR"	5	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	6	"BOGR"	30	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	6	"AMPS"	15	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	6	"BARE"	10	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	6	"LITT"	40	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	7	"BOGR"	40	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	7	"CAHE"	5	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	7	"BARE"	20	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	7	"LITT"	30	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	7	"STCO"	5	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	8	"C. VILLOSA"	20	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	8	"EREF"	10	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	8	"KOSIA"	1	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	8	"SPCO"	5	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	8	"BOGR"	20	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	8	"BARE"	10	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	8	"LITT"	35	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	9	"OPPO"	15	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	9	"AMPS"	10	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	9	"C. VILLOSA"	5	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	9	"ASOX"	10	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	9	"STCO"	25	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	9	"BARE"	5	""
1999	"13SW"	"shrub"	"36361"	"KM, KW"	2	9	"LITT"	30	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	10	"ASOX"	25	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	10	"AMPS"	5	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	10	"TROC"	5	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	10	"AGSM"	10	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	10	"PIOP"	1	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	10	"BOGR"	10	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	10	"BARE"	25	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	10	"LITT"	10	""
1999	"13SW"	"shrub"	"36361"	"KW, KM"	2	10	"EREF"	5	""
1999	"13SW"	"shrub"	"36361"	"LL, SQ"	3	1	"ARLO"	50	""
1999	"13SW"	"shrub"	"36361"	"LL, SQ"	3	1	"ASOX"	5	""
1999	"13SW"	"shrub"	"36361"	"LL, SQ"	3	1	"SPCO"	1	""
1999	"13SW"	"shrub"	"36361"	"LL, SQ"	3	1	"C. VILLOSA"	5	""
1999	"13SW"	"shrub"	"36361"	"LL, SQ"	3	1	"BARE"	10	""
1999	"13SW"	"shrub"	"36361"	"LL, SQ"	3	1	"LEDE"	1	""
1999	"13SW"	"shrub"	"36361"	"LL, SQ"	3	1	"BOGR"	10	""
1999	"13SW"	"shrub"	"36361"	"LL, SQ"	3	1	"LITT"	20	""
