DATE,YEAR,SEASON,PLOT,QUAD,SPECIES_CODE,COVER,HEIGHT,COMMENTS
9/26/2011,2011,F,A,26,FECES,0,-888,NA
9/26/2011,2011,F,A,26,CHSES,1,3,NA
9/26/2011,2011,F,A,29,BOER4,25,14,NA
9/26/2011,2011,F,A,29,BOGR2,10,12,NA
9/26/2011,2011,F,A,29,KAPA,1,4,NA
9/26/2011,2011,F,A,29,EUEX4,1,4,NA
9/26/2011,2011,F,A,29,CHSES,1,7,NA
9/26/2011,2011,F,A,29,AMPA,0.1,5,NA
9/26/2011,2011,F,A,29,CHAL11,1,1,NA
9/26/2011,2011,F,A,29,DIST,0,-888,NA
9/26/2011,2011,F,A,29,FECES,0,-888,NA
9/26/2011,2011,F,A,30,BOGR2,15,11,NA
9/26/2011,2011,F,A,30,DIST,0,-888,NA
9/26/2011,2011,F,A,30,FECES,0,-888,NA
9/26/2011,2011,F,A,31,BOGR2,10,8,NA
9/26/2011,2011,F,A,31,EUEX4,0.1,8,NA
9/26/2011,2011,F,A,31,DIST,0,-888,NA
9/26/2011,2011,F,A,31,FECES,0,-888,NA
9/26/2011,2011,F,A,32,BOER4,6,8,NA
9/26/2011,2011,F,A,32,BOGR2,4,12,NA
9/26/2011,2011,F,A,32,ENDE,0.1,3,NA
9/26/2011,2011,F,A,32,EUEX4,0.1,6,NA
9/26/2011,2011,F,A,32,DIST,0,-888,NA
9/26/2011,2011,F,A,32,FECES,0,-888,NA
9/26/2011,2011,F,A,33,BOER4,15,9,NA
9/26/2011,2011,F,A,33,EUEX4,0.1,6,NA
9/26/2011,2011,F,A,33,DIST,0,-888,NA
9/26/2011,2011,F,A,33,FECES,0,-888,NA
9/26/2011,2011,F,A,34,BOGR2,1,5,NA
9/26/2011,2011,F,A,34,BOER4,4,6,NA
9/26/2011,2011,F,A,34,DIST,0,-888,NA
9/26/2011,2011,F,A,34,FECES,0,-888,NA
9/26/2011,2011,F,A,35,BOER4,10,14,NA
9/26/2011,2011,F,A,35,BOGR2,8,7,NA
9/26/2011,2011,F,A,35,DIST,0,-888,NA
9/26/2011,2011,F,A,35,FECES,0,-888,NA
9/26/2011,2011,F,A,38,BOER4,20,8,NA
9/26/2011,2011,F,A,38,BOGR2,4,8,NA
9/26/2011,2011,F,A,38,SPHA,0.1,5,NA
9/26/2011,2011,F,A,38,DIST,0,-888,NA
9/26/2011,2011,F,A,38,FECES,0,-888,NA
9/26/2011,2011,F,A,39,BOER4,15,7,NA
9/26/2011,2011,F,A,39,BOGR2,10,11,NA
9/26/2011,2011,F,A,39,DIST,0,-888,NA
9/26/2011,2011,F,A,39,FECES,0,-888,NA
9/26/2011,2011,F,A,40,BOGR2,4,13,NA
9/26/2011,2011,F,A,40,POOL,0.1,2,NA
9/26/2011,2011,F,A,40,ROD,1,-888,NA
9/26/2011,2011,F,A,40,FECES,0,-888,NA
9/26/2011,2011,F,A,41,BOER4,6,8,NA
9/26/2011,2011,F,A,41,ENDE,4,5,NA
9/26/2011,2011,F,A,41,DIST,0,-888,NA
9/26/2011,2011,F,A,41,FECES,0,-888,NA
9/26/2011,2011,F,A,42,BOGR2,4,10,NA
9/26/2011,2011,F,A,42,BOER4,3,12,NA
9/26/2011,2011,F,A,42,ENDE,0.1,6,NA
9/26/2011,2011,F,A,42,DIST,0,-888,NA
9/26/2011,2011,F,A,42,FECES,0,-888,NA
9/26/2011,2011,F,A,43,BOER4,30,18,NA
9/26/2011,2011,F,A,43,BOGR2,25,16,NA
9/26/2011,2011,F,A,43,CHAL11,4,3,NA
9/26/2011,2011,F,A,43,EUEX4,4,7,NA
9/26/2011,2011,F,A,43,TRRA,0.1,5,NA
9/26/2011,2011,F,A,43,DIST,0,-888,NA
9/26/2011,2011,F,A,43,FECES,0,-888,NA
9/26/2011,2011,F,A,44,BOGR2,8,14,NA
9/26/2011,2011,F,A,44,BOER4,25,14,NA
9/26/2011,2011,F,A,44,EUEX4,1,5,NA
9/26/2011,2011,F,A,44,CHSES,0.1,3,NA
9/26/2011,2011,F,A,44,DIST,0,-888,NA
9/26/2011,2011,F,A,44,FECES,0,-888,NA
9/26/2011,2011,F,A,47,BOER4,4,11,NA
9/26/2011,2011,F,A,47,BOGR2,10,10,NA
9/26/2011,2011,F,A,47,MUAR2,4,7,NA
9/26/2011,2011,F,A,47,DIST,0,-888,NA
9/26/2011,2011,F,A,47,FECES,0,-888,NA
9/26/2011,2011,F,A,48,BOER4,10,15,NA
9/26/2011,2011,F,A,48,EUEX4,1,4,NA
9/26/2011,2011,F,A,48,BOGR2,2,5,NA
9/26/2011,2011,F,A,48,DIST,0,-888,NA
9/26/2011,2011,F,A,48,FECES,0,-888,NA
9/26/2011,2011,F,A,49,BOER4,15,12,NA
9/26/2011,2011,F,A,49,ENDE,4,9,NA
9/26/2011,2011,F,A,49,EUEX4,2,10,NA
9/26/2011,2011,F,A,49,CHSES,1,5,NA
9/26/2011,2011,F,A,49,DIST,0,-888,NA
9/26/2011,2011,F,A,49,FECES,0,-888,NA
9/26/2011,2011,F,A,50,BOGR2,8,14,NA
9/26/2011,2011,F,A,50,ENDE,0.1,7,NA
9/26/2011,2011,F,A,50,EUEX4,0.1,6,NA
9/26/2011,2011,F,A,50,DIST,0,-888,NA
9/26/2011,2011,F,A,50,FECES,0,-888,NA
9/26/2011,2011,F,A,51,BOGR2,4,10,NA
9/26/2011,2011,F,A,51,AMPA,2,7,NA
9/26/2011,2011,F,A,51,DIST,0,-888,NA
9/26/2011,2011,F,A,51,FECES,0,-888,NA
9/26/2011,2011,F,A,52,EUEX4,2,7,NA
9/26/2011,2011,F,A,52,POOL,10,5,NA
9/26/2011,2011,F,A,52,KAPA,1,13,NA
9/26/2011,2011,F,A,52,CHAL11,10,2,NA
9/26/2011,2011,F,A,52,ASNU4,0.1,3,NA
9/26/2011,2011,F,A,52,ENDE,2,4,NA
9/26/2011,2011,F,A,52,BOGR2,4,12,NA
9/26/2011,2011,F,A,52,CHSES,0.1,6,NA
9/26/2011,2011,F,A,52,ROD,6,-888,NA
9/26/2011,2011,F,A,52,FECES,0,-888,NA
9/26/2011,2011,F,A,53,BOER4,8,10,NA
9/26/2011,2011,F,A,53,BOGR2,4,7,NA
9/26/2011,2011,F,A,53,EUEX4,0.1,2,NA
9/26/2011,2011,F,A,53,DIST,0,-888,NA
9/26/2011,2011,F,A,53,FECES,0,-888,NA
9/26/2011,2011,F,A,56,ARAD,25,5,NA
9/26/2011,2011,F,A,56,KAPA,2,6,NA
9/26/2011,2011,F,A,56,UDIST,10,-888,NA
9/26/2011,2011,F,A,56,FECES,0,-888,NA
9/26/2011,2011,F,A,57,BOER4,8,7,NA
9/26/2011,2011,F,A,57,BOGR2,1,6,NA
9/26/2011,2011,F,A,57,ENDE,1,4,NA
9/26/2011,2011,F,A,57,DIST,0,-888,NA
9/26/2011,2011,F,A,57,FECES,0,-888,NA
9/26/2011,2011,F,A,58,BOER4,10,16,NA
9/26/2011,2011,F,A,58,BOGR2,2,7,NA
9/26/2011,2011,F,A,58,KAPA,1,4,NA
9/26/2011,2011,F,A,58,DIST,0,-888,NA
9/26/2011,2011,F,A,58,FECES,0,-888,NA
9/26/2011,2011,F,A,59,BOER4,10,10,NA
9/26/2011,2011,F,A,59,ENDE,0.1,7,NA
9/26/2011,2011,F,A,59,STPA4,4,17,NA
9/26/2011,2011,F,A,59,DIST,0,-888,NA
9/26/2011,2011,F,A,59,FECES,0,-888,NA
9/26/2011,2011,F,A,60,BOER4,10,8,NA
9/26/2011,2011,F,A,60,ASNU4,0.1,3,NA
9/26/2011,2011,F,A,60,BOGR2,4,5,NA
9/26/2011,2011,F,A,60,DIST,0,-888,NA
9/26/2011,2011,F,A,60,FECES,0,-888,NA
9/26/2011,2011,F,A,61,BOER4,10,14,NA
9/26/2011,2011,F,A,61,EUEX4,2,9,NA
9/26/2011,2011,F,A,61,BOGR2,10,7,NA
9/26/2011,2011,F,A,61,KAPA,1,5,NA
9/26/2011,2011,F,A,61,MOCE,1,4,NA
9/26/2011,2011,F,A,61,DIST,0,-888,NA
9/26/2011,2011,F,A,61,RBFEC,2,-888,NA
9/26/2011,2011,F,A,62,BOER4,15,17,NA
9/26/2011,2011,F,A,62,BOGR2,2,12,NA
9/26/2011,2011,F,A,62,DIST,0,-888,NA
9/26/2011,2011,F,A,62,FECES,0,-888,NA
9/26/2011,2011,F,A,65,BOER4,55,16,NA
9/26/2011,2011,F,A,65,AMPA,0.1,4,NA
9/26/2011,2011,F,A,65,POOL,0.1,1,NA
9/26/2011,2011,F,A,65,DIST,0,-888,NA
9/26/2011,2011,F,A,65,FECES,0,-888,NA
9/26/2011,2011,F,A,66,BOER4,10,16,NA
9/26/2011,2011,F,A,66,BOGR2,25,10,NA
9/26/2011,2011,F,A,66,CHSES,4,7,NA
9/26/2011,2011,F,A,66,DIST,0,-888,NA
9/26/2011,2011,F,A,66,FECES,0,-888,NA
9/26/2011,2011,F,A,67,BOER4,6,8,NA
9/26/2011,2011,F,A,67,BOGR2,4,7,NA
9/26/2011,2011,F,A,67,EUEX4,0.1,10,NA
9/26/2011,2011,F,A,67,DIST,0,-888,NA
9/26/2011,2011,F,A,67,FECES,0,-888,NA
9/26/2011,2011,F,A,68,BOER4,2,8,NA
9/26/2011,2011,F,A,68,BOGR2,4,5,NA
9/26/2011,2011,F,A,68,SPORO,2,8,NA
9/26/2011,2011,F,A,68,EUEX4,0.1,8,NA
9/26/2011,2011,F,A,68,ASNU4,0.1,4,NA
9/26/2011,2011,F,A,68,DIST,0,-888,NA
9/26/2011,2011,F,A,68,FECES,0,-888,NA
9/26/2011,2011,F,A,69,BOER4,20,10,NA
9/26/2011,2011,F,A,69,BOGR2,3,10,NA
9/26/2011,2011,F,A,69,CHAL11,3,3,NA
9/26/2011,2011,F,A,69,EUEX4,0.1,3,NA
9/26/2011,2011,F,A,69,ASNU4,0.1,3,NA
9/26/2011,2011,F,A,69,DIST,0,-888,NA
9/26/2011,2011,F,A,69,FECES,0,-888,NA
9/26/2011,2011,F,A,70,BOGR2,4,6,NA
9/26/2011,2011,F,A,70,KAPA,2,3,NA
9/26/2011,2011,F,A,70,EUEX4,0.1,5,NA
9/26/2011,2011,F,A,70,UNGU,4,-888,NA
9/26/2011,2011,F,A,70,ROD,0.1,-888,NA
9/26/2011,2011,F,A,70,ORFEC,6,-888,NA
9/26/2011,2011,F,A,71,BOER4,20,10,NA
9/26/2011,2011,F,A,71,BOGR2,1,5,NA
9/26/2011,2011,F,A,71,ENDE,0.1,4,NA
9/26/2011,2011,F,A,71,DIST,0,-888,NA
9/26/2011,2011,F,A,71,FECES,0,-888,NA
9/26/2011,2011,F,B,11,BOGR2,8,11,NA
9/26/2011,2011,F,B,11,BOER4,10,16,NA
9/26/2011,2011,F,B,11,CHCO2,2,10,NA
9/26/2011,2011,F,B,11,POOL,2,2,NA
9/26/2011,2011,F,B,11,EUEX4,1,7,NA
9/26/2011,2011,F,B,11,CHSES,1,9,NA
9/26/2011,2011,F,B,11,CHAL11,4,3,NA
9/26/2011,2011,F,B,11,FECES,0,-888,NA
9/26/2011,2011,F,B,11,DIST,0,-888,NA
9/26/2011,2011,F,B,12,POOL,4,3,NA
9/26/2011,2011,F,B,12,KAPA,0.1,2,NA
9/26/2011,2011,F,B,12,DIST,0,-888,NA
9/26/2011,2011,F,B,12,FECES,0,-888,NA
9/26/2011,2011,F,B,13,BOER4,10,13,NA
9/26/2011,2011,F,B,13,BOGR2,6,13,NA
9/26/2011,2011,F,B,13,EUEX4,0.1,10,NA
9/26/2011,2011,F,B,13,DIST,0,-888,NA
9/26/2011,2011,F,B,13,FECES,0,-888,NA
9/26/2011,2011,F,B,14,BOER4,4,12,NA
9/26/2011,2011,F,B,14,BOGR2,10,12,NA
9/26/2011,2011,F,B,14,EUEX4,2,8,NA
9/26/2011,2011,F,B,14,CHSES,3,10,NA
9/26/2011,2011,F,B,14,ASNU4,0.1,7,NA
9/26/2011,2011,F,B,14,UDIST,0.1,-888,NA
9/26/2011,2011,F,B,14,RBFEC,1,-888,NA
9/26/2011,2011,F,B,15,BOGR2,8,16,NA
9/26/2011,2011,F,B,15,BOER4,6,9,NA
9/26/2011,2011,F,B,15,EUEX4,2,9,NA
9/26/2011,2011,F,B,15,CHSES,0.1,5,NA
9/26/2011,2011,F,B,15,DIST,0,-888,NA
9/26/2011,2011,F,B,15,FECES,0,-888,NA
9/26/2011,2011,F,B,16,BOER4,10,15,NA
9/26/2011,2011,F,B,16,BOGR2,4,9,NA
9/26/2011,2011,F,B,16,BOBA2,1,5,NA
9/26/2011,2011,F,B,16,CHSES,0.1,4,NA
9/26/2011,2011,F,B,16,POOL,0.1,4,NA
9/26/2011,2011,F,B,16,OPPH,4,10,NA
9/26/2011,2011,F,B,16,DIST,0,-888,NA
9/26/2011,2011,F,B,16,FECES,0,-888,NA
9/26/2011,2011,F,B,17,BOGR2,15,8,NA
9/26/2011,2011,F,B,17,DIST,0,-888,NA
9/26/2011,2011,F,B,17,FECES,0,-888,NA
9/26/2011,2011,F,B,20,BOER4,8,7,NA
9/26/2011,2011,F,B,20,BOGR2,2,6,NA
9/26/2011,2011,F,B,20,CHSES,0.1,5,NA
9/26/2011,2011,F,B,20,BOBA2,1,9,NA
9/26/2011,2011,F,B,20,DIST,0,-888,NA
9/26/2011,2011,F,B,20,FECES,0,-888,NA
9/26/2011,2011,F,B,21,KAPA,8,4,NA
9/26/2011,2011,F,B,21,BOER4,0.1,6,NA
9/26/2011,2011,F,B,21,ASNU4,0.1,3,NA
9/26/2011,2011,F,B,21,CHSES,1,4,NA
9/26/2011,2011,F,B,21,PDOG,15,-888,NA
9/26/2011,2011,F,B,21,UDIST,1,-888,NA
9/26/2011,2011,F,B,21,FECES,0,-888,NA
9/26/2011,2011,F,B,22,BOGR2,10,10,NA
9/26/2011,2011,F,B,22,DIST,0,-888,NA
9/26/2011,2011,F,B,22,FECES,0,-888,NA
9/26/2011,2011,F,B,23,BOER4,10,7,NA
9/26/2011,2011,F,B,23,BOGR2,1,8,NA
9/26/2011,2011,F,B,23,SCBR2,1,7,NA
9/26/2011,2011,F,B,23,EUEX4,0.1,4,NA
9/26/2011,2011,F,B,23,UDIST,1,-888,NA
9/26/2011,2011,F,B,23,FECES,0,-888,NA
9/26/2011,2011,F,B,24,BOGR2,6,6,NA
9/26/2011,2011,F,B,24,BOER4,1,9,NA
9/26/2011,2011,F,B,24,SPCR,1,15,NA
9/26/2011,2011,F,B,24,DIST,0,-888,NA
9/26/2011,2011,F,B,24,FECES,0,-888,NA
9/26/2011,2011,F,B,25,BOER4,8,16,NA
9/26/2011,2011,F,B,25,BOGR2,6,5,NA
9/26/2011,2011,F,B,25,CHAL11,4,3,NA
9/26/2011,2011,F,B,25,ASNU4,2,8,NA
9/26/2011,2011,F,B,25,CHSES,4,4,NA
9/26/2011,2011,F,B,25,EUEX4,0.1,3,NA
9/26/2011,2011,F,B,25,MOCE,0.1,2,NA
9/26/2011,2011,F,B,25,DIST,0,-888,NA
9/26/2011,2011,F,B,25,FECES,0,-888,NA
9/26/2011,2011,F,B,26,BOER4,8,16,NA
9/26/2011,2011,F,B,26,BOGR2,4,5,NA
9/26/2011,2011,F,B,26,EUEX4,2,10,NA
9/26/2011,2011,F,B,26,CHSES,1,4,NA
9/26/2011,2011,F,B,26,ASNU4,0.1,3,NA
9/26/2011,2011,F,B,26,DIST,0,-888,NA
9/26/2011,2011,F,B,26,FECES,0,-888,NA
9/26/2011,2011,F,B,29,PLJA,65,37,NA
9/26/2011,2011,F,B,29,DIST,0,-888,NA
9/26/2011,2011,F,B,29,PDFEC,1,-888,NA
9/26/2011,2011,F,B,30,BOER4,20,19,NA
9/26/2011,2011,F,B,30,CHSES,2,10,NA
9/26/2011,2011,F,B,30,EUEX4,2,8,NA
9/26/2011,2011,F,B,30,BOGR2,4,6,NA
9/26/2011,2011,F,B,30,DIST,0,-888,NA
9/26/2011,2011,F,B,30,FECES,0,-888,NA
9/26/2011,2011,F,B,31,BOGR2,2,2,mound_ajacent
9/26/2011,2011,F,B,31,CHSES,0.1,3,NA
9/26/2011,2011,F,B,31,DIST,0,-888,NA
9/26/2011,2011,F,B,31,FECES,0,-888,NA
9/26/2011,2011,F,B,32,BOER4,15,14,NA
9/26/2011,2011,F,B,32,BOGR2,5,10,NA
9/26/2011,2011,F,B,32,DIST,0,-888,NA
9/26/2011,2011,F,B,32,RBFEC,1,-888,NA
9/26/2011,2011,F,B,33,BOGR2,4,12,NA
9/26/2011,2011,F,B,33,KAPA,0.1,5,NA
9/26/2011,2011,F,B,33,EUEX4,0.1,7,NA
9/26/2011,2011,F,B,33,SEBA3,0.1,3,NA
9/26/2011,2011,F,B,33,DIST,0,-888,NA
9/26/2011,2011,F,B,33,FECES,0,-888,NA
9/26/2011,2011,F,B,34,BOER4,10,9,NA
9/26/2011,2011,F,B,34,BOGR2,1,8,NA
9/26/2011,2011,F,B,34,CHSES,0.1,5,NA
9/26/2011,2011,F,B,34,DIST,0,-888,NA
9/26/2011,2011,F,B,34,PDFEC,4,-888,NA
9/26/2011,2011,F,B,34,MFEC,1,-888,NA
9/26/2011,2011,F,B,35,BOER4,20,14,NA
9/26/2011,2011,F,B,35,CHSES,0.1,6,NA
9/26/2011,2011,F,B,35,POOL,0.1,2,NA
9/26/2011,2011,F,B,35,DIST,0,-888,NA
9/26/2011,2011,F,B,35,FECES,0,-888,NA
9/26/2011,2011,F,B,38,BOGR2,4,7,NA
9/26/2011,2011,F,B,38,BOER4,4,8,NA
9/26/2011,2011,F,B,38,EUEX4,1,5,NA
9/26/2011,2011,F,B,38,CHSES,0.1,5,NA
9/26/2011,2011,F,B,38,SEBA3,0.1,2,NA
9/26/2011,2011,F,B,38,DIST,0,-888,NA
9/26/2011,2011,F,B,38,FECES,0,-888,NA
9/26/2011,2011,F,B,39,BOER4,15,11,NA
9/26/2011,2011,F,B,39,CHSES,2,5,NA
9/26/2011,2011,F,B,39,BOGR2,0.1,4,NA
9/26/2011,2011,F,B,39,UDIST,1,-888,NA
9/26/2011,2011,F,B,39,FECES,0,-888,NA
9/26/2011,2011,F,B,40,BOGR2,15,8,NA
9/26/2011,2011,F,B,40,EUEX4,0.1,6,NA
9/26/2011,2011,F,B,40,CHSES,0.1,2,NA
9/26/2011,2011,F,B,40,DIST,0,-888,NA
9/26/2011,2011,F,B,40,FECES,0,-888,NA
9/26/2011,2011,F,B,41,BOGR2,6,7,NA
9/26/2011,2011,F,B,41,BOER4,1,4,NA
9/26/2011,2011,F,B,41,CHSE7,0.1,3,NA
9/26/2011,2011,F,B,41,CHSES,0.1,5,NA
9/26/2011,2011,F,B,41,SEBA3,0.1,3,NA
9/26/2011,2011,F,B,41,DIST,0,-888,NA
9/26/2011,2011,F,B,41,PDFEC,3,-888,NA
9/26/2011,2011,F,B,42,BOGR2,6,14,NA
9/26/2011,2011,F,B,42,BOER4,1,8,NA
9/26/2011,2011,F,B,42,CHAL11,2,3,NA
9/26/2011,2011,F,B,42,EUEX4,1,7,NA
9/26/2011,2011,F,B,42,CHSES,0.1,3,NA
9/26/2011,2011,F,B,42,DIST,0,-888,NA
9/26/2011,2011,F,B,42,FECES,0,-888,NA
9/26/2011,2011,F,B,43,BOGR2,10,7,NA
9/26/2011,2011,F,B,43,ASNU4,0.1,4,NA
9/26/2011,2011,F,B,43,DIST,0,-888,NA
9/26/2011,2011,F,B,43,PDFEC,2,-888,NA
9/26/2011,2011,F,B,44,BOER4,30,19,NA
9/26/2011,2011,F,B,44,BOGR2,2,6,NA
9/26/2011,2011,F,B,44,KAPA,4,3,NA
9/26/2011,2011,F,B,44,EUEX4,0.1,6,NA
9/26/2011,2011,F,B,44,CHAL11,1,4,NA
9/26/2011,2011,F,B,44,DIST,0,-888,NA
9/26/2011,2011,F,B,44,FECES,0,-888,NA
9/26/2011,2011,F,B,47,BOER4,20,18,NA
9/26/2011,2011,F,B,47,KAPA,25,13,NA
9/26/2011,2011,F,B,47,SEBA3,0.1,3,NA
9/26/2011,2011,F,B,47,ASNU4,0.1,4,NA
9/26/2011,2011,F,B,47,CHSES,1,2,NA
9/26/2011,2011,F,B,47,DAPU7,0.1,4,NA
9/26/2011,2011,F,B,47,DIST,0,-888,NA
9/26/2011,2011,F,B,47,FECES,0,-888,NA
9/26/2011,2011,F,B,48,BOGR2,10,8,NA
9/26/2011,2011,F,B,48,CHSES,4,6,NA
9/26/2011,2011,F,B,48,BOER4,2,12,NA
9/26/2011,2011,F,B,48,DAPU7,0.1,3,NA
9/26/2011,2011,F,B,48,PDFEC,1,-888,NA
9/26/2011,2011,F,B,48,DIST,0,-888,NA
9/26/2011,2011,F,B,49,BOGR2,2,14,NA
9/26/2011,2011,F,B,49,BOER4,2,10,NA
9/26/2011,2011,F,B,49,CHSES,2,10,NA
9/26/2011,2011,F,B,49,EUEX4,0.1,4,NA
9/26/2011,2011,F,B,49,DIST,0,-888,NA
9/26/2011,2011,F,B,49,PDFEC,2,-888,NA
9/26/2011,2011,F,B,50,BOER4,10,11,NA
9/26/2011,2011,F,B,50,BOGR2,8,12,NA
9/26/2011,2011,F,B,50,CHSES,0.1,4,NA
9/26/2011,2011,F,B,50,DIST,0,-888,NA
9/26/2011,2011,F,B,50,PDFEC,1,-888,NA
9/26/2011,2011,F,B,51,BOGR2,6,8,NA
9/26/2011,2011,F,B,51,CHSES,0.1,4,NA
9/26/2011,2011,F,B,51,DIST,0,-888,NA
9/26/2011,2011,F,B,51,FECES,0,-888,NA
9/26/2011,2011,F,B,52,BOER4,8,6,NA
9/26/2011,2011,F,B,52,CHSES,1,4,NA
9/26/2011,2011,F,B,52,CHRE4,0.1,7,NA
9/26/2011,2011,F,B,52,KAPA,0.1,1,NA
9/26/2011,2011,F,B,52,DIST,0,-888,NA
9/26/2011,2011,F,B,52,PDFEC,4,-888,NA
9/26/2011,2011,F,B,53,BOER4,8,11,NA
9/26/2011,2011,F,B,53,POOL,0.1,3,NA
9/26/2011,2011,F,B,53,CHSES,0.1,2,NA
9/26/2011,2011,F,B,53,DIST,0,-888,NA
9/26/2011,2011,F,B,53,PDFEC,0,-888,NA
9/26/2011,2011,F,B,56,BOGR2,1,8,NA
9/26/2011,2011,F,B,56,CHSES,0.1,3,NA
9/26/2011,2011,F,B,56,SATR12,0.1,3,NA
9/26/2011,2011,F,B,56,DIST,0,-888,NA
9/26/2011,2011,F,B,56,PDFEC,2,-888,NA
9/26/2011,2011,F,B,57,BOER4,8,11,NA
9/26/2011,2011,F,B,57,DIST,0,-888,NA
9/26/2011,2011,F,B,57,PDFEC,1,-888,NA
9/26/2011,2011,F,B,58,BOGR2,20,13,NA
9/26/2011,2011,F,B,58,CHSES,0.1,2,NA
9/26/2011,2011,F,B,58,DIST,0,-888,NA
9/26/2011,2011,F,B,58,PDFEC,1,-888,NA
9/26/2011,2011,F,B,59,BOER4,20,7,NA
9/26/2011,2011,F,B,59,BOGR2,1,10,NA
9/26/2011,2011,F,B,59,CHSES,1,9,NA
9/26/2011,2011,F,B,59,POOL,0.1,2,NA
9/26/2011,2011,F,B,59,DIST,0,-888,NA
9/26/2011,2011,F,B,59,FECES,0,-888,NA
9/26/2011,2011,F,B,60,BOER4,3,10,NA
9/26/2011,2011,F,B,60,BOGR2,6,9,NA
9/26/2011,2011,F,B,60,ENDE,0.1,5,NA
9/26/2011,2011,F,B,60,CHSES,2,9,NA
9/26/2011,2011,F,B,60,EUEX4,0.1,6,NA
