"Date","Year","Seas","Line","Pre","Quad","Corner","Species","Count","Sta","Comment","Taxa_kingdom","Taxa_family","Taxa_genus","Taxa_species"
"7/16/2003",2003,2,1,"C-F",3031,"A","SCBR2",1,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"7/16/2003",2003,2,1,"C-F",3031,"B","BOER4",2,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-F",3031,"B","SPOR",1,"U",NA,NA,NA,NA,NA
"7/16/2003",2003,2,1,"C-F",3031,"B","MUAR2",1,"U",NA,"Plantae","Poaceae","Muhlenbergia","arenicola"
"7/16/2003",2003,2,1,"C-F",3031,"C","BOER4",2,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-F",3031,"D","SCBR2",1,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"7/16/2003",2003,2,1,"C-F",3032,"A","PLJA",1,"U",NA,"Plantae","Poaceae","Pleuraphis","jamesii"
"7/16/2003",2003,2,1,"C-F",3032,"B","BOER4",1,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-F",3032,"C","BOER4",4,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-F",3032,"C","SCBR2",2,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"7/16/2003",2003,2,1,"C-F",3032,"C","MUAR2",2,"U",NA,"Plantae","Poaceae","Muhlenbergia","arenicola"
"7/16/2003",2003,2,1,"C-F",3032,"D","SCBR2",1,"U","OFFSET_1M","Plantae","Poaceae","Scleropogon","brevifolius"
"7/16/2003",2003,2,1,"C-F",3034,"A","MUAR2",4,"U",NA,"Plantae","Poaceae","Muhlenbergia","arenicola"
"7/16/2003",2003,2,1,"C-F",3034,"A","BOER4",1,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-F",3034,"B","BOER4",4,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-F",3034,"C","BOER4",7,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-F",3034,"D","BOER4",4,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-O",3038,"A","SPAI",1,"U",NA,"Plantae","Poaceae","Sporobolus","airoides"
"7/16/2003",2003,2,1,"C-O",3038,"B","SPAI",1,"U",NA,"Plantae","Poaceae","Sporobolus","airoides"
"7/16/2003",2003,2,1,"C-O",3038,"C","SPAI",1,"U",NA,"Plantae","Poaceae","Sporobolus","airoides"
"7/16/2003",2003,2,1,"C-O",3038,"D","SPAI",3,"U","OFFSET_1M","Plantae","Poaceae","Sporobolus","airoides"
"7/16/2003",2003,2,1,"C-O",3040,"A","BOER4",5,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-O",3040,"B","BOER4",4,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-O",3040,"C","BOER4",3,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-O",3040,"D","BOER4",2,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-O",3044,"A","BOER4",1,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-O",3044,"B","BOER4",4,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-O",3044,"C","SPOR",5,"U",NA,NA,NA,NA,NA
"7/16/2003",2003,2,1,"C-O",3044,"D","BOER4",7,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-O",3045,"A","BOER4",2,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-O",3045,"A","SCBR2",2,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"7/16/2003",2003,2,1,"C-O",3045,"B","BOER4",2,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-O",3045,"C","BOER4",4,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-O",3045,"D","BOER4",3,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-O",3046,"A","BOGR2",5,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"7/16/2003",2003,2,1,"C-O",3046,"B","BOGR2",3,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"7/16/2003",2003,2,1,"C-O",3046,"B","BOER4",1,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-O",3046,"C","BOER4",3,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-O",3046,"C","MUAR2",1,"U",NA,"Plantae","Poaceae","Muhlenbergia","arenicola"
"7/16/2003",2003,2,1,"C-O",3046,"D","BOER4",6,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-O",3048,"A","BOER4",4,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-O",3048,"A","BOGR2",1,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"7/16/2003",2003,2,1,"C-O",3048,"B","BOER4",4,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-O",3048,"B","SCBR2",1,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"7/16/2003",2003,2,1,"C-O",3048,"C","BOER4",5,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,1,"C-O",3048,"D","BOGR2",5,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"6/10/2003",2003,2,2,"B-O",3061,"A","BOGR2",8,"U","OFFSET_1M","Plantae","Poaceae","Bouteloua","gracilis"
"6/10/2003",2003,2,2,"B-O",3061,"B","BOGR2",9,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"6/10/2003",2003,2,2,"B-O",3061,"C","BOGR2",4,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"6/10/2003",2003,2,2,"B-O",3061,"D","SCBR2",5,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"6/10/2003",2003,2,2,"B-O",3062,"A","SCBR2",4,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"6/10/2003",2003,2,2,"B-O",3062,"A","MUAR",1,"U",NA,"Plantae","Poaceae","Muhlenbergia","arenacea"
"6/10/2003",2003,2,2,"B-O",3062,"B","SCBR2",6,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"6/10/2003",2003,2,2,"B-O",3062,"B","MUAR",1,"U",NA,"Plantae","Poaceae","Muhlenbergia","arenacea"
"6/10/2003",2003,2,2,"B-O",3062,"C","SCBR2",4,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"6/10/2003",2003,2,2,"B-O",3062,"D","SCBR2",4,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"6/10/2003",2003,2,2,"B-O",3063,"A","SCBR2",1,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"6/10/2003",2003,2,2,"B-O",3063,"A","BOER4",2,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"6/10/2003",2003,2,2,"B-O",3063,"B","BOER4",4,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"6/10/2003",2003,2,2,"B-O",3063,"C","BOER4",2,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"6/10/2003",2003,2,2,"B-O",3063,"D","SCBR2",1,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"6/10/2003",2003,2,2,"B-O",3063,"D","BOER4",1,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"6/10/2003",2003,2,2,"B-O",3063,"D","SPOR",2,"U",NA,NA,NA,NA,NA
"6/10/2003",2003,2,2,"B-O",3070,"A","SCBR2",5,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"6/10/2003",2003,2,2,"B-O",3070,"B","BOGR2",9,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"6/10/2003",2003,2,2,"B-O",3070,"C","SCBR2",7,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"6/10/2003",2003,2,2,"B-O",3070,"D","BOGR2",3,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"6/10/2003",2003,2,2,"B-O",3070,"D","SCBR2",1,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"6/10/2003",2003,2,2,"B-O",3071,"A","BOGR2",6,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"6/10/2003",2003,2,2,"B-O",3071,"B","SCBR2",1,"U","OFFSET_1M","Plantae","Poaceae","Scleropogon","brevifolius"
"6/10/2003",2003,2,2,"B-O",3071,"B","BOGR2",7,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"6/10/2003",2003,2,2,"B-O",3071,"C","SCBR2",6,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"6/10/2003",2003,2,2,"B-O",3071,"D","SCBR2",5,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"6/10/2003",2003,2,2,"B-O",3072,"A","BOGR2",5,"U","OFFSET_1M","Plantae","Poaceae","Bouteloua","gracilis"
"6/10/2003",2003,2,2,"B-O",3072,"B","BOGR2",3,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"6/10/2003",2003,2,2,"B-O",3072,"C","BOGR2",2,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"6/10/2003",2003,2,2,"B-O",3072,"D","BOGR2",3,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"7/16/2003",2003,2,2,"C-F",3050,"A","MUAR2",2,"U",NA,"Plantae","Poaceae","Muhlenbergia","arenicola"
"7/16/2003",2003,2,2,"C-F",3050,"B","PLJA",2,"U",NA,"Plantae","Poaceae","Pleuraphis","jamesii"
"7/16/2003",2003,2,2,"C-F",3050,"C","BOER4",4,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3050,"D","BOER4",5,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3052,"A","BOER4",8,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3052,"B","PLJA",4,"U",NA,"Plantae","Poaceae","Pleuraphis","jamesii"
"7/16/2003",2003,2,2,"C-F",3052,"B","BOER4",2,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3052,"C","BOER4",3,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3052,"C","PLJA",2,"U",NA,"Plantae","Poaceae","Pleuraphis","jamesii"
"7/16/2003",2003,2,2,"C-F",3052,"D","BOER4",3,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3057,"A","BOER4",5,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3057,"B","BOER4",5,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3057,"C","BOER4",3,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3057,"D","BOER4",3,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3058,"A","BOER4",4,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3058,"B","BOER4",3,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3058,"C","BOER4",3,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3058,"D","BOER4",6,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3059,"A","BOER4",2,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3059,"A","ARPUP6",1,"U",NA,NA,NA,NA,NA
"7/16/2003",2003,2,2,"C-F",3059,"B","BOER4",2,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3059,"C","ARPUP6",1,"U",NA,NA,NA,NA,NA
"7/16/2003",2003,2,2,"C-F",3059,"D","BOER4",6,"U","OFFSET_1M","Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3060,"A","SCBR2",3,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"7/16/2003",2003,2,2,"C-F",3060,"B","MUAR2",2,"U",NA,"Plantae","Poaceae","Muhlenbergia","arenicola"
"7/16/2003",2003,2,2,"C-F",3060,"B","BOER4",1,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3060,"C","BOER4",1,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/16/2003",2003,2,2,"C-F",3060,"C","SCBR2",2,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"7/16/2003",2003,2,2,"C-F",3060,"D","SCBR2",4,"U","OFFSET_1M","Plantae","Poaceae","Scleropogon","brevifolius"
"7/17/2003",2003,2,2,"C-O",3073,"A","PLJA",2,"U",NA,"Plantae","Poaceae","Pleuraphis","jamesii"
"7/17/2003",2003,2,2,"C-O",3073,"A","ARPUP6",2,"U",NA,NA,NA,NA,NA
"7/17/2003",2003,2,2,"C-O",3073,"B","BOGR2",5,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"7/17/2003",2003,2,2,"C-O",3073,"C","BOGR2",3,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"7/17/2003",2003,2,2,"C-O",3073,"D","SCBR2",1,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"7/17/2003",2003,2,2,"C-O",3073,"D","BOGR2",1,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"7/17/2003",2003,2,2,"C-O",3076,"A","BOER4",5,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"7/17/2003",2003,2,2,"C-O",3076,"A","BOGR2",1,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"7/17/2003",2003,2,2,"C-O",3076,"B","BOGR2",8,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"7/17/2003",2003,2,2,"C-O",3076,"C","SCBR2",3,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"7/17/2003",2003,2,2,"C-O",3076,"D","BOGR2",1,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"7/17/2003",2003,2,2,"C-O",3080,"A","SCBR2",1,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"7/17/2003",2003,2,2,"C-O",3080,"B","BOGR2",4,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"7/17/2003",2003,2,2,"C-O",3080,"C","BOGR2",3,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"7/17/2003",2003,2,2,"C-O",3080,"D","PLJA",4,"U",NA,"Plantae","Poaceae","Pleuraphis","jamesii"
"6/10/2003",2003,2,3,"B-F",3134,"A","BOER4",1,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"6/10/2003",2003,2,3,"B-F",3134,"A","DAPU7",1,"U",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
"6/10/2003",2003,2,3,"B-F",3134,"A","BOGR2",1,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"6/10/2003",2003,2,3,"B-F",3134,"B","BOGR2",3,"U",NA,"Plantae","Poaceae","Bouteloua","gracilis"
"6/10/2003",2003,2,3,"B-F",3134,"C","SCBR2",2,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"6/10/2003",2003,2,3,"B-F",3134,"D","BOER4",3,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"6/10/2003",2003,2,3,"B-F",3135,"A","SCBR2",2,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"6/10/2003",2003,2,3,"B-F",3135,"B","BOER4",2,"U",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"6/10/2003",2003,2,3,"B-F",3135,"B","SCBR2",2,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"6/10/2003",2003,2,3,"B-F",3135,"C","SCBR2",2,"U",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
