"year","season","date","site","plot","quad","treatment","Species","obs","cover","height","count","comment","Taxa_kingdom","Taxa_family","Taxa_genus","Taxa_species"
2006,1,"2/2/2006","W",2,1,"TN","GUSA2",1,7,24,2,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",2,1,"TN","GUSA2",2,2,25,1,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",2,1,"TN","GUSA2",3,0.25,6,2,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",2,1,"TN","GUSA2",4,0.5,10,1,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",2,2,"TN","BOER4",1,5,13,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",2,2,"TN","BOER4",2,0.75,6,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",2,2,"TN","BOER4",3,0.5,9,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",2,2,"TN","BOER4",4,0.1,5,6,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",2,2,"TN","BOER4",5,0.25,6,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",2,2,"TN","BOER4",6,1.5,14,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",2,2,"TN","BOER4",7,2,17,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",2,2,"TN","BOER4",8,1,14,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",2,2,"TN","BOGR2",1,0.75,5,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",2,2,"TN","BOGR2",2,0.5,5,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",2,2,"TN","BOGR2",3,1.5,7,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",2,2,"TN","MAPIP",1,0.25,3,1,NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2006,1,"2/2/2006","W",2,2,"TN","MAPIP",2,0.05,2,1,NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2006,1,"2/2/2006","W",2,2,"TN","PLJA",1,0.25,2,5,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",2,2,"TN","PLJA",2,0.1,1,7,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",2,2,"TN","PLJA",3,4.5,3,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",2,2,"TN","PLJA",4,0.05,1,3,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",2,2,"TN","PLJA",5,0.5,2,4,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",2,2,"TN","PLJA",6,0.75,2,2,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",2,2,"TN","PLJA",7,1,2,3,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",2,2,"TN","PLPA2",1,0.01,1,2,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
2006,1,"2/2/2006","W",2,2,"TN","SPFL2",1,2,3,1,NA,"Plantae","Poaceae","Sporobolus","flexuosus"
2006,1,"2/2/2006","W",3,1,"TPN","BOER4",1,10,14,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",3,1,"TPN","BOER4",2,7,13,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",3,1,"TPN","BOER4",3,2,9,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",3,1,"TPN","BOER4",4,1,7,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",3,1,"TPN","BOER4",5,0.5,5,9,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",3,1,"TPN","BOER4",6,1.5,7,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",3,1,"TPN","BOER4",7,0.75,7,4,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",3,1,"TPN","BOER4",8,1,15,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",3,1,"TPN","BOER4",9,0.1,2,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",3,1,"TPN","BOGR2",1,1.5,6,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",3,1,"TPN","BOGR2",2,0.75,5,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",3,1,"TPN","DANAN",1,1,6,1,NA,"Plantae","Fabaceae","Dalea","nana"
2006,1,"2/2/2006","W",3,1,"TPN","GUSA2",1,1.5,16,1,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",3,1,"TPN","GUSA2",2,0.75,11,1,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",3,1,"TPN","PLJA",1,1,3,3,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",3,1,"TPN","PLJA",2,0.75,2,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",3,1,"TPN","PLJA",3,0.05,2,2,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",3,1,"TPN","PLJA",4,0.25,3,2,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",3,1,"TPN","PLPA2",1,0.01,1,2,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
2006,1,"2/2/2006","W",3,1,"TPN","ZIGR",1,0.25,6,1,NA,"Plantae","Asteraceae","Zinnia","grandiflora"
2006,1,"2/2/2006","W",3,1,"TPN","ZIGR",2,0.01,2,1,NA,"Plantae","Asteraceae","Zinnia","grandiflora"
2006,1,"2/2/2006","W",3,2,"TPN","BOER4",1,4,10,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",3,2,"TPN","BOER4",2,2,9,3,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",3,2,"TPN","BOER4",3,0.05,2,7,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",3,2,"TPN","BOER4",4,0.1,4,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",3,2,"TPN","BOER4",5,0.5,4,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",3,2,"TPN","BOER4",6,1.5,18,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",3,2,"TPN","BOER4",7,0.75,10,5,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",3,2,"TPN","BOGR2",1,0.5,5,3,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",3,2,"TPN","BOGR2",2,0.25,3,12,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",3,2,"TPN","BOGR2",3,0.1,3,9,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",3,2,"TPN","BOGR2",4,0.75,2,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",3,2,"TPN","PLJA",1,0.05,1,2,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",3,2,"TPN","PLJA",2,0.25,3,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",3,2,"TPN","PLJA",3,0.5,3,2,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",4,1,"TPN","BOER4",1,0.5,6,4,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",4,1,"TPN","BOER4",2,0.75,4,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",4,1,"TPN","BOER4",3,4,9,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",4,1,"TPN","GUSA2",1,13,24,1,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",4,1,"TPN","GUSA2",2,0.25,6,1,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",4,1,"TPN","GUSA2",3,2,14,1,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",4,1,"TPN","GUSA2",4,0.1,6,2,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",4,1,"TPN","PLJA",1,0.25,1,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",4,1,"TPN","PLJA",2,0.05,1,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",4,1,"TPN","PLJA",3,0.5,3,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",4,1,"TPN","PLJA",4,0.1,2,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",4,1,"TPN","PSTAT",1,0.1,1,1,NA,"Plantae","Asteraceae","Psilostrophe","tagetina"
2006,1,"2/2/2006","W",4,1,"TPN","SPCR",1,1,1,3,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
2006,1,"2/2/2006","W",4,1,"TPN","SPCR",2,0.25,1,2,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
2006,1,"2/2/2006","W",4,1,"TPN","SPCR",3,0.5,1,1,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
2006,1,"2/2/2006","W",4,2,"TPN","BOER4",1,1.5,13,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",4,2,"TPN","BOER4",2,10,23,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",4,2,"TPN","BOER4",3,0.05,3,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",4,2,"TPN","BOER4",4,4,19,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",4,2,"TPN","BOER4",5,1,11,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",4,2,"TPN","BOER4",6,2,13,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",4,2,"TPN","BOER4",7,3.5,14,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",4,2,"TPN","BOER4",8,7,18,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",4,2,"TPN","BOER4",9,0.5,9,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",4,2,"TPN","BOER4",10,2.5,13,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",4,2,"TPN","BOER4",11,0.05,3,3,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",4,2,"TPN","BOGR2",1,1,4,2,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",4,2,"TPN","BOGR2",2,2,5,2,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",4,2,"TPN","BOGR2",3,0.75,4,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",4,2,"TPN","GUSA2",1,0.75,13,1,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",4,2,"TPN","GUSA2",2,0.75,7,1,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",5,1,"T","BOER4",1,1.5,8,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",5,1,"T","BOER4",2,0.5,4,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",5,1,"T","BOER4",3,0.25,4,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",5,1,"T","BOGR2",1,0.5,4,2,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",5,1,"T","BOGR2",2,1,3,2,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",5,1,"T","BOGR2",3,1.5,4,2,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",5,1,"T","CRCR3",1,0.01,1,1,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2006,1,"2/2/2006","W",5,1,"T","DANAN",1,0.05,2,1,NA,"Plantae","Fabaceae","Dalea","nana"
2006,1,"2/2/2006","W",5,1,"T","GUSA2",1,2.5,20,3,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",5,1,"T","GUSA2",2,4,18,2,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",5,1,"T","GUSA2",3,3.5,14,1,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",5,1,"T","GUSA2",4,5,16,1,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",5,1,"T","GUSA2",5,0.5,15,1,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",5,1,"T","GUSA2",6,1.5,17,1,"HO","Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",5,1,"T","PLJA",1,0.25,2,5,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",5,1,"T","PLJA",2,2,4,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",5,1,"T","PLJA",3,0.5,3,4,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",5,1,"T","PLJA",4,3,4,3,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",5,1,"T","PLJA",5,1,4,3,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",5,1,"T","PLJA",6,1.5,4,2,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",5,1,"T","PLJA",7,2.5,4,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",5,1,"T","PLJA",8,0.1,1,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",5,1,"T","SPCR",1,1.5,2,1,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
2006,1,"2/2/2006","W",5,1,"T","SPCR",2,1,1,1,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
2006,1,"2/2/2006","W",5,2,"T","BOER4",1,0.25,5,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",5,2,"T","BOGR2",1,2.5,7,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",5,2,"T","BOGR2",2,2,7,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",5,2,"T","BOGR2",3,1.5,7,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",5,2,"T","BOGR2",4,1,7,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",5,2,"T","BOGR2",5,0.75,6,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",5,2,"T","BOGR2",6,0.5,3,3,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",5,2,"T","GUSA2",1,0.5,8,4,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",5,2,"T","GUSA2",2,0.75,9,2,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",5,2,"T","GUSA2",3,0.25,5,3,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",5,2,"T","PLJA",1,0.25,1,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",5,2,"T","PLJA",2,0.05,1,2,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",5,2,"T","PLJA",3,0.1,1,2,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",5,2,"T","PLJA",4,1,4,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",6,1,"N","BOER4",1,0.75,6,8,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",6,1,"N","BOER4",2,0.5,5,10,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",6,1,"N","BOER4",3,2,11,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",6,1,"N","BOER4",4,3.5,11,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",6,1,"N","BOER4",5,0.25,5,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",6,1,"N","BOER4",6,1.5,12,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",6,1,"N","BOGR2",1,0.75,5,2,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",6,1,"N","BOGR2",2,0.5,4,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",6,1,"N","GUSA2",1,0.75,8,1,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",6,1,"N","MAPIP",1,0.05,1,1,NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2006,1,"2/2/2006","W",6,2,"N","BOER4",1,1.5,13,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",6,2,"N","BOER4",2,1,14,1,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",6,2,"N","BOER4",3,0.1,4,3,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",6,2,"N","BOER4",4,0.5,8,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",6,2,"N","BOGR2",1,1.5,6,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",6,2,"N","BOGR2",2,0.5,5,2,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",6,2,"N","BOGR2",3,0.75,5,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",6,2,"N","BOGR2",4,0.25,4,2,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2006,1,"2/2/2006","W",6,2,"N","GUSA2",1,1.5,17,3,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",6,2,"N","GUSA2",2,3,24,1,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",6,2,"N","GUSA2",3,2.5,25,1,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",6,2,"N","GUSA2",4,2,13,1,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
2006,1,"2/2/2006","W",6,2,"N","HYFIC",1,0.5,4,1,NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
2006,1,"2/2/2006","W",6,2,"N","MAPIP",1,0.01,1,1,NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
2006,1,"2/2/2006","W",6,2,"N","PLJA",1,0.05,1,4,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",6,2,"N","PLJA",2,1,2,2,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",6,2,"N","PLJA",3,2.5,3,2,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",6,2,"N","PLJA",4,5,3,2,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",6,2,"N","PLJA",5,1.5,3,5,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",6,2,"N","PLJA",6,0.5,2,4,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",6,2,"N","PLJA",7,0.25,1,3,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2006,1,"2/2/2006","W",7,1,"P","BOER4",1,0.25,5,6,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
2006,1,"2/2/2006","W",7,1,"P","BOER4",2,0.1,3,2,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
