"Date","Location","Lure","North","West","Notes","species_code","count","Taxa_genus","Taxa_species","Taxa_family"
"2011-06-21","4","Woodborer","64.72714","-148.2997","","Ips.spp","12","Ips","spp","NA"
"2011-06-21","4","Spruce Beetle","64.72714","-148.2997","","Ips.spp","2","Ips","spp","NA"
"2011-06-21","4","Ethanol","64.72714","-148.2997","","Ips.spp","0","Ips","spp","NA"
"2011-06-21","3","Ips","64.72714","-148.31812","","Ips.spp","16","Ips","spp","NA"
"2011-06-21","3","Spruce Beetle","64.72714","-148.31812","","Ips.spp","0","Ips","spp","NA"
"2011-06-21","3","Woodborer","64.72714","-148.31812","","Ips.spp","2","Ips","spp","NA"
"2011-06-21","4","Ips","64.72714","-148.2997","","Ips.spp","138","Ips","spp","NA"
"2011-06-21","3","Ethanol","64.72714","-148.31812","Not counted samples damaged prior to collection","Ips.spp","N/A","Ips","spp","NA"
"2011-06-21","3","Alpha Pinene and Ethanol","64.72714","-148.31812","Not counted samples damaged prior to collection","Ips.spp","N/A","Ips","spp","NA"
"2012-07-02","1","Woodborer","64.72714","-148.28554","1 Pissoides","Ips.spp","91","Ips","spp","NA"
"2012-07-02","1","Ips","64.72714","-148.28554","1 Thanasium","Ips.spp","38","Ips","spp","NA"
"2012-07-02","1","Spruce Beetle","64.72714","-148.28554","1 Thanasium","Ips.spp","0","Ips","spp","NA"
"2012-07-02","1","Alpha Pinene and Ethanol","64.72714","-148.28554","","Ips.spp","0","Ips","spp","NA"
"2012-07-02","1","Ethanol","64.72714","-148.28554","1 Dicerca","Ips.spp","0","Ips","spp","NA"
"2012-07-02","2","Spruce Beetle","64.72714","-148.31544","2 Thanasium","Ips.spp","0","Ips","spp","NA"
"2012-07-02","2","Alpha Pinene and Ethanol","64.72714","-148.31544","1 Pissoides","Ips.spp","0","Ips","spp","NA"
"2012-07-02","2","Ips","64.72714","-148.31544","","Ips.spp","3","Ips","spp","NA"
"2012-07-02","2","Ethanol","64.72714","-148.31544","","Ips.spp","0","Ips","spp","NA"
"2012-07-02","2","Woodborer","64.72714","-148.31544","9 Thanasium","Ips.spp","31","Ips","spp","NA"
"2012-07-02","3","Ethanol","64.72714","-148.31812","1 Judolia","Ips.spp","0","Ips","spp","NA"
"2012-07-02","3","Ips","64.72714","-148.31812","","Ips.spp","31","Ips","spp","NA"
"2012-07-02","4","Spruce Beetle","64.75367","-148.2997","22 Thanasium","Ips.spp","0","Ips","spp","NA"
"2012-07-02","4","Alpha Pinene and Ethanol","64.75367","-148.2997","19 Pissoides, 1 Thanasium","Ips.spp","2","Ips","spp","NA"
"2012-07-02","4","Ethanol","64.75367","-148.2997","1 Thanasium","Ips.spp","0","Ips","spp","NA"
"2012-07-02","4","Ips","64.75367","-148.2997","1 Thanasium","Ips.spp","726","Ips","spp","NA"
"2012-07-02","4","Woodborer","64.75367","-148.2997","2 Pissoides","Ips.spp","32","Ips","spp","NA"
"2012-07-02","5","Ethanol","64.801769","-147.80209","","Ips.spp","0","Ips","spp","NA"
"2012-07-02","5","Ips","64.801769","-147.80209","2 Thanasium, 1 Dicerca, ","Ips.spp","19","Ips","spp","NA"
"2012-07-02","5","Woodborer","64.801769","-147.80209","12 Thanasium, 2 Pissoides","Ips.spp","63","Ips","spp","NA"
"2012-07-02","5","Alpha Pinene and Ethanol","64.801769","-147.80209","2 Thanasium","Ips.spp","0","Ips","spp","NA"
"2012-07-02","5","Spruce Beetle","64.801769","-147.80209","14 Thanasium, 1 Neospondylis","Ips.spp","0","Ips","spp","NA"
"2012-08-09","1","Ethanol","64.72714","-148.28554","","Ips.spp","0","Ips","spp","NA"
"2012-08-09","1","Alpha Pinene and Ethanol","64.72714","-148.28554","","Ips.spp","0","Ips","spp","NA"
"2012-08-09","1","Ips","64.72714","-148.28554","","Ips.spp","0","Ips","spp","NA"
"2012-08-09","1","Woodborer","64.72714","-148.28554","","Ips.spp","0","Ips","spp","NA"
"2012-08-09","1","Spruce Beetle","64.72714","-148.28554","","Ips.spp","0","Ips","spp","NA"
"2012-08-09","2","Ethanol","64.72714","-148.31544","Tetropium","Ips.spp","0","Ips","spp","NA"
"2012-08-09","2","Woodborer","64.72714","-148.31544","Tetropium","Ips.spp","4","Ips","spp","NA"
"2012-08-09","2","Alpha Pinene and Ethanol","64.72714","-148.31544","","Ips.spp","0","Ips","spp","NA"
"2012-08-09","2","Spruce Beetle","64.72714","-148.31544","Tetropium","Ips.spp","0","Ips","spp","NA"
"2012-08-09","2","Ips","64.72714","-148.31544","","Ips.spp","0","Ips","spp","NA"
"2012-08-09","3","Ethanol","64.72714","-148.31812","Not counted samples damaged prior to collection","Ips.spp","N/A","Ips","spp","NA"
"2012-08-09","3","Alpha Pinene and Ethanol","64.72714","-148.31812","Not counted samples damaged prior to collection","Ips.spp","N/A","Ips","spp","NA"
"2012-08-09","3","Ips","64.72714","-148.31812","","Ips.spp","1","Ips","spp","NA"
"2012-08-09","3","Woodborer","64.72714","-148.31812","Not counted samples damaged prior to collection","Ips.spp","N/A","Ips","spp","NA"
"2012-08-09","3","Spruce Beetle","64.72714","-148.31812","Not counted samples damaged prior to collection","Ips.spp","N/A","Ips","spp","NA"
"2012-08-09","4","Spruce Beetle","64.72714","-148.2997","","Ips.spp","0","Ips","spp","NA"
"2012-08-09","4","Ips","64.72714","-148.2997","","Ips.spp","0","Ips","spp","NA"
"2012-08-09","4","Ethanol","64.72714","-148.2997","","Ips.spp","0","Ips","spp","NA"
"2012-08-09","4","Woodborer","64.72714","-148.2997","","Ips.spp","0","Ips","spp","NA"
"2012-08-09","4","Alpha Pinene and Ethanol","64.72714","-148.2997","","Ips.spp","0","Ips","spp","NA"
"2012-08-09","5","Ips","64.801769","-147.80209","","Ips.spp","0","Ips","spp","NA"
"2012-08-09","5","Ethanol","64.801769","-147.80209","","Ips.spp","0","Ips","spp","NA"
"2012-08-09","5","Spruce Beetle","64.801769","-147.80209","Tetropium","Ips.spp","0","Ips","spp","NA"
"2012-08-09","5","Woodborer","64.801769","-147.80209","","Ips.spp","0","Ips","spp","NA"
"2012-08-09","5","Alpha Pinene and Ethanol","64.801769","-147.80209","","Ips.spp","0","Ips","spp","NA"
"2013-06-25","1","Ethanol","64.69594","-148.28554","","Ips.spp","0","Ips","spp","NA"
"2013-06-25","1","Woodborer","64.69594","-148.28554","5 Neoclytus","Ips.spp","23","Ips","spp","NA"
"2013-06-25","1","Alpha Pinene and Ethanol","64.69594","-148.28554","2 Tetropium, 1 Gonotropis dorsalis","Ips.spp","0","Ips","spp","NA"
"2013-06-25","1","Ips","64.69594","-148.28554","","Ips.spp","19","Ips","spp","NA"
"2013-06-25","1","Spruce Beetle","64.69594","-148.28554","","Ips.spp","0","Ips","spp","NA"
"2013-08-13","1","Ethanol","64.69594","-148.28554","","Ips.spp","0","Ips","spp","NA"
"2013-08-13","1","Alpha Pinene and Ethanol","64.69594","-148.28554","1 Tetropium","Ips.spp","0","Ips","spp","NA"
"2013-08-13","1","Woodborer","64.69594","-148.28554","","Ips.spp","3","Ips","spp","NA"
"2013-08-13","1","Ips","64.69594","-148.28554","","Ips.spp","0","Ips","spp","NA"
"2013-08-13","1","Spruce Beetle","64.69594","-148.28554","","Ips.spp","0","Ips","spp","NA"
"2013-06-25","2","Spruce Beetle","64.70825","-148.31544","","Ips.spp","1","Ips","spp","NA"
"2013-06-25","2","ips","64.70825","-148.31544","","Ips.spp","363","Ips","spp","NA"
"2013-06-25","2","Ethanol","64.70825","-148.31544","","Ips.spp","0","Ips","spp","NA"
"2013-06-25","2","Woodborer","64.70825","-148.31544","7 Tetropium, 1 Phymatodes","Ips.spp","2","Ips","spp","NA"
"2013-06-25","2","Alpha Pinene and Ethanol","64.70825","-148.31544","","Ips.spp","0","Ips","spp","NA"
"2013-08-13","2","Ethanol","64.70825","-148.31544","","Ips.spp","0","Ips","spp","NA"
"2013-08-13","2","Alpha Pinene and Ethanol","64.70825","-148.31544","1 Tetropium","Ips.spp","1","Ips","spp","NA"
"2013-08-13","2","Ips","64.70825","-148.31544","","Ips.spp","4","Ips","spp","NA"
"2013-08-13","2","Woodborer","64.70825","-148.31544","","Ips.spp","0","Ips","spp","NA"
"2013-08-13","2","Spruce Beetle","64.70825","-148.31544","","Ips.spp","0","Ips","spp","NA"
"2013-06-25","3","Alpha Pinene and Ethanol","64.72714","-148.31812","2 Phymatodes spp.","Ips.spp","3","Ips","spp","NA"
"2013-06-25","3","Ethanol","64.72714","-148.31812","","Ips.spp","1","Ips","spp","NA"
"2013-06-25","3","Ips","64.72714","-148.31812","1 Tetropium","Ips.spp","72","Ips","spp","NA"
"2013-06-25","3","Woodborer","64.72714","-148.31812","40 Tetropium","Ips.spp","0","Ips","spp","NA"
"2013-06-25","3","Spruce Beetle","64.72714","-148.31812","","Ips.spp","3","Ips","spp","NA"
"2013-08-13","3","Alpha Pinene and Ethanol","64.72714","-148.31812","1 Pityogenes, 4 Tetropium","Ips.spp","0","Ips","spp","NA"
"2013-08-13","3","Ethanol","64.72714","-148.31812","","Ips.spp","0","Ips","spp","NA"
"2013-08-13","3","Ips","64.72714","-148.31812","","Ips.spp","1","Ips","spp","NA"
"2013-08-13","3","Woodborer","64.72714","-148.31812","3 Tetropium","Ips.spp","0","Ips","spp","NA"
"2013-08-13","3","Spruce Beetle","64.72714","-148.31812","","Ips.spp","0","Ips","spp","NA"
"2013-06-25","4","Alpha Pinene and Ethanol","64.75367","-148.2997","12 Tetropium, 1 Gonotropis dorsalis","Ips.spp","0","Ips","spp","NA"
"2013-06-25","4","Ips","64.75367","-148.2997","","Ips.spp","0","Ips","spp","NA"
"2013-06-25","4","Woodborer","64.75367","-148.2997","3 Tetropium","Ips.spp","1","Ips","spp","NA"
"2013-06-25","4","Spruce Beetle","64.75367","-148.2997","1 Neocyltus, 2 Tetropium","Ips.spp","0","Ips","spp","NA"
"2013-06-25","4","Ethanol","64.75367","-148.2997","7 Gonotropis dorsalis","Ips.spp","0","Ips","spp","NA"
"2013-08-13","4","Alpha Pinene and Ethanol","64.75367","-148.2997","","Ips.spp","0","Ips","spp","NA"
"2013-08-13","4","Spruce Beetle","64.75367","-148.2997","","Ips.spp","0","Ips","spp","NA"
"2013-08-13","4","Ips","64.75367","-148.2997","","Ips.spp","0","Ips","spp","NA"
"2013-08-13","4","Ethanol","64.75367","-148.2997","","Ips.spp","0","Ips","spp","NA"
"2013-08-13","4","Woodborer","64.75367","-148.2997","","Ips.spp","0","Ips","spp","NA"
"2013-06-25","5","Ips","64.76624","-148.29547","1Tetropium","Ips.spp","9","Ips","spp","NA"
"2013-06-25","5","Woodborer","64.76624","-148.29547","16 Tetropium","Ips.spp","0","Ips","spp","NA"
"2013-06-25","5","Spruce Beetle","64.76624","-148.29547","2 Tetropium ","Ips.spp","0","Ips","spp","NA"
"2013-06-25","5","Ethanol","64.76624","-148.29547","","Ips.spp","0","Ips","spp","NA"
"2013-06-25","5","Alpha Pinene and Ethanol","64.76624","-148.29547","30 Tetropium, 10 Phymatodes","Ips.spp","0","Ips","spp","NA"
"2013-08-13","5","Woodborer","64.76624","-148.29547","","Ips.spp","0","Ips","spp","NA"
"2013-08-13","5","Ips","64.76624","-148.29547","1Tetropium","Ips.spp","0","Ips","spp","NA"
"2013-08-13","5","Ethanol","64.76624","-148.29547","","Ips.spp","0","Ips","spp","NA"
"2013-08-13","5","Alpha Pinene and Ethanol","64.76624","-148.29547","4 Tetropium","Ips.spp","0","Ips","spp","NA"
"2013-08-13","5","Spruce Beetle","64.76624","-148.29547","","Ips.spp","0","Ips","spp","NA"
"2010-09-09","1","","64.69594","-148.28554","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2010-09-09","2","","64.70825","-148.31544","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2010-09-09","3","","64.72714","-148.31812","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2010-09-09","4","","64.75367","-148.2997","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2010-09-09","5","","64.76624","-148.29547","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-08-16","1","Woodborer","64.69594","-148.28554","","Dendroctonus.ruffipennis","2","Dendroctonus","ruffipennis","NA"
"2011-08-16","1","Ethanol","64.69594","-148.28554","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-08-16","1","Spruce Beetle","64.69594","-148.28554","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-08-16","1","Ips","64.69594","-148.28554","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-08-16","1","Alpha Pinene and Ethanol","64.69594","-148.28554","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-08-16","2","Spruce Beetle","64.70825","-148.31544","","Dendroctonus.ruffipennis","3","Dendroctonus","ruffipennis","NA"
"2011-08-16","2","Ips","64.70825","-148.31544","","Dendroctonus.ruffipennis","2","Dendroctonus","ruffipennis","NA"
"2011-08-16","2","Ethanol","64.70825","-148.31544","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-08-16","2","Alpha Pinene and Ethanol","64.70825","-148.31544","","Dendroctonus.ruffipennis","2","Dendroctonus","ruffipennis","NA"
"2011-08-16","2","Woodborer","64.70825","-148.31544","","Dendroctonus.ruffipennis","3","Dendroctonus","ruffipennis","NA"
"2011-08-16","3","Ips","64.72714","-148.31812","","Dendroctonus.ruffipennis","1","Dendroctonus","ruffipennis","NA"
"2011-08-16","3","Woodborer","64.72714","-148.31812","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-08-16","3","Spruce Beetle","64.72714","-148.31812","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-08-16","3","Ethanol","64.72714","-148.31812","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-08-16","3","Alpha Pinene and Ethanol","64.72714","-148.31812","Not counted samples damaged prior to collection","Dendroctonus.ruffipennis","N/A","Dendroctonus","ruffipennis","NA"
"2011-08-16","4","Ips","64.72714","-148.2997","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-08-16","4","Woodborer","64.72714","-148.2997","","Dendroctonus.ruffipennis","1","Dendroctonus","ruffipennis","NA"
"2011-08-16","4","Alpha Pinene and Ethanol","64.72714","-148.2997","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-08-16","4","Spruce Beetle","64.72714","-148.2997","","Dendroctonus.ruffipennis","1","Dendroctonus","ruffipennis","NA"
"2011-08-16","4","Ethanol","64.72714","-148.2997","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-08-16","5","Alpha Pinene and Ethanol","64.72714","-148.29547","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-08-16","5","Woodborer","64.72714","-148.29547","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-08-16","5","Ips","64.72714","-148.29547","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-08-16","5","Ethanol","64.72714","-148.29547","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-08-16","5","Spruce Beetle","64.72714","-148.29547","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-06-21","1","Woodborer","64.72714","-148.28554","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-06-21","1","Spruce Beetle","64.72714","-148.28554","","Dendroctonus.ruffipennis","11","Dendroctonus","ruffipennis","NA"
"2011-06-21","1","Ethanol","64.72714","-148.28554","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-06-21","1","Ips","64.72714","-148.28554","","Dendroctonus.ruffipennis","5","Dendroctonus","ruffipennis","NA"
"2011-06-21","1","Alpha Pinene and Ethanol","64.72714","-148.28554","","Dendroctonus.ruffipennis","55","Dendroctonus","ruffipennis","NA"
"2011-06-21","2","Ips","64.72714","-148.31544","","Dendroctonus.ruffipennis","8","Dendroctonus","ruffipennis","NA"
"2011-06-21","2","Spruce Beetle","64.72714","-148.31544","","Dendroctonus.ruffipennis","20","Dendroctonus","ruffipennis","NA"
"2011-06-21","2","Ethanol","64.72714","-148.31544","","Dendroctonus.ruffipennis","5","Dendroctonus","ruffipennis","NA"
"2011-06-21","2","Alpha Pinene and Ethanol","64.72714","-148.31544","","Dendroctonus.ruffipennis","38","Dendroctonus","ruffipennis","NA"
"2011-06-21","2","Woodborer","64.72714","-148.31544","","Dendroctonus.ruffipennis","34","Dendroctonus","ruffipennis","NA"
"2011-06-21","5","Alpha Pinene and Ethanol","64.72714","-148.29547","","Dendroctonus.ruffipennis","2","Dendroctonus","ruffipennis","NA"
"2011-06-21","5","Ethanol","64.72714","-148.29547","","Dendroctonus.ruffipennis","1","Dendroctonus","ruffipennis","NA"
"2011-06-21","5","Woodborer","64.72714","-148.29547","","Dendroctonus.ruffipennis","12","Dendroctonus","ruffipennis","NA"
"2011-06-21","5","Spruce Beetle","64.72714","-148.29547","","Dendroctonus.ruffipennis","1","Dendroctonus","ruffipennis","NA"
"2011-06-21","4","Alpha Pinene and Ethanol","64.72714","-148.2997","","Dendroctonus.ruffipennis","10","Dendroctonus","ruffipennis","NA"
"2011-06-21","5","Ips","64.72714","-148.29547","","Dendroctonus.ruffipennis","1","Dendroctonus","ruffipennis","NA"
"2011-06-21","4","Woodborer","64.72714","-148.2997","","Dendroctonus.ruffipennis","5","Dendroctonus","ruffipennis","NA"
"2011-06-21","4","Spruce Beetle","64.72714","-148.2997","","Dendroctonus.ruffipennis","6","Dendroctonus","ruffipennis","NA"
"2011-06-21","4","Ethanol","64.72714","-148.2997","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-06-21","3","Ips","64.72714","-148.31812","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2011-06-21","3","Spruce Beetle","64.72714","-148.31812","","Dendroctonus.ruffipennis","14","Dendroctonus","ruffipennis","NA"
"2011-06-21","3","Woodborer","64.72714","-148.31812","","Dendroctonus.ruffipennis","12","Dendroctonus","ruffipennis","NA"
"2011-06-21","4","Ips","64.72714","-148.2997","","Dendroctonus.ruffipennis","2","Dendroctonus","ruffipennis","NA"
"2011-06-21","3","Ethanol","64.72714","-148.31812","Not counted samples damaged prior to collection","Dendroctonus.ruffipennis","N/A","Dendroctonus","ruffipennis","NA"
"2011-06-21","3","Alpha Pinene and Ethanol","64.72714","-148.31812","Not counted samples damaged prior to collection","Dendroctonus.ruffipennis","N/A","Dendroctonus","ruffipennis","NA"
"2012-07-02","1","Woodborer","64.72714","-148.28554","1 Pissoides","Dendroctonus.ruffipennis","9","Dendroctonus","ruffipennis","NA"
"2012-07-02","1","Ips","64.72714","-148.28554","1 Thanasium","Dendroctonus.ruffipennis","1","Dendroctonus","ruffipennis","NA"
"2012-07-02","1","Spruce Beetle","64.72714","-148.28554","1 Thanasium","Dendroctonus.ruffipennis","3","Dendroctonus","ruffipennis","NA"
"2012-07-02","1","Alpha Pinene and Ethanol","64.72714","-148.28554","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2012-07-02","1","Ethanol","64.72714","-148.28554","1 Dicerca","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2012-07-02","2","Spruce Beetle","64.72714","-148.31544","2 Thanasium","Dendroctonus.ruffipennis","3","Dendroctonus","ruffipennis","NA"
"2012-07-02","2","Alpha Pinene and Ethanol","64.72714","-148.31544","1 Pissoides","Dendroctonus.ruffipennis","1","Dendroctonus","ruffipennis","NA"
"2012-07-02","2","Ips","64.72714","-148.31544","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2012-07-02","2","Ethanol","64.72714","-148.31544","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2012-07-02","2","Woodborer","64.72714","-148.31544","9 Thanasium","Dendroctonus.ruffipennis","7","Dendroctonus","ruffipennis","NA"
"2012-07-02","3","Ethanol","64.72714","-148.31812","1 Judolia","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2012-07-02","3","Ips","64.72714","-148.31812","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2012-07-02","4","Spruce Beetle","64.75367","-148.2997","22 Thanasium","Dendroctonus.ruffipennis","1","Dendroctonus","ruffipennis","NA"
"2012-07-02","4","Alpha Pinene and Ethanol","64.75367","-148.2997","19 Pissoides, 1 Thanasium","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2012-07-02","4","Ethanol","64.75367","-148.2997","1 Thanasium","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2012-07-02","4","Ips","64.75367","-148.2997","1 Thanasium","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2012-07-02","4","Woodborer","64.75367","-148.2997","2 Pissoides","Dendroctonus.ruffipennis","2","Dendroctonus","ruffipennis","NA"
"2012-07-02","5","Ethanol","64.801769","-147.80209","","Dendroctonus.ruffipennis","1","Dendroctonus","ruffipennis","NA"
"2012-07-02","5","Ips","64.801769","-147.80209","2 Thanasium, 1 Dicerca, ","Dendroctonus.ruffipennis","1","Dendroctonus","ruffipennis","NA"
"2012-07-02","5","Woodborer","64.801769","-147.80209","12 Thanasium, 2 Pissoides","Dendroctonus.ruffipennis","3","Dendroctonus","ruffipennis","NA"
"2012-07-02","5","Alpha Pinene and Ethanol","64.801769","-147.80209","2 Thanasium","Dendroctonus.ruffipennis","4","Dendroctonus","ruffipennis","NA"
"2012-07-02","5","Spruce Beetle","64.801769","-147.80209","14 Thanasium, 1 Neospondylis","Dendroctonus.ruffipennis","2","Dendroctonus","ruffipennis","NA"
"2012-08-09","1","Ethanol","64.72714","-148.28554","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2012-08-09","1","Alpha Pinene and Ethanol","64.72714","-148.28554","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2012-08-09","1","Ips","64.72714","-148.28554","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2012-08-09","1","Woodborer","64.72714","-148.28554","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2012-08-09","1","Spruce Beetle","64.72714","-148.28554","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2012-08-09","2","Ethanol","64.72714","-148.31544","Tetropium","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2012-08-09","2","Woodborer","64.72714","-148.31544","Tetropium","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
"2012-08-09","2","Alpha Pinene and Ethanol","64.72714","-148.31544","","Dendroctonus.ruffipennis","0","Dendroctonus","ruffipennis","NA"
