"","Cruise","date","Station","Depth.meters","TAXON_GENUS","count","TAXON_PHYLUM","TAXON_CLASS"
"276",80827,"27-Aug-2008",1,5,"Chaetoceros",240,"NA","Bacillariophyceae"
"277",80827,"27-Aug-2008",2,5,"Chaetoceros",3360,"NA","Bacillariophyceae"
"278",80827,"27-Aug-2008",3,5,"Chaetoceros",3080,"NA","Bacillariophyceae"
"279",80827,"27-Aug-2008",4,5,"Chaetoceros",1480,"NA","Bacillariophyceae"
"280",80827,"27-Aug-2008",5,5,"Chaetoceros",2180,"NA","Bacillariophyceae"
"281",80924,"24-Sep-2008",1,5,"Chaetoceros",0,"NA","Bacillariophyceae"
"282",80924,"24-Sep-2008",2,5,"Chaetoceros",0,"NA","Bacillariophyceae"
"283",80924,"24-Sep-2008",3,5,"Chaetoceros",620,"NA","Bacillariophyceae"
"284",80924,"24-Sep-2008",4,5,"Chaetoceros",620,"NA","Bacillariophyceae"
"285",80924,"24-Sep-2008",5,5,"Chaetoceros",0,"NA","Bacillariophyceae"
"286",81023,"23-Oct-2008",1,5,"Chaetoceros",9320,"NA","Bacillariophyceae"
"287",81023,"23-Oct-2008",2,5,"Chaetoceros",6720,"NA","Bacillariophyceae"
"288",81023,"23-Oct-2008",3,5,"Chaetoceros",22300,"NA","Bacillariophyceae"
"289",81023,"23-Oct-2008",4,5,"Chaetoceros",1800,"NA","Bacillariophyceae"
