"year","season","date","site","plot","quad","treatment","Species","obs","cover","height","count","comment","Taxa_kingdom","Taxa_family","Taxa_genus","Taxa_species"
2004,1,"3/8/2004",FALSE,1,4,"F","BOGR2",2,0.05,1,3,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,1,4,"F","BOGR2",3,0.01,1,5,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,1,4,"F","CRCR3",1,0.05,1,2,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,1,4,"F","CRCR3",2,0.01,1,14,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,1,4,"F","OECA10",1,0.1,1,1,NA,"Plantae","Onagraceae","Oenothera","caespitosa"
2004,1,"3/8/2004",FALSE,1,4,"F","PLJA",1,1,2,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,1,4,"F","PLJA",2,0.5,1,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,1,4,"F","PLJA",3,0.25,1,4,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,1,4,"F","PLJA",4,0.1,1,14,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,1,4,"F","SCBR2",1,0.1,1,2,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
2004,1,"3/8/2004",FALSE,1,4,"F","SCBR2",2,0.25,1,1,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
2004,1,"3/8/2004",FALSE,1,4,"F","SCBR2",3,0.05,1,7,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
2004,1,"3/8/2004",FALSE,2,1,"C","BOGR2",1,0.1,1,7,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,2,1,"C","BOGR2",2,0.05,1,4,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,2,1,"C","BOGR2",3,0.25,1,3,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,2,1,"C","CRCR3",1,0.05,1,2,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,2,1,"C","CRCR3",2,0.01,1,16,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,2,1,"C","PLJA",1,0.75,1,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,2,1,"C","PLJA",2,0.5,1,3,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,2,1,"C","PLJA",3,0.25,1,5,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,2,1,"C","PLJA",4,0.1,1,3,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,2,1,"C","PLJA",5,0.05,1,2,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,2,1,"C","SPPO6",1,0.05,3,1,NA,"Plantae","Malvaceae","Sphaeralcea","polychroma"
2004,1,"3/8/2004",FALSE,2,2,"C","CRCR3",1,0.01,1,14,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,2,2,"C","CRCR3",2,0.05,2,1,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,2,2,"C","PLJA",1,0.5,2,4,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,2,2,"C","PLJA",2,0.25,1,23,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,2,2,"C","PLJA",3,0.1,1,11,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,2,2,"C","PLJA",4,0.05,1,3,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,2,2,"C","SPPO6",1,0.25,2,1,NA,"Plantae","Malvaceae","Sphaeralcea","polychroma"
2004,1,"3/8/2004",FALSE,2,2,"C","SPPO6",2,0.1,1,1,NA,"Plantae","Malvaceae","Sphaeralcea","polychroma"
2004,1,"3/8/2004",FALSE,2,3,"C","ASMIM",1,0.05,1,2,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,2,3,"C","BOGR2",1,0.75,1,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,2,3,"C","BOGR2",2,0.25,1,2,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,2,3,"C","BOGR2",3,0.1,1,3,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,2,3,"C","BOGR2",4,0.05,1,2,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,2,3,"C","CRCR3",1,0.1,3,2,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,2,3,"C","CRCR3",2,0.05,2,2,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,2,3,"C","CRCR3",3,0.01,1,8,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,2,3,"C","HYFIC",1,0.25,2,1,NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
2004,1,"3/8/2004",FALSE,2,3,"C","OECA10",1,0.25,1,1,NA,"Plantae","Onagraceae","Oenothera","caespitosa"
2004,1,"3/8/2004",FALSE,2,3,"C","PLJA",1,0.5,1,5,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,2,3,"C","PLJA",2,0.75,1,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,2,3,"C","PLJA",3,0.1,1,10,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,2,3,"C","PLJA",4,0.25,1,4,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,2,3,"C","SPFL2",1,0.25,1,1,"WAS_SPFL2","Plantae","Poaceae","Sporobolus","flexuosus"
2004,1,"3/8/2004",FALSE,2,3,"C","SPPO6",1,0.1,3,3,NA,"Plantae","Malvaceae","Sphaeralcea","polychroma"
2004,1,"3/8/2004",FALSE,2,3,"C","SPPO6",2,0.05,2,1,NA,"Plantae","Malvaceae","Sphaeralcea","polychroma"
2004,1,"3/8/2004",FALSE,2,4,"C","ASMIM",1,0.01,1,1,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,2,4,"C","ASMIM",2,0.05,1,4,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,2,4,"C","ASMIM",3,0.1,1,1,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,2,4,"C","BOGR2",1,0.5,1,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,2,4,"C","BOGR2",2,0.25,1,2,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,2,4,"C","BOGR2",3,0.1,1,4,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,2,4,"C","CRCR3",1,0.01,1,17,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,2,4,"C","CRCR3",2,0.05,2,2,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,2,4,"C","CRCR3",3,0.1,3,4,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,2,4,"C","CYACF",1,0.05,1,1,NA,"Plantae","Apiaceae","Cymopterus","acaulis"
2004,1,"3/8/2004",FALSE,2,4,"C","DEPI",1,0.01,2,3,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
2004,1,"3/8/2004",FALSE,2,4,"C","HYFIC",1,0.1,1,1,NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
2004,1,"3/8/2004",FALSE,2,4,"C","OECA10",1,0.05,1,1,NA,"Plantae","Onagraceae","Oenothera","caespitosa"
2004,1,"3/8/2004",FALSE,2,4,"C","PLJA",1,0.5,1,2,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,2,4,"C","PLJA",2,0.25,1,5,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,2,4,"C","PLJA",3,0.1,1,3,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,2,4,"C","PLJA",4,0.05,1,3,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,3,1,"C","ASMIM",1,0.1,1,3,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,3,1,"C","ASMIM",2,0.05,1,2,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,3,1,"C","CRCR3",1,0.01,1,5,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,3,1,"C","CRCR3",2,0.05,2,5,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,3,1,"C","HYFIC",1,0.05,2,3,NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
2004,1,"3/8/2004",FALSE,3,1,"C","MUAR2",1,0.05,2,2,NA,"Plantae","Poaceae","Muhlenbergia","arenicola"
2004,1,"3/8/2004",FALSE,3,1,"C","PLJA",1,0.25,1,2,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,3,1,"C","PLJA",2,0.1,1,22,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,3,1,"C","PLJA",3,0.05,1,2,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,3,2,"C","ASMIM",1,0.05,1,3,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,3,2,"C","CRCR3",1,0.05,2,1,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,3,2,"C","CRCR3",2,0.01,1,6,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,3,2,"C","HYFIC",1,0.1,2,1,NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
2004,1,"3/8/2004",FALSE,3,2,"C","HYFIC",2,0.05,1,1,NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
2004,1,"3/8/2004",FALSE,3,2,"C","PLJA",1,0.25,1,4,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,3,2,"C","PLJA",2,0.1,1,20,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,3,2,"C","PLJA",3,0.05,1,8,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,3,2,"C","SCBR2",1,0.05,1,3,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
2004,1,"3/8/2004",FALSE,3,2,"C","SCBR2",2,0.1,1,2,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
2004,1,"3/8/2004",FALSE,3,3,"C","ASMIM",1,0.01,1,2,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,3,3,"C","CRCR3",1,0.1,3,1,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,3,3,"C","CRCR3",2,0.01,1,7,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,3,3,"C","PLJA",1,0.25,2,3,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,3,3,"C","PLJA",2,0.1,1,20,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,3,3,"C","PLJA",3,0.05,1,6,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,3,4,"C","ASMIM",1,0.05,1,2,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,3,4,"C","CRCR3",1,0.01,1,10,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,3,4,"C","MELE2",1,0.25,2,1,NA,"Plantae","Asteraceae","Melampodium","leucanthum"
2004,1,"3/8/2004",FALSE,3,4,"C","OECA10",1,0.05,1,2,NA,"Plantae","Onagraceae","Oenothera","caespitosa"
2004,1,"3/8/2004",FALSE,3,4,"C","OECA10",2,0.1,1,1,NA,"Plantae","Onagraceae","Oenothera","caespitosa"
2004,1,"3/8/2004",FALSE,3,4,"C","PLJA",1,0.1,1,13,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,3,4,"C","PLJA",2,0.05,1,18,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,3,4,"C","SPFL2",1,0.1,1,1,"WAS_SPFL2","Plantae","Poaceae","Sporobolus","flexuosus"
2004,1,"3/8/2004",FALSE,4,1,"F","CRCR3",1,0.05,1,4,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,4,1,"F","CRCR3",2,0.01,1,9,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,4,1,"F","DEPI",1,0.01,1,3,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
2004,1,"3/8/2004",FALSE,4,1,"F","HYFIC",1,0.05,1,1,NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
2004,1,"3/8/2004",FALSE,4,1,"F","HYFIC",2,0.25,1,1,NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
2004,1,"3/8/2004",FALSE,4,1,"F","PLJA",1,0.5,2,2,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,4,1,"F","PLJA",2,0.25,1,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,4,1,"F","PLJA",3,0.1,1,8,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,4,1,"F","PLJA",4,0.05,1,30,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,4,1,"F","PLJA",5,0.01,1,10,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,4,2,"F","ALMA4",1,0.01,5,2,NA,"Plantae","Liliaceae","Allium","macropetalum"
2004,1,"3/8/2004",FALSE,4,2,"F","ASMIM",1,0.05,1,2,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,4,2,"F","BOGR2",1,0.75,3,4,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,4,2,"F","BOGR2",2,0.5,3,5,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,4,2,"F","BOGR2",3,0.25,3,14,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,4,2,"F","BOGR2",4,0.1,2,7,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,4,2,"F","BOGR2",5,0.05,2,5,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,4,2,"F","BOGR2",6,0.01,1,2,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,4,2,"F","CRCR3",1,0.1,1,3,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,4,2,"F","CRCR3",2,0.05,1,1,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,4,2,"F","CRCR3",3,0.01,1,8,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,4,2,"F","DEPI",1,0.01,1,1,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
2004,1,"3/8/2004",FALSE,4,2,"F","OECA10",1,0.25,1,1,NA,"Plantae","Onagraceae","Oenothera","caespitosa"
2004,1,"3/8/2004",FALSE,4,2,"F","OECA10",2,0.1,1,1,NA,"Plantae","Onagraceae","Oenothera","caespitosa"
2004,1,"3/8/2004",FALSE,4,2,"F","PLJA",1,0.1,1,14,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,4,2,"F","PLJA",2,0.05,1,25,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,4,2,"F","PLJA",3,0.01,1,6,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,4,3,"F","ASMIM",1,0.05,1,1,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,4,3,"F","ASMIM",2,0.01,1,1,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,4,3,"F","BOGR2",1,1,4,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,4,3,"F","BOGR2",2,0.5,3,6,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,4,3,"F","BOGR2",3,0.25,3,21,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,4,3,"F","BOGR2",4,0.1,2,14,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,4,3,"F","BOGR2",5,0.05,2,3,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,4,3,"F","CRCR3",1,0.01,1,2,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,4,3,"F","CRCR3",2,0.05,1,1,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,4,3,"F","PLJA",1,0.25,1,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,4,3,"F","PLJA",2,0.1,1,5,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,4,3,"F","PLJA",3,0.05,1,13,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,4,3,"F","PLJA",4,0.01,1,3,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,4,4,"F","ASMIM",1,0.25,1,2,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,4,4,"F","ASMIM",2,0.05,1,5,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,4,4,"F","ASMIM",3,0.01,1,3,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,4,4,"F","CRCR3",1,0.01,1,8,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,4,4,"F","CRCR3",2,0.05,1,3,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,4,4,"F","OECA10",1,0.25,1,1,NA,"Plantae","Onagraceae","Oenothera","caespitosa"
2004,1,"3/8/2004",FALSE,4,4,"F","OECA10",2,0.05,1,1,NA,"Plantae","Onagraceae","Oenothera","caespitosa"
2004,1,"3/8/2004",FALSE,4,4,"F","PLJA",1,0.5,3,3,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,4,4,"F","PLJA",2,0.25,2,5,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,4,4,"F","PLJA",3,0.1,2,23,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,4,4,"F","PLJA",4,0.05,1,8,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,4,4,"F","PLJA",5,0.01,1,9,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,4,4,"F","PLPA2",1,0.05,2,1,NA,"Plantae","Plantaginaceae","Plantago","patagonica"
2004,1,"3/8/2004",FALSE,5,1,"C","ASMIM",1,0.1,1,5,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,5,1,"C","BOGR2",1,0.25,1,1,NA,"Plantae","Poaceae","Bouteloua","gracilis"
2004,1,"3/8/2004",FALSE,5,1,"C","CRCR3",1,0.01,1,5,NA,"Plantae","Boraginaceae","Cryptantha","crassisepala"
2004,1,"3/8/2004",FALSE,5,1,"C","DEPI",1,0.01,2,1,NA,"Plantae","Brassicaceae","Descurainia","pinnata"
2004,1,"3/8/2004",FALSE,5,1,"C","PLJA",1,0.75,1,1,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,5,1,"C","PLJA",2,0.5,1,5,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,5,1,"C","PLJA",3,0.25,1,22,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,5,1,"C","PLJA",4,0.1,1,17,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,5,1,"C","PLJA",5,0.05,1,5,NA,"Plantae","Poaceae","Pleuraphis","jamesii"
2004,1,"3/8/2004",FALSE,5,2,"C","ASMIM",1,0.25,1,3,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,5,2,"C","ASMIM",2,0.1,1,4,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,5,2,"C","ASMIM",3,0.05,1,3,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
2004,1,"3/8/2004",FALSE,5,2,"C","ASMIM",4,0.01,1,2,NA,"Plantae","Fabaceae","Astragalus","missouriensis"
