"YEAR","WEB","KIND","DATE","RECORDER","TRANS","PT","SPECIES","PCT.COVER","Comments","Taxa_kingdom","Taxa_order","Taxa_family","Taxa_genus","Taxa_species"
1999,"13NW","shrub","36360","KW, DL",1,5,"BOGR",5,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36360","KW, DL",1,5,"SPCO",1,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
1999,"13NW","shrub","36360","KW, DL",1,5,"LITT",5,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","KW, DL",1,5,"BARE",55,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","KW, DL",1,6,"AGSM",35,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13NW","shrub","36360","KW, DL",1,6,"LEDE",1,"","Plantae","Brassicales","Brassicaceae","Lepidium","densiflorum"
1999,"13NW","shrub","36360","KW, DL",1,6,"SPCO",5,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
1999,"13NW","shrub","36360","KW, DL",1,6,"BOGR",10,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36360","KW, DL",1,6,"LITT",45,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","KW, DL",1,6,"BARE",5,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","KW, DL",1,7,"LEDE",1,"","Plantae","Brassicales","Brassicaceae","Lepidium","densiflorum"
1999,"13NW","shrub","36360","KW, DL",1,7,"AGSM",40,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13NW","shrub","36360","KW, DL",1,7,"BOGR",5,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36360","KW, DL",1,7,"SPCO",1,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
1999,"13NW","shrub","36360","KW, DL",1,7,"LITT",45,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","KW, DL",1,7,"BARE",10,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","KW, DL",1,8,"AGSM",60,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13NW","shrub","36360","KW, DL",1,8,"BOGR",10,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36360","KW, DL",1,8,"CHLE",1,"","Plantae","Caryophyllales","Amaranthaceae","Chenopodium","leptophyllum"
1999,"13NW","shrub","36360","KW, DL",1,8,"LITT",25,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","KW, DL",1,8,"BARE",5,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","KW, DL",1,9,"ATCA",55,"","Plantae","Caryophyllales","Amaranthaceae","Atriplex","canescens"
1999,"13NW","shrub","36360","KW, DL",1,9,"BOGR",1,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36360","KW, DL",1,9,"AGSM",15,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13NW","shrub","36360","KW, DL",1,9,"LITT",30,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","KW, DL",1,10,"AGSM",20,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13NW","shrub","36360","KW, DL",1,10,"BOGR",15,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36360","KW, DL",1,10,"CHLE",1,"","Plantae","Caryophyllales","Amaranthaceae","Chenopodium","leptophyllum"
1999,"13NW","shrub","36360","KW, DL",1,10,"LITT",65,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","KW, DL",1,10,"BARE",1,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36359","SC, SQ",2,1,"AMPS",5,"","Plantae","Asterales","Asteraceae","Ambrosia","psilostachya"
1999,"13NW","shrub","36359","SC, SQ",2,1,"LYJU",10,"","Plantae","Asterales","Asteraceae","Lygodesmia","juncea"
1999,"13NW","shrub","36359","SC, SQ",2,1,"EREF",20,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
1999,"13NW","shrub","36359","SC, SQ",2,1,"BOGR",35,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36359","SC, SQ",2,1,"LITT",30,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36359","SC, SQ",2,1,"BARE",1,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36359","SC, SQ",2,2,"ARFR",15,"","Plantae","Asterales","Asteraceae","Artemisia","frigida"
1999,"13NW","shrub","36359","SC, SQ",2,2,"ARDR",1,"","Plantae","Asterales","Asteraceae","Artemisia","dracunculus"
1999,"13NW","shrub","36359","SC, SQ",2,2,"SPCO",5,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
1999,"13NW","shrub","36359","SC, SQ",2,2,"LEDE",1,"","Plantae","Brassicales","Brassicaceae","Lepidium","densiflorum"
1999,"13NW","shrub","36359","SC, SQ",2,2,"LYJU",5,"","Plantae","Asterales","Asteraceae","Lygodesmia","juncea"
1999,"13NW","shrub","36359","SC, SQ",2,2,"AGSM",10,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13NW","shrub","36359","SC, SQ",2,2,"BOGR",15,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36359","SC, SQ",2,2,"BARE",15,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36359","SC, SQ",2,2,"LITT",15,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36359","SC, SQ",2,3,"ATCA",100,"","Plantae","Caryophyllales","Amaranthaceae","Atriplex","canescens"
1999,"13NW","shrub","36359","SC, SQ",2,4,"AGSM",50,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13NW","shrub","36359","SC, SQ",2,4,"LEDE",5,"","Plantae","Brassicales","Brassicaceae","Lepidium","densiflorum"
1999,"13NW","shrub","36359","SC, SQ",2,4,"BOGR",5,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36359","SC, SQ",2,4,"OPPO",5,"","Plantae","Caryophyllales","Cactaceae","Opuntia","polyacantha"
1999,"13NW","shrub","36359","SC, SQ",2,4,"BARE",15,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36359","SC, SQ",2,4,"LITT",20,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36359","SC, SQ",2,5,"BOGR",5,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36359","SC, SQ",2,5,"AGSM",50,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13NW","shrub","36359","SC, SQ",2,5,"LITT",35,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36359","SC, SQ",2,5,"BARE",10,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36359","SC, SQ",2,6,"SPCO",5,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
1999,"13NW","shrub","36359","SC, SQ",2,6,"LEDE",1,"","Plantae","Brassicales","Brassicaceae","Lepidium","densiflorum"
1999,"13NW","shrub","36359","SC, SQ",2,6,"BOGR",35,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36359","SC, SQ",2,6,"AGSM",15,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13NW","shrub","36359","SC, SQ",2,6,"ATCA",10,"","Plantae","Caryophyllales","Amaranthaceae","Atriplex","canescens"
1999,"13NW","shrub","36359","SC, SQ",2,6,"LITT",30,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36359","SC, SQ",2,6,"BARE",4,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36359","SC, SQ",2,7,"BOGR",5,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36359","SC, SQ",2,7,"MILI",5,"","Plantae","Caryophyllales","Nyctaginaceae","Mirabilis","linearis"
1999,"13NW","shrub","36359","SC, SQ",2,7,"THME",1,"","Plantae","Asterales","Asteraceae","Thelesperma","megapotamicum"
1999,"13NW","shrub","36359","SC, SQ",2,7,"LEDE",1,"","Plantae","Brassicales","Brassicaceae","Lepidium","densiflorum"
1999,"13NW","shrub","36359","SC, SQ",2,7,"BARE",10,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36359","SC, SQ",2,7,"LITT",47,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36359","SC, SQ",2,7,"EREF",20,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
1999,"13NW","shrub","36359","SC, SQ",2,7,"AGSM",10,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13NW","shrub","36359","SC, SQ",2,7,"OPPO",1,"","Plantae","Caryophyllales","Cactaceae","Opuntia","polyacantha"
1999,"13NW","shrub","36359","SC, SQ",2,8,"LYJU",15,"","Plantae","Asterales","Asteraceae","Lygodesmia","juncea"
1999,"13NW","shrub","36359","SC, SQ",2,8,"KOSC",5,"","Plantae","Caryophyllales","Amaranthaceae","Kochia","scoparia"
1999,"13NW","shrub","36359","SC, SQ",2,8,"AGSM",15,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13NW","shrub","36359","SC, SQ",2,8,"BOGR",50,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36359","SC, SQ",2,8,"LITT",5,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36359","SC, SQ",2,9,"TROC",5,"","Plantae","Commelinaceae","Commelinaceae","Tradescantia","occidentalis"
1999,"13NW","shrub","36359","SC, SQ",2,9,"BOGR",70,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36359","SC, SQ",2,9,"BARE",10,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36359","SC, SQ",2,9,"LITT",15,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36359","SC, SQ",2,10,"AGSM",15,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13NW","shrub","36359","SC, SQ",2,10,"BOGR",15,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36359","SC, SQ",2,10,"PLPA",1,"","Plantae","Lamiales","Plantaginaceae","Plantago","patagonica"
1999,"13NW","shrub","36359","SC, SQ",2,10,"UNKN FORB",1,"",NA,NA,NA,NA,NA
1999,"13NW","shrub","36359","SC, SQ",2,10,"BARE",20,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36359","SC, SQ",2,10,"LITT",48,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","DH, LL",3,1,"OPPO",5,"","Plantae","Caryophyllales","Cactaceae","Opuntia","polyacantha"
1999,"13NW","shrub","36360","DH, LL",3,1,"BOGR",20,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36360","DH, LL",3,1,"LITT",30,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","DH, LL",3,1,"BARE",15,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","DH, LL",3,1,"EREF",25,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
1999,"13NW","shrub","36360","DH, LL",3,1,"THTR",1,"","Plantae","Asterales","Asteraceae","Thelesperma","filifolium"
1999,"13NW","shrub","36360","DH, LL",3,1,"CHVI",1,"","Plantae","Asterales","Asteraceae","Chrysopsis","villosa"
1999,"13NW","shrub","36360","DH, LL",3,2,"EREF",50,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
1999,"13NW","shrub","36360","DH, LL",3,2,"SPCO",1,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
1999,"13NW","shrub","36360","DH, LL",3,2,"BOGR",20,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36360","DH, LL",3,2,"ARLO",5,"","Plantae","Poales","Poaceae","Aristida","longiseta"
1999,"13NW","shrub","36360","DH, LL",3,2,"CHLE",1,"","Plantae","Caryophyllales","Amaranthaceae","Chenopodium","leptophyllum"
1999,"13NW","shrub","36360","DH, LL",3,2,"AGSM",5,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13NW","shrub","36360","DH, LL",3,2,"BARE",20,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","DH, LL",3,2,"LITT",10,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","DH, LL",3,3,"ARFR",60,"","Plantae","Asterales","Asteraceae","Artemisia","frigida"
1999,"13NW","shrub","36360","DH, LL",3,3,"STCO",5,"","Plantae","Poales","Poaceae","Stipa","comata"
1999,"13NW","shrub","36360","DH, LL",3,3,"BOGR",5,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36360","DH, LL",3,3,"SPCO",10,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
1999,"13NW","shrub","36360","DH, LL",3,3,"LITT",10,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","DH, LL",3,3,"BARE",10,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","DH, LL",3,4,"CHLE",5,"","Plantae","Caryophyllales","Amaranthaceae","Chenopodium","leptophyllum"
1999,"13NW","shrub","36360","DH, LL",3,4,"EREF",25,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
1999,"13NW","shrub","36360","DH, LL",3,4,"BOGR",30,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36360","DH, LL",3,4,"BARE",5,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","DH, LL",3,4,"LITT",15,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","DH, LL",3,4,"STCO",5,"","Plantae","Poales","Poaceae","Stipa","comata"
1999,"13NW","shrub","36360","DH, LL",3,4,"PIOP",5,"","Plantae","Asterales","Asteraceae","Picradeniopsis","oppositifolia"
1999,"13NW","shrub","36360","DH, LL",3,4,"CAHE",5,"","Plantae","Poales"," Cyperaceae","Carex","eleocharis"
1999,"13NW","shrub","36360","DH, LL",3,4,"THTR",5,"","Plantae","Asterales","Asteraceae","Thelesperma","filifolium"
1999,"13NW","shrub","36360","LL, DH",3,5,"SPCO",5,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
1999,"13NW","shrub","36360","LL, DH",3,5,"LIDI",20,"",NA,NA,NA,NA,NA
1999,"13NW","shrub","36360","LL, DH",3,5,"BOGR",30,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36360","LL, DH",3,5,"EREF",10,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
1999,"13NW","shrub","36360","LL, DH",3,5,"BARE",10,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","LL, DH",3,5,"AGSM",1,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13NW","shrub","36360","LL, DH",3,5,"LITT",25,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","LL, DH",3,6,"OPPO",10,"","Plantae","Caryophyllales","Cactaceae","Opuntia","polyacantha"
1999,"13NW","shrub","36360","LL, DH",3,6,"BOGR",10,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36360","LL, DH",3,6,"AGSM",30,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13NW","shrub","36360","LL, DH",3,6,"EREF",15,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
1999,"13NW","shrub","36360","LL, DH",3,6,"LITT",25,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","LL, DH",3,6,"BARE",10,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","LL, DH",3,7,"EREF",40,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
1999,"13NW","shrub","36360","LL, DH",3,7,"ASOX",10,"","Plantae","Fabales","Fabaceae","Astragalus","Oxytropis"
1999,"13NW","shrub","36360","LL, DH",3,7,"AGSM",10,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13NW","shrub","36360","LL, DH",3,7,"BOGR",15,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36360","LL, DH",3,7,"LIDI",1,"",NA,NA,NA,NA,NA
1999,"13NW","shrub","36360","LL, DH",3,7,"BARE",5,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","LL, DH",3,7,"LITT",15,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","LL, DH",3,8,"AGSM",25,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13NW","shrub","36360","LL, DH",3,8,"BOGR",15,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36360","LL, DH",3,8,"EREF",5,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
1999,"13NW","shrub","36360","LL, DH",3,8,"BARE",10,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","LL, DH",3,8,"LITT",45,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","DH, LL",3,9,"LEDI",1,"",NA,NA,NA,NA,NA
1999,"13NW","shrub","36360","DH, LL",3,9,"AGSM",5,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13NW","shrub","36360","DH, LL",3,9,"BOGR",60,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36360","DH, LL",3,9,"SPCO",1,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
1999,"13NW","shrub","36360","DH, LL",3,9,"CHLE",1,"","Plantae","Caryophyllales","Amaranthaceae","Chenopodium","leptophyllum"
1999,"13NW","shrub","36360","DH, LL",3,9,"BARE",10,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","DH, LL",3,9,"LITT",20,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","DH, LL",3,10,"BOGR",65,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13NW","shrub","36360","DH, LL",3,10,"SPCR",5,"","Plantae","Poales","Poaceae","Sporobolus","cryptandrus"
1999,"13NW","shrub","36360","DH, LL",3,10,"THTR",5,"","Plantae","Asterales","Asteraceae","Thelesperma","filifolium"
1999,"13NW","shrub","36360","DH, LL",3,10,"BARE",10,"","Plantae",NA,NA,NA,NA
1999,"13NW","shrub","36360","DH, LL",3,10,"LITT",15,"","Plantae",NA,NA,NA,NA
1999,"13SW","shrub","36361","DH, DL",1,1,"SPCO",10,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
1999,"13SW","shrub","36361","DH, DL",1,1,"STCO",5,"","Plantae","Poales","Poaceae","Stipa","comata"
1999,"13SW","shrub","36361","DH, DL",1,1,"EREF",5,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
1999,"13SW","shrub","36361","DH, DL",1,1,"ARFR",20,"","Plantae","Asterales","Asteraceae","Artemisia","frigida"
1999,"13SW","shrub","36361","DH, DL",1,1,"LYCO",5,"",NA,NA,NA,NA,NA
1999,"13SW","shrub","36361","DH, DL",1,1,"BOGR",5,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13SW","shrub","36361","DH, DL",1,1,"BARE",5,"","Plantae",NA,NA,NA,NA
1999,"13SW","shrub","36361","DH, DL",1,1,"LITT",45,"","Plantae",NA,NA,NA,NA
1999,"13SW","shrub","36361","DH, DL",1,2,"BOGR",1,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13SW","shrub","36361","DH, DL",1,2,"STCO",10,"","Plantae","Poales","Poaceae","Stipa","comata"
1999,"13SW","shrub","36361","DH, DL",1,2,"ARLO",10,"","Plantae","Poales","Poaceae","Aristida","longiseta"
1999,"13SW","shrub","36361","DH, DL",1,2,"ARFR",1,"","Plantae","Asterales","Asteraceae","Artemisia","frigida"
1999,"13SW","shrub","36361","DH, DL",1,2,"ASOX",20,"","Plantae","Fabales","Fabaceae","Astragalus","Oxytropis"
1999,"13SW","shrub","36361","DH, DL",1,2,"BARE",40,"","Plantae",NA,NA,NA,NA
1999,"13SW","shrub","36361","DH, DL",1,2,"EREF",5,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
1999,"13SW","shrub","36361","DH, DL",1,2,"CAHE",1,"","Plantae","Poales"," Cyperaceae","Carex","eleocharis"
1999,"13SW","shrub","36361","DH, DL",1,2,"LITT",10,"","Plantae",NA,NA,NA,NA
1999,"13SW","shrub","36361","DH, DL",1,2,"SIHY",1,"","Plantae","Poales","Poaceae","Sitanion","hystrix"
1999,"13SW","shrub","36361","DH, DL",1,3,"CAHE",5,"","Plantae","Poales"," Cyperaceae","Carex","eleocharis"
1999,"13SW","shrub","36361","DH, DL",1,3,"STCO",1,"","Plantae","Poales","Poaceae","Stipa","comata"
1999,"13SW","shrub","36361","DH, DL",1,3,"ARFR",10,"","Plantae","Asterales","Asteraceae","Artemisia","frigida"
1999,"13SW","shrub","36361","DH, DL",1,3,"ASOX",5,"","Plantae","Fabales","Fabaceae","Astragalus","Oxytropis"
1999,"13SW","shrub","36361","DH, DL",1,3,"AGSM",10,"","Plantae","Poales","Poaceae","Agropyron","smithii"
1999,"13SW","shrub","36361","DH, DL",1,3,"SPCO",5,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
1999,"13SW","shrub","36361","DH, DL",1,3,"BOGR",20,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13SW","shrub","36361","DH, DL",1,3,"BARE",10,"","Plantae",NA,NA,NA,NA
1999,"13SW","shrub","36361","DH, DL",1,3,"LITT",35,"","Plantae",NA,NA,NA,NA
1999,"13SW","shrub","36361","DH, DL",1,4,"BOGR",35,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13SW","shrub","36361","DH, DL",1,4,"STCO",5,"","Plantae","Poales","Poaceae","Stipa","comata"
1999,"13SW","shrub","36361","DH, DL",1,4,"BARE",15,"","Plantae",NA,NA,NA,NA
1999,"13SW","shrub","36361","DH, DL",1,4,"SPCO",1,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
1999,"13SW","shrub","36361","DH, DL",1,4,"UNKL",1,"",NA,NA,NA,NA,NA
1999,"13SW","shrub","36361","DH, DL",1,4,"LITT",45,"","Plantae",NA,NA,NA,NA
1999,"13SW","shrub","36361","DH, DL",1,5,"ARFR",5,"","Plantae","Asterales","Asteraceae","Artemisia","frigida"
1999,"13SW","shrub","36361","DH, DL",1,5,"BOGR",40,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
1999,"13SW","shrub","36361","DH, DL",1,5,"SPCR",5,"","Plantae","Poales","Poaceae","Sporobolus","cryptandrus"
1999,"13SW","shrub","36361","DH, DL",1,5,"OPPO",5,"","Plantae","Caryophyllales","Cactaceae","Opuntia","polyacantha"
1999,"13SW","shrub","36361","DH, DL",1,5,"EREF",5,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
1999,"13SW","shrub","36361","DH, DL",1,5,"KOCHIA",5,"",NA,NA,NA,NA,NA
1999,"13SW","shrub","36361","DH, DL",1,5,"GACO",1,"","Plantae","Myrtales","Onagraceae","Gaura","coccinea"
1999,"13SW","shrub","36361","DH, DL",1,5,"BARE",5,"","Plantae",NA,NA,NA,NA
1999,"13SW","shrub","36361","DH, DL",1,5,"LITT",25,"","Plantae",NA,NA,NA,NA
1999,"13SW","shrub","36361","DH, DL",1,6,"EREF",20,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
1999,"13SW","shrub","36361","DH, DL",1,6,"OPPO",5,"","Plantae","Caryophyllales","Cactaceae","Opuntia","polyacantha"
1999,"13SW","shrub","36361","DH, DL",1,6,"SPCO",1,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
